mgi_symbol	ensembl_gene_id	external_gene_name
Npff	ENSMUSG00000023052	Npff
Calcoco1	ENSMUSG00000023055	Calcoco1
Rttn	ENSMUSG00000023066	Rttn
Cdkn1a	ENSMUSG00000023067	Cdkn1a
H2-M10.2	ENSMUSG00000023083	H2-M10.2
Abcc1	ENSMUSG00000023088	Abcc1
Sult1c2	ENSMUSG00000023122	Sult1c2
Nagpa	ENSMUSG00000023143	Nagpa
Get1	ENSMUSG00000023147	Get1
Slc38a1	ENSMUSG00000023169	Slc38a1
Cpn2	ENSMUSG00000023176	Cpn2
Frs3	ENSMUSG00000023266	Frs3
Creld2	ENSMUSG00000023272	Creld2
Marchf5	ENSMUSG00000023307	Marchf5
Phf8-ps	ENSMUSG00000023350	Phf8-ps
Rab12	ENSMUSG00000023460	Rab12
Prph	ENSMUSG00000023484	Prph
Rhebl1	ENSMUSG00000023755	Rhebl1
Pigx	ENSMUSG00000023791	Pigx
Tiam2	ENSMUSG00000023800	Tiam2
Nox3	ENSMUSG00000023802	Nox3
Synj2	ENSMUSG00000023805	Synj2
Rsph3b	ENSMUSG00000023806	Rsph3b
Rps6ka2	ENSMUSG00000023809	Rps6ka2
Prkn	ENSMUSG00000023826	Prkn
Agpat4	ENSMUSG00000023827	Agpat4
Slc22a3	ENSMUSG00000023828	Slc22a3
Slc22a1	ENSMUSG00000023829	Slc22a1
Igf2r	ENSMUSG00000023830	Igf2r
Acat2	ENSMUSG00000023832	Acat2
Lnpep	ENSMUSG00000023845	Lnpep
Chd1	ENSMUSG00000023852	Chd1
Mpc1	ENSMUSG00000023861	Mpc1
Pde10a	ENSMUSG00000023868	Pde10a
1700010I14Rik	ENSMUSG00000023873	1700010I14Rik
Zfp54	ENSMUSG00000023882	Zfp54
Phf10	ENSMUSG00000023883	Phf10
Thbs2	ENSMUSG00000023885	Thbs2
Smoc2	ENSMUSG00000023886	Smoc2
Zfp51	ENSMUSG00000023892	Zfp51
Zscan10	ENSMUSG00000023902	Zscan10
Mmp25	ENSMUSG00000023903	Mmp25
Hcfc1r1	ENSMUSG00000023904	Hcfc1r1
Tnfrsf12a	ENSMUSG00000023905	Tnfrsf12a
Cldn6	ENSMUSG00000023906	Cldn6
Pkmyt1	ENSMUSG00000023908	Pkmyt1
Paqr4	ENSMUSG00000023909	Paqr4
Flywch2	ENSMUSG00000023911	Flywch2
Slc25a27	ENSMUSG00000023912	Slc25a27
Pla2g7	ENSMUSG00000023913	Pla2g7
Mep1a	ENSMUSG00000023914	Mep1a
Tnfrsf21	ENSMUSG00000023915	Tnfrsf21
Adgrf4	ENSMUSG00000023918	Adgrf4
Cenpq	ENSMUSG00000023919	Cenpq
Mmut	ENSMUSG00000023921	Mmut
Tbc1d5	ENSMUSG00000023923	Tbc1d5
Rhag	ENSMUSG00000023926	Rhag
Satb1	ENSMUSG00000023927	Satb1
Crisp2	ENSMUSG00000023930	Crisp2
Efhb	ENSMUSG00000023931	Efhb
Cdc5l	ENSMUSG00000023932	Cdc5l
Spats1	ENSMUSG00000023935	Spats1
Aars2	ENSMUSG00000023938	Aars2
Mrpl14	ENSMUSG00000023939	Mrpl14
Sgo1	ENSMUSG00000023940	Sgo1
Slc29a1	ENSMUSG00000023942	Slc29a1
Sult1c1	ENSMUSG00000023943	Sult1c1
Hsp90ab1	ENSMUSG00000023944	Hsp90ab1
Slc5a7	ENSMUSG00000023945	Slc5a7
Nfkbie	ENSMUSG00000023947	Nfkbie
Tcte1	ENSMUSG00000023949	Tcte1
Vegfa	ENSMUSG00000023951	Vegfa
Gtpbp2	ENSMUSG00000023952	Gtpbp2
Polh	ENSMUSG00000023953	Polh
Clic5	ENSMUSG00000023959	Clic5
Enpp5	ENSMUSG00000023960	Enpp5
Enpp4	ENSMUSG00000023961	Enpp4
Cyp39a1	ENSMUSG00000023963	Cyp39a1
Fbxl17	ENSMUSG00000023965	Fbxl17
Rsph9	ENSMUSG00000023966	Rsph9
Mrps18a	ENSMUSG00000023967	Mrps18a
Crip3	ENSMUSG00000023968	Crip3
Rrp36	ENSMUSG00000023971	Rrp36
Ptk7	ENSMUSG00000023972	Ptk7
Cnpy3	ENSMUSG00000023973	Cnpy3
Ubr2	ENSMUSG00000023977	Ubr2
Prph2	ENSMUSG00000023978	Prph2
Guca1b	ENSMUSG00000023979	Guca1b
Taf8	ENSMUSG00000023980	Taf8
Guca1a	ENSMUSG00000023982	Guca1a
Gm20517	ENSMUSG00000023984	Gm20517
Pgc	ENSMUSG00000023987	Pgc
Bysl	ENSMUSG00000023988	Bysl
Tfeb	ENSMUSG00000023990	Tfeb
Foxp4	ENSMUSG00000023991	Foxp4
Trem2	ENSMUSG00000023992	Trem2
Treml1	ENSMUSG00000023993	Treml1
Nfya	ENSMUSG00000023994	Nfya
Tspo2	ENSMUSG00000023995	Tspo2
Kif6	ENSMUSG00000023999	Kif6
Brd4	ENSMUSG00000024002	Brd4
Stk38	ENSMUSG00000024006	Stk38
Ppil1	ENSMUSG00000024007	Ppil1
Cpne5	ENSMUSG00000024008	Cpne5
Pi16	ENSMUSG00000024011	Pi16
Mtch1	ENSMUSG00000024012	Mtch1
Fgd2	ENSMUSG00000024013	Fgd2
Pim1	ENSMUSG00000024014	Pim1
Ccdc167	ENSMUSG00000024018	Ccdc167
Cmtr1	ENSMUSG00000024019	Cmtr1
Glo1	ENSMUSG00000024026	Glo1
Glp1r	ENSMUSG00000024027	Glp1r
Tff2	ENSMUSG00000024028	Tff2
Tff3	ENSMUSG00000024029	Tff3
Abcg1	ENSMUSG00000024030	Abcg1
Tff1	ENSMUSG00000024032	Tff1
Rsph1	ENSMUSG00000024033	Rsph1
Tmprss3	ENSMUSG00000024034	Tmprss3
Slc37a1	ENSMUSG00000024036	Slc37a1
Wdr4	ENSMUSG00000024037	Wdr4
Ndufv3	ENSMUSG00000024038	Ndufv3
Cbs	ENSMUSG00000024039	Cbs
Cryaa	ENSMUSG00000024041	Cryaa
Sik1	ENSMUSG00000024042	Sik1
Arhgap28	ENSMUSG00000024043	Arhgap28
Epb41l3	ENSMUSG00000024044	Epb41l3
Akap8	ENSMUSG00000024045	Akap8
Myl12a	ENSMUSG00000024048	Myl12a
Myom1	ENSMUSG00000024049	Myom1
Wiz	ENSMUSG00000024050	Wiz
Lpin2	ENSMUSG00000024052	Lpin2
Emilin2	ENSMUSG00000024053	Emilin2
Smchd1	ENSMUSG00000024054	Smchd1
Cyp4f13	ENSMUSG00000024055	Cyp4f13
Ndc80	ENSMUSG00000024056	Ndc80
Clip4	ENSMUSG00000024059	Clip4
Lbh	ENSMUSG00000024063	Lbh
Galnt14	ENSMUSG00000024064	Galnt14
Ehd3	ENSMUSG00000024065	Ehd3
Xdh	ENSMUSG00000024066	Xdh
Dpy30	ENSMUSG00000024067	Dpy30
Spast	ENSMUSG00000024068	Spast
Slc30a6	ENSMUSG00000024069	Slc30a6
Prkd3	ENSMUSG00000024070	Prkd3
Yipf4	ENSMUSG00000024072	Yipf4
Birc6	ENSMUSG00000024073	Birc6
Crim1	ENSMUSG00000024074	Crim1
Vit	ENSMUSG00000024076	Vit
Strn	ENSMUSG00000024077	Strn
Ttc27	ENSMUSG00000024078	Ttc27
Eif2ak2	ENSMUSG00000024079	Eif2ak2
Cebpz	ENSMUSG00000024081	Cebpz
Ndufaf7	ENSMUSG00000024082	Ndufaf7
Pja2	ENSMUSG00000024083	Pja2
Qpct	ENSMUSG00000024084	Qpct
Man2a1	ENSMUSG00000024085	Man2a1
Cyp1b1	ENSMUSG00000024087	Cyp1b1
4930583I09Rik	ENSMUSG00000024088	4930583I09Rik
Vapa	ENSMUSG00000024091	Vapa
Hnrnpll	ENSMUSG00000024095	Hnrnpll
Ralbp1	ENSMUSG00000024096	Ralbp1
Srsf7	ENSMUSG00000024097	Srsf7
Twsg1	ENSMUSG00000024098	Twsg1
Ndufv2	ENSMUSG00000024099	Ndufv2
Washc1	ENSMUSG00000024101	Washc1
Themis3	ENSMUSG00000024105	Themis3
Lhcgr	ENSMUSG00000024107	Lhcgr
Nrxn1	ENSMUSG00000024109	Nrxn1
Cacna1h	ENSMUSG00000024112	Cacna1h
Prss41	ENSMUSG00000024114	Prss41
Prss21	ENSMUSG00000024116	Prss21
Tedc2	ENSMUSG00000024118	Tedc2
Lrpprc	ENSMUSG00000024120	Lrpprc
Atp6v0c	ENSMUSG00000024121	Atp6v0c
Pdpk1	ENSMUSG00000024122	Pdpk1
Prss30	ENSMUSG00000024124	Prss30
Sbpl	ENSMUSG00000024125	Sbpl
Prepl	ENSMUSG00000024127	Prepl
Sbp	ENSMUSG00000024128	Sbp
Abca3	ENSMUSG00000024130	Abca3
Slc3a1	ENSMUSG00000024131	Slc3a1
Eci1	ENSMUSG00000024132	Eci1
Six2	ENSMUSG00000024134	Six2
Srbd1	ENSMUSG00000024135	Srbd1
Dnase1l2	ENSMUSG00000024136	Dnase1l2
E4f1	ENSMUSG00000024137	E4f1
Epas1	ENSMUSG00000024140	Epas1
Mlst8	ENSMUSG00000024142	Mlst8
Rhoq	ENSMUSG00000024143	Rhoq
Pigf	ENSMUSG00000024145	Pigf
Cript	ENSMUSG00000024146	Cript
Mcfd2	ENSMUSG00000024150	Mcfd2
Msh2	ENSMUSG00000024151	Msh2
Gtf2a1l	ENSMUSG00000024154	Gtf2a1l
Meiob	ENSMUSG00000024155	Meiob
Hagh	ENSMUSG00000024158	Hagh
Spsb3	ENSMUSG00000024160	Spsb3
Mapk8ip3	ENSMUSG00000024163	Mapk8ip3
C3	ENSMUSG00000024164	C3
Jpt2	ENSMUSG00000024165	Jpt2
Tmem204	ENSMUSG00000024168	Tmem204
Ift140	ENSMUSG00000024169	Ift140
Telo2	ENSMUSG00000024170	Telo2
Prss28	ENSMUSG00000024171	Prss28
St6gal2	ENSMUSG00000024172	St6gal2
Tpsab1	ENSMUSG00000024173	Tpsab1
Pot1b	ENSMUSG00000024174	Pot1b
Tekt4	ENSMUSG00000024175	Tekt4
Sox8	ENSMUSG00000024176	Sox8
Nme4	ENSMUSG00000024177	Nme4
Tmem8	ENSMUSG00000024180	Tmem8
Mrpl28	ENSMUSG00000024181	Mrpl28
Axin1	ENSMUSG00000024182	Axin1
Pdia2	ENSMUSG00000024184	Pdia2
Rgs11	ENSMUSG00000024186	Rgs11
Fam234a	ENSMUSG00000024187	Fam234a
Luc7l	ENSMUSG00000024188	Luc7l
Dusp1	ENSMUSG00000024190	Dusp1
Bnip1	ENSMUSG00000024191	Bnip1
Phf1	ENSMUSG00000024193	Phf1
Cuta	ENSMUSG00000024194	Cuta
Plin3	ENSMUSG00000024197	Plin3
Kdm4b	ENSMUSG00000024201	Kdm4b
Rfx2	ENSMUSG00000024206	Rfx2
Acsbg2	ENSMUSG00000024207	Acsbg2
Uqcc2	ENSMUSG00000024208	Uqcc2
Acsbg3	ENSMUSG00000024209	Acsbg3
Ip6k3	ENSMUSG00000024210	Ip6k3
Mllt1	ENSMUSG00000024212	Mllt1
Nudt3	ENSMUSG00000024213	Nudt3
Spdef	ENSMUSG00000024215	Spdef
Snrpc	ENSMUSG00000024217	Snrpc
Taf11	ENSMUSG00000024218	Taf11
Anks1	ENSMUSG00000024219	Anks1
Zfp523	ENSMUSG00000024220	Zfp523
Fkbp5	ENSMUSG00000024222	Fkbp5
Armc12	ENSMUSG00000024223	Armc12
Clpsl2	ENSMUSG00000024224	Clpsl2
Clps	ENSMUSG00000024225	Clps
Pdzph1	ENSMUSG00000024227	Pdzph1
Nudt12	ENSMUSG00000024228	Nudt12
Cul2	ENSMUSG00000024231	Cul2
Bambi	ENSMUSG00000024232	Bambi
Lyzl1	ENSMUSG00000024233	Lyzl1
Mtpap	ENSMUSG00000024234	Mtpap
Map3k8	ENSMUSG00000024235	Map3k8
Svil	ENSMUSG00000024236	Svil
Zeb1	ENSMUSG00000024238	Zeb1
Epc1	ENSMUSG00000024240	Epc1
Sos1	ENSMUSG00000024241	Sos1
Map4k3	ENSMUSG00000024242	Map4k3
Tmem178	ENSMUSG00000024245	Tmem178
Thumpd2	ENSMUSG00000024246	Thumpd2
Pkdcc	ENSMUSG00000024247	Pkdcc
Cox7a2l	ENSMUSG00000024248	Cox7a2l
Thada	ENSMUSG00000024251	Thada
Dync2li1	ENSMUSG00000024253	Dync2li1
Abcg8	ENSMUSG00000024254	Abcg8
Adcyap1	ENSMUSG00000024256	Adcyap1
Polr2d	ENSMUSG00000024258	Polr2d
Slc25a46	ENSMUSG00000024259	Slc25a46
Sap130	ENSMUSG00000024260	Sap130
Syt4	ENSMUSG00000024261	Syt4
Celf4	ENSMUSG00000024268	Celf4
Tpgs2	ENSMUSG00000024269	Tpgs2
Slc39a6	ENSMUSG00000024270	Slc39a6
Elp2	ENSMUSG00000024271	Elp2
2700062C07Rik	ENSMUSG00000024273	2700062C07Rik
Zscan30	ENSMUSG00000024274	Zscan30
Zfp397	ENSMUSG00000024276	Zfp397
Mapre2	ENSMUSG00000024277	Mapre2
Wac	ENSMUSG00000024283	Wac
Ccny	ENSMUSG00000024286	Ccny
Thoc1	ENSMUSG00000024287	Thoc1
Rock1	ENSMUSG00000024290	Rock1
Cyp4f14	ENSMUSG00000024292	Cyp4f14
Esco1	ENSMUSG00000024293	Esco1
Mib1	ENSMUSG00000024294	Mib1
Zfp871	ENSMUSG00000024298	Zfp871
Adamts10	ENSMUSG00000024299	Adamts10
Myo1f	ENSMUSG00000024300	Myo1f
Kifc5b	ENSMUSG00000024301	Kifc5b
Dtna	ENSMUSG00000024302	Dtna
Cdh2	ENSMUSG00000024304	Cdh2
Ccdc178	ENSMUSG00000024306	Ccdc178
Tapbp	ENSMUSG00000024308	Tapbp
Pfdn6	ENSMUSG00000024309	Pfdn6
Wdr46	ENSMUSG00000024312	Wdr46
Mep1b	ENSMUSG00000024313	Mep1b
Rnf138	ENSMUSG00000024317	Rnf138
Vps52	ENSMUSG00000024319	Vps52
Ring1	ENSMUSG00000024325	Ring1
Slc39a7	ENSMUSG00000024327	Slc39a7
Col11a2	ENSMUSG00000024330	Col11a2
Dsc2	ENSMUSG00000024331	Dsc2
H2-Oa	ENSMUSG00000024334	H2-Oa
Brd2	ENSMUSG00000024335	Brd2
Psmb8	ENSMUSG00000024338	Psmb8
Tap2	ENSMUSG00000024339	Tap2
Btnl2	ENSMUSG00000024340	Btnl2
Pfdn1	ENSMUSG00000024346	Pfdn1
Psd2	ENSMUSG00000024347	Psd2
Sting1	ENSMUSG00000024349	Sting1
Dnajc18	ENSMUSG00000024350	Dnajc18
Spata24	ENSMUSG00000024352	Spata24
Mzb1	ENSMUSG00000024353	Mzb1
Slc23a1	ENSMUSG00000024354	Slc23a1
Sil1	ENSMUSG00000024357	Sil1
Hspa9	ENSMUSG00000024359	Hspa9
Etf1	ENSMUSG00000024360	Etf1
Cyp21a1	ENSMUSG00000024365	Cyp21a1
Gfra3	ENSMUSG00000024366	Gfra3
Nelfe	ENSMUSG00000024369	Nelfe
Cdc23	ENSMUSG00000024370	Cdc23
C2	ENSMUSG00000024371	C2
Epb41l4a	ENSMUSG00000024376	Epb41l4a
Stard4	ENSMUSG00000024378	Stard4
Tslp	ENSMUSG00000024379	Tslp
Bin1	ENSMUSG00000024381	Bin1
Ercc3	ENSMUSG00000024382	Ercc3
Map3k2	ENSMUSG00000024383	Map3k2
Iws1	ENSMUSG00000024384	Iws1
Proc	ENSMUSG00000024386	Proc
Csnk2b	ENSMUSG00000024387	Csnk2b
Myo7b	ENSMUSG00000024388	Myo7b
Apom	ENSMUSG00000024391	Apom
Bag6	ENSMUSG00000024392	Bag6
Prrc2a	ENSMUSG00000024393	Prrc2a
Lims2	ENSMUSG00000024395	Lims2
Aif1	ENSMUSG00000024397	Aif1
Ltb	ENSMUSG00000024399	Ltb
Wdr33	ENSMUSG00000024400	Wdr33
Tnf	ENSMUSG00000024401	Tnf
Lta	ENSMUSG00000024402	Lta
Atp6v1g2	ENSMUSG00000024403	Atp6v1g2
Riok3	ENSMUSG00000024404	Riok3
Pou5f1	ENSMUSG00000024406	Pou5f1
Psors1c2	ENSMUSG00000024409	Psors1c2
Rmc1	ENSMUSG00000024410	Rmc1
Aqp4	ENSMUSG00000024411	Aqp4
Npc1	ENSMUSG00000024413	Npc1
Zfp521	ENSMUSG00000024420	Zfp521
Lama3	ENSMUSG00000024421	Lama3
Dhx16	ENSMUSG00000024422	Dhx16
Impact	ENSMUSG00000024423	Impact
Ttc39c	ENSMUSG00000024424	Ttc39c
Ndfip1	ENSMUSG00000024425	Ndfip1
Atat1	ENSMUSG00000024426	Atat1
Spry4	ENSMUSG00000024427	Spry4
Gnl1	ENSMUSG00000024429	Gnl1
Cabyr	ENSMUSG00000024430	Cabyr
Nr3c1	ENSMUSG00000024431	Nr3c1
Mrps18b	ENSMUSG00000024436	Mrps18b
Pcdh12	ENSMUSG00000024440	Pcdh12
Dele1	ENSMUSG00000024442	Dele1
Rpp21	ENSMUSG00000024446	Rpp21
H2-M10.1	ENSMUSG00000024448	H2-M10.1
Arap3	ENSMUSG00000024451	Arap3
Hdac3	ENSMUSG00000024454	Hdac3
Diaph1	ENSMUSG00000024456	Diaph1
Trim26	ENSMUSG00000024457	Trim26
H2-M5	ENSMUSG00000024459	H2-M5
Gabbr1	ENSMUSG00000024462	Gabbr1
Myot	ENSMUSG00000024471	Myot
Dcp2	ENSMUSG00000024472	Dcp2
Ik	ENSMUSG00000024474	Ik
Pggt1b	ENSMUSG00000024477	Pggt1b
Ap3s1	ENSMUSG00000024480	Ap3s1
Lvrn	ENSMUSG00000024481	Lvrn
Ankhd1	ENSMUSG00000024483	Ankhd1
Slc4a9	ENSMUSG00000024485	Slc4a9
Hbegf	ENSMUSG00000024486	Hbegf
Yipf5	ENSMUSG00000024487	Yipf5
Rbm27	ENSMUSG00000024491	Rbm27
Lars	ENSMUSG00000024493	Lars
Pou4f3	ENSMUSG00000024497	Pou4f3
Tcerg1	ENSMUSG00000024498	Tcerg1
Ppp2r2b	ENSMUSG00000024500	Ppp2r2b
Dpysl3	ENSMUSG00000024501	Dpysl3
Jakmip2	ENSMUSG00000024502	Jakmip2
Spink1	ENSMUSG00000024503	Spink1
Dtwd2	ENSMUSG00000024505	Dtwd2
Hsd17b4	ENSMUSG00000024507	Hsd17b4
Ftmt	ENSMUSG00000024510	Ftmt
Rab27b	ENSMUSG00000024511	Rab27b
Dynap	ENSMUSG00000024512	Dynap
Mbd2	ENSMUSG00000024513	Mbd2
Smad4	ENSMUSG00000024515	Smad4
Sec11c	ENSMUSG00000024516	Sec11c
Grp	ENSMUSG00000024517	Grp
Rax	ENSMUSG00000024518	Rax
Cplx4	ENSMUSG00000024519	Cplx4
Pmaip1	ENSMUSG00000024521	Pmaip1
Gnal	ENSMUSG00000024524	Gnal
Impa2	ENSMUSG00000024525	Impa2
Cidea	ENSMUSG00000024526	Cidea
Afg3l2	ENSMUSG00000024527	Afg3l2
Srfbp1	ENSMUSG00000024528	Srfbp1
Lox	ENSMUSG00000024529	Lox
Prelid3a	ENSMUSG00000024530	Prelid3a
1700034E13Rik	ENSMUSG00000024532	1700034E13Rik
Spire1	ENSMUSG00000024533	Spire1
Sncaip	ENSMUSG00000024534	Sncaip
Snx24	ENSMUSG00000024535	Snx24
Psmg2	ENSMUSG00000024537	Psmg2
Ppic	ENSMUSG00000024538	Ppic
Ptpn2	ENSMUSG00000024539	Ptpn2
Cep192	ENSMUSG00000024542	Cep192
Ldlrad4	ENSMUSG00000024544	Ldlrad4
4930546C10Rik	ENSMUSG00000024546	4930546C10Rik
Setbp1	ENSMUSG00000024548	Setbp1
Slc14a2	ENSMUSG00000024552	Slc14a2
Galr1	ENSMUSG00000024553	Galr1
Me2	ENSMUSG00000024556	Me2
Mapk4	ENSMUSG00000024558	Mapk4
Cxxc1	ENSMUSG00000024560	Cxxc1
Mbd1	ENSMUSG00000024561	Mbd1
Smad2	ENSMUSG00000024563	Smad2
Sall3	ENSMUSG00000024565	Sall3
Atp9b	ENSMUSG00000024566	Atp9b
Rbfa	ENSMUSG00000024570	Rbfa
Gm16286	ENSMUSG00000024571	Gm16286
Pde6a	ENSMUSG00000024575	Pde6a
Csnk1a1	ENSMUSG00000024576	Csnk1a1
Il17b	ENSMUSG00000024578	Il17b
Pcyox1l	ENSMUSG00000024579	Pcyox1l
Grpel2	ENSMUSG00000024580	Grpel2
Napg	ENSMUSG00000024581	Napg
Txnl1	ENSMUSG00000024583	Txnl1
Nars	ENSMUSG00000024587	Nars
Fech	ENSMUSG00000024588	Fech
Nedd4l	ENSMUSG00000024589	Nedd4l
Lmnb1	ENSMUSG00000024590	Lmnb1
C330018D20Rik	ENSMUSG00000024592	C330018D20Rik
Megf10	ENSMUSG00000024593	Megf10
Prrc1	ENSMUSG00000024594	Prrc1
Slc12a2	ENSMUSG00000024597	Slc12a2
Fbn2	ENSMUSG00000024598	Fbn2
Slc27a6	ENSMUSG00000024600	Slc27a6
Isoc1	ENSMUSG00000024601	Isoc1
Dctn4	ENSMUSG00000024603	Dctn4
Rbm22	ENSMUSG00000024604	Rbm22
Rps14	ENSMUSG00000024608	Rps14
Cd74	ENSMUSG00000024610	Cd74
Tcof1	ENSMUSG00000024613	Tcof1
Tmx3	ENSMUSG00000024614	Tmx3
Camk2a	ENSMUSG00000024617	Camk2a
Cdx1	ENSMUSG00000024619	Cdx1
Pdgfrb	ENSMUSG00000024620	Pdgfrb
Csf1r	ENSMUSG00000024621	Csf1r
Hmgxb3	ENSMUSG00000024622	Hmgxb3
Gnaq	ENSMUSG00000024639	Gnaq
Psat1	ENSMUSG00000024640	Psat1
Tle4	ENSMUSG00000024642	Tle4
Cndp2	ENSMUSG00000024644	Cndp2
Timm21	ENSMUSG00000024645	Timm21
Cyb5a	ENSMUSG00000024646	Cyb5a
Cbln2	ENSMUSG00000024647	Cbln2
Slc22a6	ENSMUSG00000024650	Slc22a6
Scgb1a1	ENSMUSG00000024653	Scgb1a1
Asrgl1	ENSMUSG00000024654	Asrgl1
Anxa1	ENSMUSG00000024659	Anxa1
Incenp	ENSMUSG00000024660	Incenp
Fth1	ENSMUSG00000024661	Fth1
Rab3il1	ENSMUSG00000024663	Rab3il1
Fads3	ENSMUSG00000024664	Fads3
Fads2	ENSMUSG00000024665	Fads2
Tmem138	ENSMUSG00000024666	Tmem138
Tmem216	ENSMUSG00000024667	Tmem216
Sdhaf2	ENSMUSG00000024668	Sdhaf2
Cd5	ENSMUSG00000024669	Cd5
Cd6	ENSMUSG00000024670	Cd6
Ms4a7	ENSMUSG00000024672	Ms4a7
Ms4a1	ENSMUSG00000024673	Ms4a1
Ms4a4c	ENSMUSG00000024675	Ms4a4c
Ms4a6b	ENSMUSG00000024677	Ms4a6b
Ms4a4d	ENSMUSG00000024678	Ms4a4d
Ms4a6d	ENSMUSG00000024679	Ms4a6d
Ms4a2	ENSMUSG00000024680	Ms4a2
Ms4a3	ENSMUSG00000024681	Ms4a3
Cblif	ENSMUSG00000024682	Cblif
Mrpl16	ENSMUSG00000024683	Mrpl16
Osbp	ENSMUSG00000024687	Osbp
Fam111a	ENSMUSG00000024691	Fam111a
Keg1	ENSMUSG00000024694	Keg1
Zfp91	ENSMUSG00000024695	Zfp91
Lpxn	ENSMUSG00000024696	Lpxn
Gna14	ENSMUSG00000024697	Gna14
Rfk	ENSMUSG00000024712	Rfk
Pcsk5	ENSMUSG00000024713	Pcsk5
Ostf1	ENSMUSG00000024725	Ostf1
Carnmt1	ENSMUSG00000024726	Carnmt1
Trpm6	ENSMUSG00000024727	Trpm6
Ms4a19	ENSMUSG00000024728	Ms4a19
Ms4a20	ENSMUSG00000024729	Ms4a20
Ms4a8a	ENSMUSG00000024730	Ms4a8a
Ms4a10	ENSMUSG00000024731	Ms4a10
Ccdc86	ENSMUSG00000024732	Ccdc86
Zp1	ENSMUSG00000024734	Zp1
Prpf19	ENSMUSG00000024735	Prpf19
Tmem132a	ENSMUSG00000024736	Tmem132a
Slc15a3	ENSMUSG00000024737	Slc15a3
Pga5	ENSMUSG00000024738	Pga5
Ddb1	ENSMUSG00000024740	Ddb1
Fen1	ENSMUSG00000024742	Fen1
Syt7	ENSMUSG00000024743	Syt7
Aldh1a7	ENSMUSG00000024747	Aldh1a7
Tmc1	ENSMUSG00000024749	Tmc1
Zfand5	ENSMUSG00000024750	Zfand5
Cemip2	ENSMUSG00000024754	Cemip2
Slc22a19	ENSMUSG00000024757	Slc22a19
Rtn3	ENSMUSG00000024758	Rtn3
Atl3	ENSMUSG00000024759	Atl3
Naa40	ENSMUSG00000024764	Naa40
Lipo3	ENSMUSG00000024766	Lipo3
Otub1	ENSMUSG00000024767	Otub1
Lipf	ENSMUSG00000024768	Lipf
Cdc42bpg	ENSMUSG00000024769	Cdc42bpg
Lipn	ENSMUSG00000024770	Lipn
Lipk	ENSMUSG00000024771	Lipk
Ehd1	ENSMUSG00000024772	Ehd1
Atg2a	ENSMUSG00000024773	Atg2a
Ankrd22	ENSMUSG00000024774	Ankrd22
Stambpl1	ENSMUSG00000024776	Stambpl1
Ppp2r5b	ENSMUSG00000024777	Ppp2r5b
Fas	ENSMUSG00000024778	Fas
Cdc37l1	ENSMUSG00000024780	Cdc37l1
Lipa	ENSMUSG00000024781	Lipa
Ak3	ENSMUSG00000024782	Ak3
Gpha2	ENSMUSG00000024784	Gpha2
Rcl1	ENSMUSG00000024785	Rcl1
Majin	ENSMUSG00000024786	Majin
Snx15	ENSMUSG00000024787	Snx15
Jak2	ENSMUSG00000024789	Jak2
Sac3d1	ENSMUSG00000024790	Sac3d1
Cdca5	ENSMUSG00000024791	Cdca5
Zfpl1	ENSMUSG00000024792	Zfpl1
Kif20b	ENSMUSG00000024795	Kif20b
Vps51	ENSMUSG00000024797	Vps51
Htr7	ENSMUSG00000024798	Htr7
Tm7sf2	ENSMUSG00000024799	Tm7sf2
Rpp30	ENSMUSG00000024800	Rpp30
Ankrd1	ENSMUSG00000024803	Ankrd1
Pcgf5	ENSMUSG00000024805	Pcgf5
Mlana	ENSMUSG00000024806	Mlana
Syvn1	ENSMUSG00000024807	Syvn1
Il33	ENSMUSG00000024810	Il33
Tnks2	ENSMUSG00000024811	Tnks2
Tjp2	ENSMUSG00000024812	Tjp2
Trpd52l3	ENSMUSG00000024815	Trpd52l3
Frmd8	ENSMUSG00000024816	Frmd8
Uhrf2	ENSMUSG00000024817	Uhrf2
Slc25a45	ENSMUSG00000024818	Slc25a45
Rad9a	ENSMUSG00000024824	Rad9a
Dpf2	ENSMUSG00000024826	Dpf2
Gldc	ENSMUSG00000024827	Gldc
Mrpl21	ENSMUSG00000024829	Mrpl21
Rps6kb2	ENSMUSG00000024830	Rps6kb2
Ighmbp2	ENSMUSG00000024831	Ighmbp2
Pola2	ENSMUSG00000024833	Pola2
Coro1b	ENSMUSG00000024835	Coro1b
Dmrt1	ENSMUSG00000024837	Dmrt1
Eif1ad	ENSMUSG00000024841	Eif1ad
Cabp4	ENSMUSG00000024842	Cabp4
Chka	ENSMUSG00000024843	Chka
Banf1	ENSMUSG00000024844	Banf1
Cst6	ENSMUSG00000024846	Cst6
Aip	ENSMUSG00000024847	Aip
Pitpnm1	ENSMUSG00000024851	Pitpnm1
Sf3b2	ENSMUSG00000024853	Sf3b2
Pold4	ENSMUSG00000024854	Pold4
Pacs1	ENSMUSG00000024855	Pacs1
Cdk2ap2	ENSMUSG00000024856	Cdk2ap2
Cabp2	ENSMUSG00000024857	Cabp2
Grk2	ENSMUSG00000024858	Grk2
Klc2	ENSMUSG00000024862	Klc2
Mbl2	ENSMUSG00000024863	Mbl2
Acy3	ENSMUSG00000024866	Acy3
Pip5k1b	ENSMUSG00000024867	Pip5k1b
Dkk1	ENSMUSG00000024868	Dkk1
Gm49405	ENSMUSG00000024869	Gm49405
