	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Tgm11	1.01584403887125e-67	0.697479500429706	0.335	0.128	3.37026576776315e-63	Astrocyte	Tgm1
Fdft1	1.08103920793571e-67	0.67316648428906	0.568	0.368	3.5865637801683e-63	Astrocyte	Fdft1
Phka1	2.18732666417369e-67	0.356548060084406	0.215	0.061	7.25689367372905e-63	Astrocyte	Phka1
Epas1	4.45663212690481e-67	0.440533835960976	0.42	0.188	1.47857684074321e-62	Astrocyte	Epas1
Fam181b	6.64174693767765e-67	0.58182224547016	0.417	0.194	2.20353238151331e-62	Astrocyte	Fam181b
Adra2a	6.95201258391257e-67	0.357607394180597	0.236	0.07	2.30646921496467e-62	Astrocyte	Adra2a
Aldh2	7.89375336245562e-67	0.514314615766556	0.539	0.31	2.6189105530619e-62	Astrocyte	Aldh2
Dab2	7.99736247266084e-67	0.609285462864524	0.366	0.161	2.65328494755469e-62	Astrocyte	Dab2
Itgav	1.03201204071494e-66	0.548854174529147	0.653	0.426	3.42390634747995e-62	Astrocyte	Itgav
Hs3st3b1	1.85051435535272e-66	0.389108920847646	0.227	0.067	6.13945147675372e-62	Astrocyte	Hs3st3b1
Parp9	2.73106079469184e-66	0.324422854052489	0.193	0.05	9.06084039854912e-62	Astrocyte	Parp9
Fam49a	3.00049355438232e-66	0.371588576126805	0.312	0.116	9.95473746537422e-62	Astrocyte	Fam49a
Vstm4	4.5842568948274e-66	0.349892285689229	0.251	0.079	1.52091890999689e-61	Astrocyte	Vstm4
Fxyd12	9.23043444618261e-66	0.867981598751911	0.776	0.519	3.06238123621001e-61	Astrocyte	Fxyd1
Csdc2	9.46564484898078e-66	0.306379241298556	0.186	0.047	3.14041699154635e-61	Astrocyte	Csdc2
Dtx3l	1.04522507344914e-65	0.291419677037527	0.178	0.044	3.46774322618223e-61	Astrocyte	Dtx3l
Kirrel3	1.23714582717262e-65	0.325674348639746	0.229	0.067	4.10447871081061e-61	Astrocyte	Kirrel3
Ctsd	3.07072344407239e-65	0.573540180742204	0.887	0.82	1.0187739170399e-60	Astrocyte	Ctsd
Kidins220	3.28675144079332e-65	0.549112519857081	0.518	0.301	1.090445525512e-60	Astrocyte	Kidins220
Arhgef4	5.31625391949201e-65	0.482429090416935	0.373	0.161	1.76377356286986e-60	Astrocyte	Arhgef4
Mir124-2hg	5.39945099867679e-65	0.361844976741023	0.175	0.042	1.791375857831e-60	Astrocyte	Mir124-2hg
AW047730	1.95151186286176e-64	0.423004885524492	0.222	0.065	6.47453090741646e-60	Astrocyte	AW047730
Smim31	3.23062569777372e-64	0.516255263265004	0.396	0.178	1.07182468775039e-59	Astrocyte	Smim3
Plxnb1	3.52731583678804e-64	0.546159686729854	0.386	0.176	1.17025757517117e-59	Astrocyte	Plxnb1
Ltbp3	3.90707208076774e-64	0.507652118599126	0.394	0.182	1.29624930423631e-59	Astrocyte	Ltbp3
Plekhm2	9.17845746191826e-64	0.385860178678231	0.293	0.109	3.04513683214062e-59	Astrocyte	Plekhm2
Rimklb	2.40133200136911e-63	0.447387382682374	0.347	0.145	7.96689918094231e-59	Astrocyte	Rimklb
Mfn1	1.30257745705307e-62	0.599695214179908	0.475	0.269	4.32156122926497e-58	Astrocyte	Mfn1
Adrb1	5.05325760963489e-62	0.405623031818068	0.255	0.088	1.67651927714857e-57	Astrocyte	Adrb1
Sulf1	8.86804350206889e-62	0.385721000129112	0.304	0.115	2.9421507926814e-57	Astrocyte	Sulf1
Spire1	5.87138456019465e-61	0.522866064590126	0.5	0.295	1.94794925553578e-56	Astrocyte	Spire1
Car10	8.77913358876394e-61	0.275705767038929	0.205	0.058	2.91265315074421e-56	Astrocyte	Car10
Cpeb4	1.0057652524405e-60	0.600383004421588	0.442	0.241	3.33682737802185e-56	Astrocyte	Cpeb4
Specc1	1.22181348714138e-60	0.367748495143121	0.313	0.122	4.05361060628894e-56	Astrocyte	Specc1
Gpsm1	1.52011812365433e-60	0.341177614201316	0.261	0.093	5.04329589884798e-56	Astrocyte	Gpsm1
Pttg1ip1	2.03176526778847e-60	0.639638147582523	0.644	0.492	6.7407876289418e-56	Astrocyte	Pttg1ip
mt-Nd21	2.43369117863156e-60	0.519186180316	0.991	0.989	8.07425722334592e-56	Astrocyte	mt-Nd2
Plekho2	6.91579338151846e-60	0.293393071280577	0.193	0.054	2.29445277018638e-55	Astrocyte	Plekho2
Nhsl1	1.05045492531904e-59	0.484074621915189	0.377	0.178	3.48509430573098e-55	Astrocyte	Nhsl1
Camk2d	1.78745165480816e-59	0.542039632225624	0.492	0.289	5.93022835515704e-55	Astrocyte	Camk2d
Slc23a2	2.12562116227834e-59	0.508455040417584	0.388	0.19	7.05217333009084e-55	Astrocyte	Slc23a2
Bicd2	2.3989766858458e-59	0.467187534662907	0.368	0.174	7.95908495063061e-55	Astrocyte	Bicd2
Eif2ak2	2.62068617912404e-59	0.435605615353612	0.261	0.094	8.69465053647984e-55	Astrocyte	Eif2ak2
Tap2	7.62167663427893e-59	0.522527599032099	0.359	0.164	2.52864365695472e-54	Astrocyte	Tap2
Fndc4	1.13021708521548e-58	0.553592589536221	0.504	0.296	3.74972122361939e-54	Astrocyte	Fndc4
Hrh1	5.04850143698326e-58	0.270908257724164	0.141	0.031	1.67494132174794e-53	Astrocyte	Hrh1
Itga5	1.14675231561427e-57	0.339896400271131	0.197	0.057	3.80458015751345e-53	Astrocyte	Itga5
Plcb1	3.17174626004829e-57	0.427931785831526	0.359	0.158	1.05229025669622e-52	Astrocyte	Plcb1
Fcgrt	7.6681888133185e-57	0.259622197866509	0.201	0.058	2.54407500259468e-52	Astrocyte	Fcgrt
Itih5	1.13747564846734e-56	0.318662305551505	0.219	0.069	3.77380295892009e-52	Astrocyte	Itih5
Dok7	4.15627924005928e-56	0.304010389985995	0.165	0.042	1.37892876347447e-51	Astrocyte	Dok7
Ddx58	5.21185572546915e-56	0.352874067778138	0.222	0.073	1.7291373740389e-51	Astrocyte	Ddx58
Adamts5	6.32863094243039e-56	0.371171135632819	0.256	0.092	2.09964988777013e-51	Astrocyte	Adamts5
Tmem100	1.17953743840416e-54	0.331852848269149	0.491	0.229	3.91335135939347e-50	Astrocyte	Tmem100
Rnf215	1.32972503121688e-54	0.38226027334602	0.308	0.129	4.41162873606824e-50	Astrocyte	Rnf215
Mt22	1.65684906163724e-54	0.462413352129174	0.995	0.88	5.49692813179387e-50	Astrocyte	Mt2
Epha4	2.31264278956809e-54	0.285254567469335	0.181	0.051	7.67265498295007e-50	Astrocyte	Epha4
Lamp1	2.95306830660157e-54	0.392894538036286	0.833	0.727	9.79739472081203e-50	Astrocyte	Lamp1
Qk	5.67034331173387e-54	0.355770288414707	0.881	0.747	1.88124980053394e-49	Astrocyte	Qk
Adgrb3	8.93227141240584e-54	0.452254632138862	0.312	0.133	2.96345968649388e-49	Astrocyte	Adgrb3
Cdh22	3.35037440765891e-53	0.314598218883655	0.235	0.083	1.111553717229e-48	Astrocyte	Cdh22
Glipr21	5.0629262734368e-53	0.459488107879854	0.42	0.218	1.67972704973813e-48	Astrocyte	Glipr2
Tsc22d4	9.3488137360981e-53	0.354584209845054	0.893	0.789	3.10165593322527e-48	Astrocyte	Tsc22d4
Timp3	1.490888804464e-52	0.701022601766653	0.652	0.459	4.94632178657022e-48	Astrocyte	Timp3
Arhgef12	3.50971793073294e-52	0.601013067202096	0.569	0.399	1.16441911787927e-47	Astrocyte	Arhgef12
Stk40	3.91257811679175e-52	0.451090546379311	0.364	0.18	1.298076041808e-47	Astrocyte	Stk40
Kcnj16	4.19931259147743e-52	0.429161938766791	0.383	0.189	1.39320593847447e-47	Astrocyte	Kcnj16
Nwd1	6.91112945822154e-52	0.424462829502664	0.221	0.077	2.29290542035416e-47	Astrocyte	Nwd1
Dock4	7.57675181253367e-52	0.460408940032554	0.31	0.136	2.5137389488443e-47	Astrocyte	Dock4
Ogdhl	1.25308587600952e-51	0.250175925582833	0.173	0.049	4.1573630108368e-47	Astrocyte	Ogdhl
Dio2	1.32374724328433e-51	0.305843820659789	0.129	0.029	4.39179622904443e-47	Astrocyte	Dio2
Ccnl2	1.37085690887513e-51	0.559212097669963	0.559	0.393	4.54809196657501e-47	Astrocyte	Ccnl2
Tmem472	1.42709679163981e-51	0.459112400120563	0.668	0.47	4.73467902562339e-47	Astrocyte	Tmem47
Cyp2j9	1.78946005634983e-51	0.357488760044765	0.269	0.104	5.93689162895184e-47	Astrocyte	Cyp2j9
Rhou	3.2886174755223e-51	0.474022010066012	0.388	0.198	1.09106461985404e-46	Astrocyte	Rhou
Flrt2	3.63680697559733e-51	0.284204802756972	0.204	0.065	1.20658345029392e-46	Astrocyte	Flrt2
Fam171a1	4.51981004204355e-51	0.317699860116006	0.242	0.09	1.49953737764879e-46	Astrocyte	Fam171a1
Slc1a32	4.69000264685077e-51	0.72462266667698	0.585	0.408	1.55600217814568e-46	Astrocyte	Slc1a3
Cd274	1.83654121379748e-50	0.266814674530758	0.123	0.027	6.09309278501589e-46	Astrocyte	Cd274
Cpq	1.9385884854346e-50	0.424645749476163	0.482	0.27	6.43165501812637e-46	Astrocyte	Cpq
Macf11	4.04718829375724e-50	0.5723069384576	0.736	0.575	1.34273566021984e-45	Astrocyte	Macf1
Sc5d	4.64994771483606e-50	0.50742706876356	0.495	0.304	1.54271315335116e-45	Astrocyte	Sc5d
Fcgr2b	7.2607063546619e-50	0.492181626361043	0.239	0.086	2.40888454728618e-45	Astrocyte	Fcgr2b
Phkg12	7.49531204150201e-50	0.443983372070424	0.432	0.217	2.48671967600912e-45	Astrocyte	Phkg1
Fads3	2.03310752459365e-49	0.305616669531549	0.201	0.066	6.74524083434437e-45	Astrocyte	Fads3
Apln	2.2928304274002e-49	0.296360321828682	0.163	0.046	7.60692350898563e-45	Astrocyte	Apln
Actr3b	3.22980014038712e-49	0.30237860695103	0.187	0.059	1.07155079257623e-44	Astrocyte	Actr3b
Serinc1	6.47246061259684e-49	0.431556817337291	0.745	0.651	2.14736825744125e-44	Astrocyte	Serinc1
Stk32a	8.96654896039547e-49	0.552312122671038	0.361	0.183	2.9748319485904e-44	Astrocyte	Stk32a
Gk	1.06233459660827e-48	0.333130294353412	0.23	0.084	3.52450749116726e-44	Astrocyte	Gk
Fnbp1l	9.36791609871758e-48	0.4605274750088	0.383	0.202	3.10799352407153e-43	Astrocyte	Fnbp1l
Csf1	1.29819955719521e-47	0.476975398018524	0.361	0.184	4.30703667090656e-43	Astrocyte	Csf1
Errfi1	1.53310858361623e-47	0.500698092204072	0.529	0.349	5.08639434786358e-43	Astrocyte	Errfi1
Nadk2	2.14679015656383e-47	0.411790947508268	0.378	0.194	7.12240570243181e-43	Astrocyte	Nadk2
Farp1	2.99951887532028e-47	0.429910879376641	0.335	0.166	9.9515037726501e-43	Astrocyte	Farp1
Rab34	3.98969975540414e-47	0.45651064594896	0.396	0.211	1.32366268785043e-42	Astrocyte	Rab34
Xaf1	4.15629320779016e-47	0.438879931293923	0.293	0.128	1.37893339754854e-42	Astrocyte	Xaf1
Ctsf	5.07159402390512e-47	0.35644790187051	0.34	0.16	1.682602749311e-42	Astrocyte	Ctsf
S100a1	5.1288953963742e-47	0.308625809597864	0.859	0.693	1.70161362565507e-42	Astrocyte	S100a1
Ccl2	8.89642266292253e-47	1.08077447691608	0.329	0.158	2.95156614687781e-42	Astrocyte	Ccl2
Slitrk2	9.19656126138437e-47	0.416028947239561	0.33	0.154	3.05114312968949e-42	Astrocyte	Slitrk2
Irgm2	1.08855162423579e-46	0.258804257521639	0.155	0.043	3.61148772372708e-42	Astrocyte	Irgm2
Hacd3	1.57223371101665e-46	0.447139270956285	0.446	0.267	5.21619978303994e-42	Astrocyte	Hacd3
Igfbp4	2.15679810154367e-46	0.267942250440461	0.186	0.059	7.15560906149144e-42	Astrocyte	Igfbp4
Tpi11	2.82583199161897e-46	0.448586531760041	0.768	0.656	9.37526279859424e-42	Astrocyte	Tpi1
Cd631	2.96648077866181e-46	0.39492261606361	0.96	0.953	9.84189327936629e-42	Astrocyte	Cd63
Mpc1	3.23628061715545e-46	0.394144280276991	0.809	0.758	1.07370082035366e-41	Astrocyte	Mpc1
Icam1	3.30235298971959e-46	0.403126351772428	0.246	0.097	1.09562165139927e-41	Astrocyte	Icam1
Zfp36l2	3.7047968597307e-46	0.48187073967237	0.604	0.419	1.22914045415285e-41	Astrocyte	Zfp36l2
Utp14b	4.28996670201376e-46	0.450506040720466	0.302	0.136	1.42328225272711e-41	Astrocyte	Utp14b
Arrb1	5.53809549449997e-46	0.343848330709516	0.268	0.112	1.83737394221025e-41	Astrocyte	Arrb1
Slc12a4	6.52940412416422e-46	0.417285734370713	0.399	0.222	2.16626040627396e-41	Astrocyte	Slc12a4
Metrn	7.72293902143816e-46	0.543561920839714	0.641	0.488	2.56223947914254e-41	Astrocyte	Metrn
Id1	1.07728554696669e-45	0.497877881698185	0.314	0.147	3.57411025917138e-41	Astrocyte	Id1
Trps1	1.87090716639093e-45	0.471974299548311	0.475	0.294	6.20710870593519e-41	Astrocyte	Trps1
Parp12	1.95685844263416e-45	0.37337612890742	0.247	0.1	6.49226925512736e-41	Astrocyte	Parp12
Wwtr11	3.09341555956487e-45	0.576381793344948	0.474	0.304	1.02630248019684e-40	Astrocyte	Wwtr1
Tpmt	3.31129903822348e-45	0.261144822607703	0.21	0.075	1.0985896819114e-40	Astrocyte	Tpmt
mt-Nd31	3.9583576370976e-45	0.443799958534629	0.933	0.868	1.31326431325987e-40	Astrocyte	mt-Nd3
Pdpn1	4.27494127648754e-45	0.442547728417192	0.457	0.264	1.41829726730027e-40	Astrocyte	Pdpn
Rrbp1	4.64259047787033e-45	0.441843325605547	0.702	0.597	1.54027224284304e-40	Astrocyte	Rrbp1
Aco2	4.68066137562428e-45	0.466682232253781	0.661	0.539	1.55290302459087e-40	Astrocyte	Aco2
Tnfrsf19	4.94554197964083e-45	0.317316378129524	0.269	0.112	1.64078246258544e-40	Astrocyte	Tnfrsf19
Tmem176a	5.19737274171175e-45	0.272244332744365	0.642	0.408	1.72433235451771e-40	Astrocyte	Tmem176a
Dnajb9	5.37350410429932e-45	0.520195229918233	0.577	0.423	1.78276745668338e-40	Astrocyte	Dnajb9
Slc19a2	7.39576985017281e-45	0.279187424846845	0.17	0.053	2.45369456319183e-40	Astrocyte	Slc19a2
Ubr5	1.46969269042501e-44	0.47046769579797	0.481	0.311	4.87599943902305e-40	Astrocyte	Ubr5
Fasn	2.60346002869881e-44	0.425928339104329	0.435	0.258	8.63749933721403e-40	Astrocyte	Fasn
Fry	3.51978243893286e-44	0.44042933623938	0.384	0.196	1.16775821976476e-39	Astrocyte	Fry
5031439G07Rik	1.71661996841229e-43	0.44199881921366	0.34	0.172	5.69523006920147e-39	Astrocyte	5031439G07Rik
Angptl4	1.78667182068412e-43	0.487003599043186	0.173	0.056	5.92764109948369e-39	Astrocyte	Angptl4
Scarb2	2.02768689630675e-43	0.447188074165041	0.579	0.416	6.72725681587692e-39	Astrocyte	Scarb2
Sun2	4.15010838926174e-43	0.303525029514948	0.245	0.1	1.37688146030537e-38	Astrocyte	Sun2
Pxdn	5.60448461439545e-43	0.278766497044751	0.197	0.071	1.85939986051798e-38	Astrocyte	Pxdn
Amotl1	7.71963317926121e-43	0.438936847413058	0.366	0.193	2.56114269988349e-38	Astrocyte	Amotl1
Slc16a6	1.12510163120788e-42	0.262065873124441	0.172	0.056	3.73274968185839e-38	Astrocyte	Slc16a6
Adgrb1	1.5345538503533e-42	0.426649681465826	0.295	0.138	5.09118930931715e-38	Astrocyte	Adgrb1
Lrrc58	1.86336085355579e-42	0.449594064887176	0.649	0.531	6.18207230384204e-38	Astrocyte	Lrrc58
Nfe2l2	2.63076194814084e-42	0.423182825161969	0.43	0.258	8.72807891534687e-38	Astrocyte	Nfe2l2
Oplah	4.19908117220457e-42	0.292133249784167	0.219	0.082	1.39312916050231e-37	Astrocyte	Oplah
Sphk1	4.49704307763095e-42	0.422450623182572	0.254	0.107	1.49198398186562e-37	Astrocyte	Sphk1
Fzd1	7.63483544419701e-42	0.339701291601925	0.244	0.101	2.53300935532124e-37	Astrocyte	Fzd1
Tspan5	1.00604178005328e-41	0.395953707544687	0.356	0.187	3.33774481368278e-37	Astrocyte	Tspan5
Mgst11	1.53768165808343e-41	0.404618731735238	0.619	0.414	5.10156643702339e-37	Astrocyte	Mgst1
Slc35f6	1.58037140368747e-41	0.346107507226934	0.33	0.166	5.24319820601394e-37	Astrocyte	Slc35f6
Soat1	8.76006982841901e-41	0.403361353137599	0.405	0.234	2.90632836697457e-36	Astrocyte	Soat1
Acss2	9.16654420494258e-41	0.296207156600035	0.253	0.106	3.0411843708738e-36	Astrocyte	Acss2
Emc3	1.75204905585915e-40	0.440115615588117	0.55	0.4	5.8127731526239e-36	Astrocyte	Emc3
Pls3	3.15268372210679e-40	0.42935502369341	0.393	0.227	1.04596587848337e-35	Astrocyte	Pls3
Dock7	3.36176750826317e-40	0.401024298203435	0.384	0.218	1.11533360621647e-35	Astrocyte	Dock7
Lgalsl	5.42424382448152e-40	0.40363780346789	0.391	0.22	1.79960137364823e-35	Astrocyte	Lgalsl
Arhgef40	5.43785733867944e-40	0.406618597072457	0.352	0.19	1.80411792925368e-35	Astrocyte	Arhgef40
C4b	5.56899913590221e-40	0.550052197245829	0.389	0.219	1.84762684331827e-35	Astrocyte	C4b
Dst	7.48030701029024e-40	0.564392798650708	0.698	0.609	2.48174145680399e-35	Astrocyte	Dst
Neto2	1.23006550830441e-39	0.399712893115956	0.266	0.121	4.08098833690156e-35	Astrocyte	Neto2
Cyp2j6	1.51185322982431e-39	0.382281265957382	0.371	0.195	5.0158754605881e-35	Astrocyte	Cyp2j6
Mir100hg	1.66330528031048e-39	0.728937358618895	0.344	0.199	5.51834792848609e-35	Astrocyte	Mir100hg
Ndrg4	1.90105588912997e-39	0.298721286337712	0.206	0.079	6.30713312336648e-35	Astrocyte	Ndrg4
Adk	2.52538981360665e-39	0.474203796837268	0.503	0.35	8.37848578460280e-35	Astrocyte	Adk
Itpr1	3.69239204980818e-39	0.414464297740349	0.284	0.135	1.22502491036486e-34	Astrocyte	Itpr1
Psmb8	3.76048682192535e-39	0.476630353819528	0.296	0.142	1.24761671291017e-34	Astrocyte	Psmb8
Plcd41	3.97813286937711e-39	0.363936086565669	0.349	0.181	1.31982514207324e-34	Astrocyte	Plcd4
Nptn	4.92187406366457e-39	0.451167903893942	0.585	0.448	1.63293015810199e-34	Astrocyte	Nptn
Ugp2	5.95044085750448e-39	0.482038259653855	0.495	0.345	1.97417776329426e-34	Astrocyte	Ugp2
Asap2	6.62775035726994e-39	0.437773326639471	0.376	0.218	2.19888873603145e-34	Astrocyte	Asap2
Pcx	6.76261367876679e-39	0.253514201191257	0.172	0.059	2.24363234020446e-34	Astrocyte	Pcx
Mtmr11	1.40298412711624e-38	0.396638322372972	0.235	0.1	4.65468043853356e-34	Astrocyte	Mtmr11
Tssc4	2.5670475120173e-38	0.529314761507157	0.471	0.318	8.51669353061981e-34	Astrocyte	Tssc4
mt-Nd4l1	2.70003494958857e-38	0.541005941240881	0.75	0.659	8.95790595225e-34	Astrocyte	mt-Nd4l
Pcdh7	2.72434760778186e-38	0.381905170732748	0.356	0.188	9.03856805833788e-34	Astrocyte	Pcdh7
Lpp	6.346668037967e-38	0.352768064465723	0.291	0.142	2.10563405495631e-33	Astrocyte	Lpp
Fgfrl1	1.2078736572823e-37	0.417129377469385	0.393	0.234	4.0073624327655e-33	Astrocyte	Fgfrl1
Pdlim7	1.21756922321913e-37	0.358219464226635	0.353	0.185	4.03952941187412e-33	Astrocyte	Pdlim7
Ptch1	1.48033887217612e-37	0.588275932125626	0.391	0.238	4.91132027621871e-33	Astrocyte	Ptch1
Nudt18	1.7808375788066e-37	0.378991157786275	0.339	0.179	5.90828483520664e-33	Astrocyte	Nudt18
Scn1b	1.81669412328528e-37	0.283514002983967	0.224	0.092	6.02724609282356e-33	Astrocyte	Scn1b
Cyp51	2.56780769191304e-37	0.421384211036829	0.443	0.275	8.51921557945991e-33	Astrocyte	Cyp51
2310022B05Rik	2.66786393782247e-37	0.394297118140787	0.284	0.139	8.8511721865136e-33	Astrocyte	2310022B05Rik
Kank1	2.8893157072315e-37	0.329320000437878	0.345	0.181	9.58588272188196e-33	Astrocyte	Kank1
Mpp6	3.63842220624312e-37	0.345882442453141	0.357	0.192	1.20711933536528e-32	Astrocyte	Mpp6
Map7d1	8.76671668376387e-37	0.377393813181684	0.455	0.291	2.90853359417234e-32	Astrocyte	Map7d1
Mpv17l2	1.05893005597286e-36	0.374743659494158	0.364	0.204	3.51321224670117e-32	Astrocyte	Mpv17l2
Limch1	1.50025618438537e-36	0.415195506100992	0.456	0.287	4.97739994293533e-32	Astrocyte	Limch1
Serpina3n	1.78391719853107e-36	0.295542913779301	0.672	0.428	5.91850208956653e-32	Astrocyte	Serpina3n
Htt	1.93239722781123e-36	0.48798244368037	0.382	0.233	6.41111428270931e-32	Astrocyte	Htt
Eps8	2.348496529465e-36	0.421154144407399	0.392	0.235	7.79160693580602e-32	Astrocyte	Eps8
Cebpd	2.39255664899973e-36	0.487367245420009	0.456	0.276	7.93778519438641e-32	Astrocyte	Cebpd
Ddt	2.52828576840485e-36	0.463152255341582	0.56	0.417	8.38809369383677e-32	Astrocyte	Ddt
Hsd17b7	2.55694103431613e-36	0.456009440006683	0.309	0.162	8.48316326955062e-32	Astrocyte	Hsd17b7
Adam15	5.99940868816857e-36	0.391765809402122	0.372	0.213	1.99042382047369e-31	Astrocyte	Adam15
Palld	7.28962520645054e-36	0.3441064238291	0.318	0.166	2.41847895474409e-31	Astrocyte	Palld
Ncan	9.07471837712556e-36	0.440389749479986	0.383	0.212	3.01071931597895e-31	Astrocyte	Ncan
Cs	1.12319285815202e-35	0.424309481128368	0.494	0.354	3.72641694549096e-31	Astrocyte	Cs
Cpt1a	1.87613738488154e-35	0.309693875766382	0.258	0.12	6.22446100182148e-31	Astrocyte	Cpt1a
Slc25a33	2.36027378660628e-35	0.326063103384303	0.286	0.142	7.83068034182365e-31	Astrocyte	Slc25a33
Zc3h7a	2.95535859583033e-35	0.394148889729705	0.323	0.175	9.80499321338628e-31	Astrocyte	Zc3h7a
Cox5a	7.31220301672524e-35	0.39287381829396	0.842	0.825	2.42596959485893e-30	Astrocyte	Cox5a
Hmgcr	8.17812862077231e-35	0.562088471393952	0.441	0.303	2.71325773251363e-30	Astrocyte	Hmgcr
Atp5g3	8.66923765984534e-35	0.364595631050085	0.791	0.746	2.87619297840689e-30	Astrocyte	Atp5g3
Abl2	1.38854201111541e-34	0.330318734669079	0.25	0.119	4.6067658302776e-30	Astrocyte	Abl2
Trp53inp2	1.44301413659986e-34	0.325875404775278	0.29	0.148	4.78748800099736e-30	Astrocyte	Trp53inp2
Syt11	2.11624540444581e-34	0.275630642716011	0.805	0.661	7.02106737832985e-30	Astrocyte	Syt11
Kmt2c	2.78835458121973e-34	0.511695215213351	0.448	0.307	9.2509239941127e-30	Astrocyte	Kmt2c
Ppp1r3c1	3.9438883361358e-34	0.357596240732197	0.387	0.218	1.30846383327977e-29	Astrocyte	Ppp1r3c
Adgrb2	6.98606835446096e-34	0.387574925616514	0.33	0.186	2.31776789795951e-29	Astrocyte	Adgrb2
Tnk2	8.81424741338712e-34	0.336770809494525	0.216	0.093	2.92430286433944e-29	Astrocyte	Tnk2
Ank	1.28405488552175e-33	0.461295559298233	0.464	0.322	4.26010889369552e-29	Astrocyte	Ank
Kif1c	1.68269864475784e-33	0.333266199425842	0.273	0.137	5.58268929371307e-29	Astrocyte	Kif1c
Idi1	2.45550730656209e-33	0.72296895034798	0.456	0.31	8.14663659098106e-29	Astrocyte	Idi1
Sorbs11	3.11957550730514e-33	0.507411698669652	0.553	0.393	1.03498156605863e-28	Astrocyte	Sorbs1
Hadhb	3.66826826312178e-33	0.423494723993205	0.608	0.506	1.21702136165591e-28	Astrocyte	Hadhb
S1pr3	4.25998618661931e-33	0.378690283561334	0.231	0.103	1.41333561713469e-28	Astrocyte	S1pr3
Maoa	5.69913454829379e-33	0.36533151854817	0.348	0.204	1.89080186908743e-28	Astrocyte	Maoa
Gaa	6.37531239358887e-33	0.39869023365802	0.425	0.273	2.11513739282098e-28	Astrocyte	Gaa
Lars2	1.02968744581092e-32	0.687691839603251	0.349	0.213	3.41619403896689e-28	Astrocyte	Lars2
Washc2	1.55106209509563e-32	0.432903392571908	0.42	0.277	5.14595871289876e-28	Astrocyte	Washc2
Adar	2.49478968266476e-32	0.298487976757301	0.221	0.099	8.27696373017687e-28	Astrocyte	Adar
Ppp1r1a	2.62968359193384e-32	0.317261852483629	0.221	0.098	8.72450125295889e-28	Astrocyte	Ppp1r1a
Ptprj	3.0967410528361e-32	0.36903811166013	0.283	0.146	1.02740577909943e-27	Astrocyte	Ptprj
B930095G15Rik	4.03260573855456e-32	0.314137932469364	0.185	0.076	1.33789760588024e-27	Astrocyte	B930095G15Rik
Rgl1	4.36500745469112e-32	0.309287331016696	0.266	0.133	1.44817852324287e-27	Astrocyte	Rgl1
Tjp1	1.01756580808424e-31	0.380777150317195	0.477	0.341	3.37597808148107e-27	Astrocyte	Tjp1
ENSMUSG000000981781	1.18700442192494e-31	1.28687030948925	0.691	0.625	3.93812457062039e-27	Astrocyte	ENSMUSG00000098178
Rtp4	1.22642351634152e-31	0.343115879336125	0.256	0.123	4.06890530016626e-27	Astrocyte	Rtp4
Insig1	1.28883277852794e-31	0.71623689388661	0.445	0.322	4.27596050932215e-27	Astrocyte	Insig1
Cluh	2.37868448269185e-31	0.359515123782634	0.279	0.147	7.89176150822676e-27	Astrocyte	Cluh
Slc35e4	2.61919576958724e-31	0.440377334723837	0.405	0.271	8.68970580475959e-27	Astrocyte	Slc35e4
Slc29a3	3.09815763609821e-31	0.281859329466935	0.21	0.092	1.0278757589283e-26	Astrocyte	Slc29a3
Sez6l	3.85327068486745e-31	0.50208774795586	0.212	0.095	1.27839961511847e-26	Astrocyte	Sez6l
Ddx17	1.23447568472737e-30	0.458649940558001	0.578	0.467	4.09561997922e-26	Astrocyte	Ddx17
Dlgap1	1.57141090285977e-30	0.316678532159343	0.384	0.214	5.21346995241785e-26	Astrocyte	Dlgap1
Frmd4a	2.29262412933889e-30	0.442544245874769	0.428	0.286	7.60623907390763e-26	Astrocyte	Frmd4a
Ahcyl2	6.4513640713388e-30	0.388076791249039	0.356	0.219	2.14036905794807e-25	Astrocyte	Ahcyl2
Abi1	9.59386696741507e-30	0.375967620415415	0.442	0.308	3.1829572437793e-25	Astrocyte	Abi1
Rtn3	1.03632045538916e-29	0.341159126152069	0.763	0.697	3.43820037484463e-25	Astrocyte	Rtn3
Tet2	1.07808680041528e-29	0.397614931347171	0.312	0.178	3.57676857773776e-25	Astrocyte	Tet2
Cpeb1	1.40805616204008e-29	0.325252496988979	0.26	0.134	4.67150792880036e-25	Astrocyte	Cpeb1
Fam20c	1.73890923467184e-29	0.275366601665748	0.195	0.085	5.76917916787075e-25	Astrocyte	Fam20c
Sat1	2.29796320510293e-29	0.365896285939232	0.778	0.678	7.62395252556998e-25	Astrocyte	Sat1
Plin2	2.46553720608001e-29	0.367056021518505	0.402	0.257	8.17991278861165e-25	Astrocyte	Plin2
Arap2	4.28216779083478e-29	0.366946216628953	0.472	0.327	1.42069480796525e-24	Astrocyte	Arap2
Tcn2	4.4590536986986e-29	0.259169650718585	0.205	0.09	1.47938024561723e-24	Astrocyte	Tcn2
Ece1	5.52106852271331e-29	0.28612053574264	0.244	0.122	1.83172490378059e-24	Astrocyte	Ece1
Xpo1	6.73444689920405e-29	0.38622191349301	0.436	0.302	2.23428744774893e-24	Astrocyte	Xpo1
