"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cellular response to DNA damage stimulus","GO:0006974","4.579669219407736e-14","13.339165889108319","766","366","52","21354","ENSMUSG00000040204,ENSMUSG00000020914,ENSMUSG00000019942,ENSMUSG00000028312,ENSMUSG00000066551,ENSMUSG00000034349,ENSMUSG00000032397,ENSMUSG00000033307,ENSMUSG00000056394,ENSMUSG00000040681,ENSMUSG00000005410,ENSMUSG00000036781,ENSMUSG00000027342,ENSMUSG00000049932,ENSMUSG00000026355,ENSMUSG00000021377,ENSMUSG00000026434,ENSMUSG00000041859,ENSMUSG00000029730,ENSMUSG00000031821,ENSMUSG00000024742,ENSMUSG00000002870,ENSMUSG00000023104,ENSMUSG00000028884,ENSMUSG00000009575,ENSMUSG00000037628,ENSMUSG00000001228,ENSMUSG00000030346,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000029591,ENSMUSG00000030867,ENSMUSG00000022673,ENSMUSG00000020471,ENSMUSG00000028560,ENSMUSG00000027067,ENSMUSG00000018189,ENSMUSG00000024691,ENSMUSG00000029836,ENSMUSG00000038005,ENSMUSG00000039615,ENSMUSG00000057113,ENSMUSG00000030793,ENSMUSG00000096472,ENSMUSG00000022314,ENSMUSG00000025144,ENSMUSG00000044627,ENSMUSG00000028964,ENSMUSG00000035960,ENSMUSG00000042541,ENSMUSG00000001707,ENSMUSG00000070348"
"GO:BP","macromolecule metabolic process","GO:0043170","5.110632383221207e-14","13.291525357487425","9642","366","245","21354","ENSMUSG00000040204,ENSMUSG00000037894,ENSMUSG00000054717,ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000028044,ENSMUSG00000020914,ENSMUSG00000019942,ENSMUSG00000023505,ENSMUSG00000022033,ENSMUSG00000003038,ENSMUSG00000028312,ENSMUSG00000037601,ENSMUSG00000078812,ENSMUSG00000028333,ENSMUSG00000002477,ENSMUSG00000066551,ENSMUSG00000034349,ENSMUSG00000020649,ENSMUSG00000032397,ENSMUSG00000020267,ENSMUSG00000033307,ENSMUSG00000057666,ENSMUSG00000056394,ENSMUSG00000040681,ENSMUSG00000005410,ENSMUSG00000026605,ENSMUSG00000007050,ENSMUSG00000042462,ENSMUSG00000032218,ENSMUSG00000036781,ENSMUSG00000027342,ENSMUSG00000025574,ENSMUSG00000049932,ENSMUSG00000024844,ENSMUSG00000026355,ENSMUSG00000019961,ENSMUSG00000021377,ENSMUSG00000053398,ENSMUSG00000026434,ENSMUSG00000028367,ENSMUSG00000006398,ENSMUSG00000041859,ENSMUSG00000091625,ENSMUSG00000006715,ENSMUSG00000032381,ENSMUSG00000041431,ENSMUSG00000027715,ENSMUSG00000006728,ENSMUSG00000090553,ENSMUSG00000071866,ENSMUSG00000057388,ENSMUSG00000025747,ENSMUSG00000028066,ENSMUSG00000029730,ENSMUSG00000054428,ENSMUSG00000031821,ENSMUSG00000005481,ENSMUSG00000020738,ENSMUSG00000027469,ENSMUSG00000064326,ENSMUSG00000024841,ENSMUSG00000024742,ENSMUSG00000002870,ENSMUSG00000030978,ENSMUSG00000027018,ENSMUSG00000029687,ENSMUSG00000052833,ENSMUSG00000045328,ENSMUSG00000023104,ENSMUSG00000044533,ENSMUSG00000028884,ENSMUSG00000009575,ENSMUSG00000025001,ENSMUSG00000037628,ENSMUSG00000025403,ENSMUSG00000027752,ENSMUSG00000024660,ENSMUSG00000020897,ENSMUSG00000028394,ENSMUSG00000031697,ENSMUSG00000001228,ENSMUSG00000030346,ENSMUSG00000050410,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000022360,ENSMUSG00000029591,ENSMUSG00000030867,ENSMUSG00000022673,ENSMUSG00000020471,ENSMUSG00000028560,ENSMUSG00000027404,ENSMUSG00000032294,ENSMUSG00000025364,ENSMUSG00000063694,ENSMUSG00000062248,ENSMUSG00000060860,ENSMUSG00000028693,ENSMUSG00000030335,ENSMUSG00000031353,ENSMUSG00000047721,ENSMUSG00000030512,ENSMUSG00000027067,ENSMUSG00000031683,ENSMUSG00000025044,ENSMUSG00000001056,ENSMUSG00000032518,ENSMUSG00000106918,ENSMUSG00000031848,ENSMUSG00000039640,ENSMUSG00000054766,ENSMUSG00000034192,ENSMUSG00000018189,ENSMUSG00000031167,ENSMUSG00000027133,ENSMUSG00000024067,ENSMUSG00000018293,ENSMUSG00000030869,ENSMUSG00000078348,ENSMUSG00000047675,ENSMUSG00000040824,ENSMUSG00000063524,ENSMUSG00000071644,ENSMUSG00000025817,ENSMUSG00000033020,ENSMUSG00000056209,ENSMUSG00000024691,ENSMUSG00000020018,ENSMUSG00000042079,ENSMUSG00000029836,ENSMUSG00000020949,ENSMUSG00000055839,ENSMUSG00000020358,ENSMUSG00000026193,ENSMUSG00000067367,ENSMUSG00000027566,ENSMUSG00000028639,ENSMUSG00000038005,ENSMUSG00000029066,ENSMUSG00000011752,ENSMUSG00000042747,ENSMUSG00000029472,ENSMUSG00000032026,ENSMUSG00000039615,ENSMUSG00000078941,ENSMUSG00000004897,ENSMUSG00000020180,ENSMUSG00000041126,ENSMUSG00000024925,ENSMUSG00000003955,ENSMUSG00000028551,ENSMUSG00000004264,ENSMUSG00000032171,ENSMUSG00000068039,ENSMUSG00000025134,ENSMUSG00000014226,ENSMUSG00000063480,ENSMUSG00000109324,ENSMUSG00000059005,ENSMUSG00000061613,ENSMUSG00000057113,ENSMUSG00000063787,ENSMUSG00000025794,ENSMUSG00000030793,ENSMUSG00000067194,ENSMUSG00000021967,ENSMUSG00000001175,ENSMUSG00000021116,ENSMUSG00000079658,ENSMUSG00000022338,ENSMUSG00000096472,ENSMUSG00000022314,ENSMUSG00000071072,ENSMUSG00000010376,ENSMUSG00000025144,ENSMUSG00000061360,ENSMUSG00000044627,ENSMUSG00000024208,ENSMUSG00000028837,ENSMUSG00000028964,ENSMUSG00000046434,ENSMUSG00000025980,ENSMUSG00000024097,ENSMUSG00000030007,ENSMUSG00000030357,ENSMUSG00000035960,ENSMUSG00000033845,ENSMUSG00000020372,ENSMUSG00000026385,ENSMUSG00000021486,ENSMUSG00000042541,ENSMUSG00000028729,ENSMUSG00000001707,ENSMUSG00000019494,ENSMUSG00000071172,ENSMUSG00000026374,ENSMUSG00000056629,ENSMUSG00000032301,ENSMUSG00000091537,ENSMUSG00000019579,ENSMUSG00000035215,ENSMUSG00000032966,ENSMUSG00000019370,ENSMUSG00000020265,ENSMUSG00000038900,ENSMUSG00000030417,ENSMUSG00000001416,ENSMUSG00000069744,ENSMUSG00000058267,ENSMUSG00000065990,ENSMUSG00000057278,ENSMUSG00000007656,ENSMUSG00000019782,ENSMUSG00000030189,ENSMUSG00000018583,ENSMUSG00000022698,ENSMUSG00000021024,ENSMUSG00000040385,ENSMUSG00000025613,ENSMUSG00000030751,ENSMUSG00000022193,ENSMUSG00000068882,ENSMUSG00000015937,ENSMUSG00000028741,ENSMUSG00000026234,ENSMUSG00000018446,ENSMUSG00000070319,ENSMUSG00000030057,ENSMUSG00000022769,ENSMUSG00000023944,ENSMUSG00000021040,ENSMUSG00000028798,ENSMUSG00000022234,ENSMUSG00000036112,ENSMUSG00000070348,ENSMUSG00000056612,ENSMUSG00000035385,ENSMUSG00000000184,ENSMUSG00000074656,ENSMUSG00000034024,ENSMUSG00000043866,ENSMUSG00000029304,ENSMUSG00000030654,ENSMUSG00000020857"
"GO:BP","chromosome segregation","GO:0007059","1.1581661910022988e-13","12.936229117070967","329","366","34","21354","ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000029430,ENSMUSG00000020914,ENSMUSG00000028312,ENSMUSG00000028873,ENSMUSG00000034349,ENSMUSG00000026605,ENSMUSG00000031004,ENSMUSG00000024844,ENSMUSG00000027306,ENSMUSG00000006398,ENSMUSG00000023015,ENSMUSG00000032381,ENSMUSG00000041431,ENSMUSG00000038943,ENSMUSG00000028066,ENSMUSG00000005233,ENSMUSG00000024742,ENSMUSG00000027331,ENSMUSG00000045328,ENSMUSG00000003824,ENSMUSG00000024660,ENSMUSG00000020897,ENSMUSG00000075266,ENSMUSG00000035198,ENSMUSG00000030867,ENSMUSG00000029472,ENSMUSG00000004264,ENSMUSG00000066979,ENSMUSG00000022314,ENSMUSG00000025144,ENSMUSG00000022698,ENSMUSG00000015937"
"GO:BP","electron transport chain","GO:0022900","3.9005862577172167e-13","12.408870113651249","137","366","23","21354","ENSMUSG00000019942,ENSMUSG00000041431,ENSMUSG00000000088,ENSMUSG00000063694,ENSMUSG00000029632,ENSMUSG00000020022,ENSMUSG00000059534,ENSMUSG00000044894,ENSMUSG00000032330,ENSMUSG00000031231,ENSMUSG00000061518,ENSMUSG00000020163,ENSMUSG00000022551,ENSMUSG00000023089,ENSMUSG00000025204,ENSMUSG00000014313,ENSMUSG00000028964,ENSMUSG00000041697,ENSMUSG00000071014,ENSMUSG00000021606,ENSMUSG00000026895,ENSMUSG00000021520,ENSMUSG00000022354"
"GO:BP","ribonucleoprotein complex biogenesis","GO:0022613","7.853742621576683e-13","12.104923335286195","419","366","37","21354","ENSMUSG00000029430,ENSMUSG00000002477,ENSMUSG00000007050,ENSMUSG00000036781,ENSMUSG00000090553,ENSMUSG00000044533,ENSMUSG00000027752,ENSMUSG00000027404,ENSMUSG00000025364,ENSMUSG00000031683,ENSMUSG00000001056,ENSMUSG00000032518,ENSMUSG00000027133,ENSMUSG00000047675,ENSMUSG00000040824,ENSMUSG00000056209,ENSMUSG00000020018,ENSMUSG00000067367,ENSMUSG00000029066,ENSMUSG00000078941,ENSMUSG00000020180,ENSMUSG00000063480,ENSMUSG00000057113,ENSMUSG00000025794,ENSMUSG00000071072,ENSMUSG00000027405,ENSMUSG00000026020,ENSMUSG00000028729,ENSMUSG00000038900,ENSMUSG00000057278,ENSMUSG00000028741,ENSMUSG00000026234,ENSMUSG00000018446,ENSMUSG00000070319,ENSMUSG00000023944,ENSMUSG00000028798,ENSMUSG00000074656"
"GO:BP","sister chromatid segregation","GO:0000819","3.2090875256627407e-12","11.493618437658633","184","366","25","21354","ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000029430,ENSMUSG00000020914,ENSMUSG00000028312,ENSMUSG00000028873,ENSMUSG00000034349,ENSMUSG00000027306,ENSMUSG00000006398,ENSMUSG00000023015,ENSMUSG00000041431,ENSMUSG00000038943,ENSMUSG00000024742,ENSMUSG00000027331,ENSMUSG00000045328,ENSMUSG00000024660,ENSMUSG00000020897,ENSMUSG00000035198,ENSMUSG00000030867,ENSMUSG00000029472,ENSMUSG00000004264,ENSMUSG00000066979,ENSMUSG00000022314,ENSMUSG00000022698,ENSMUSG00000015937"
"GO:BP","cell cycle phase transition","GO:0044770","5.1344535724530994e-12","11.289505768833141","420","366","36","21354","ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000028044,ENSMUSG00000019942,ENSMUSG00000028333,ENSMUSG00000032397,ENSMUSG00000026605,ENSMUSG00000032218,ENSMUSG00000036781,ENSMUSG00000041431,ENSMUSG00000027715,ENSMUSG00000006728,ENSMUSG00000029687,ENSMUSG00000045328,ENSMUSG00000028884,ENSMUSG00000020897,ENSMUSG00000030867,ENSMUSG00000062248,ENSMUSG00000060860,ENSMUSG00000028693,ENSMUSG00000029472,ENSMUSG00000028551,ENSMUSG00000004264,ENSMUSG00000057113,ENSMUSG00000001175,ENSMUSG00000066979,ENSMUSG00000096472,ENSMUSG00000022314,ENSMUSG00000035960,ENSMUSG00000019370,ENSMUSG00000007656,ENSMUSG00000015937,ENSMUSG00000035352,ENSMUSG00000070348,ENSMUSG00000000184,ENSMUSG00000043866"
"GO:BP","DNA repair","GO:0006281","5.3811965191507936e-12","11.269121147402617","495","366","39","21354","ENSMUSG00000040204,ENSMUSG00000028312,ENSMUSG00000066551,ENSMUSG00000034349,ENSMUSG00000056394,ENSMUSG00000040681,ENSMUSG00000005410,ENSMUSG00000027342,ENSMUSG00000049932,ENSMUSG00000026355,ENSMUSG00000021377,ENSMUSG00000026434,ENSMUSG00000041859,ENSMUSG00000029730,ENSMUSG00000031821,ENSMUSG00000024742,ENSMUSG00000002870,ENSMUSG00000023104,ENSMUSG00000028884,ENSMUSG00000001228,ENSMUSG00000030346,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000029591,ENSMUSG00000022673,ENSMUSG00000020471,ENSMUSG00000028560,ENSMUSG00000027067,ENSMUSG00000018189,ENSMUSG00000024691,ENSMUSG00000039615,ENSMUSG00000057113,ENSMUSG00000096472,ENSMUSG00000022314,ENSMUSG00000025144,ENSMUSG00000044627,ENSMUSG00000028964,ENSMUSG00000035960,ENSMUSG00000042541"
"GO:BP","nucleic acid metabolic process","GO:0090304","8.092426861799138e-12","11.091921216999296","5003","366","153","21354","ENSMUSG00000040204,ENSMUSG00000037894,ENSMUSG00000054717,ENSMUSG00000017716,ENSMUSG00000028044,ENSMUSG00000020914,ENSMUSG00000003038,ENSMUSG00000028312,ENSMUSG00000037601,ENSMUSG00000002477,ENSMUSG00000066551,ENSMUSG00000034349,ENSMUSG00000032397,ENSMUSG00000020267,ENSMUSG00000056394,ENSMUSG00000040681,ENSMUSG00000005410,ENSMUSG00000026605,ENSMUSG00000007050,ENSMUSG00000042462,ENSMUSG00000027342,ENSMUSG00000025574,ENSMUSG00000049932,ENSMUSG00000024844,ENSMUSG00000026355,ENSMUSG00000019961,ENSMUSG00000021377,ENSMUSG00000026434,ENSMUSG00000028367,ENSMUSG00000041859,ENSMUSG00000091625,ENSMUSG00000006715,ENSMUSG00000041431,ENSMUSG00000027715,ENSMUSG00000090553,ENSMUSG00000071866,ENSMUSG00000028066,ENSMUSG00000029730,ENSMUSG00000031821,ENSMUSG00000005481,ENSMUSG00000020738,ENSMUSG00000064326,ENSMUSG00000024742,ENSMUSG00000002870,ENSMUSG00000027018,ENSMUSG00000029687,ENSMUSG00000023104,ENSMUSG00000028884,ENSMUSG00000009575,ENSMUSG00000025001,ENSMUSG00000027752,ENSMUSG00000020897,ENSMUSG00000001228,ENSMUSG00000030346,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000022360,ENSMUSG00000029591,ENSMUSG00000030867,ENSMUSG00000022673,ENSMUSG00000020471,ENSMUSG00000028560,ENSMUSG00000027404,ENSMUSG00000025364,ENSMUSG00000062248,ENSMUSG00000031353,ENSMUSG00000030512,ENSMUSG00000027067,ENSMUSG00000031683,ENSMUSG00000001056,ENSMUSG00000031848,ENSMUSG00000039640,ENSMUSG00000054766,ENSMUSG00000034192,ENSMUSG00000018189,ENSMUSG00000031167,ENSMUSG00000027133,ENSMUSG00000024067,ENSMUSG00000018293,ENSMUSG00000078348,ENSMUSG00000047675,ENSMUSG00000040824,ENSMUSG00000063524,ENSMUSG00000033020,ENSMUSG00000056209,ENSMUSG00000024691,ENSMUSG00000020018,ENSMUSG00000042079,ENSMUSG00000029836,ENSMUSG00000055839,ENSMUSG00000020358,ENSMUSG00000067367,ENSMUSG00000028639,ENSMUSG00000032026,ENSMUSG00000039615,ENSMUSG00000078941,ENSMUSG00000004897,ENSMUSG00000020180,ENSMUSG00000041126,ENSMUSG00000024925,ENSMUSG00000004264,ENSMUSG00000032171,ENSMUSG00000068039,ENSMUSG00000025134,ENSMUSG00000063480,ENSMUSG00000059005,ENSMUSG00000061613,ENSMUSG00000057113,ENSMUSG00000025794,ENSMUSG00000030793,ENSMUSG00000079658,ENSMUSG00000022338,ENSMUSG00000096472,ENSMUSG00000022314,ENSMUSG00000071072,ENSMUSG00000010376,ENSMUSG00000025144,ENSMUSG00000061360,ENSMUSG00000044627,ENSMUSG00000028964,ENSMUSG00000046434,ENSMUSG00000025980,ENSMUSG00000024097,ENSMUSG00000030007,ENSMUSG00000035960,ENSMUSG00000042541,ENSMUSG00000028729,ENSMUSG00000071172,ENSMUSG00000026374,ENSMUSG00000019579,ENSMUSG00000035215,ENSMUSG00000001416,ENSMUSG00000065990,ENSMUSG00000057278,ENSMUSG00000019782,ENSMUSG00000030189,ENSMUSG00000018583,ENSMUSG00000021024,ENSMUSG00000025613,ENSMUSG00000068882,ENSMUSG00000015937,ENSMUSG00000028741,ENSMUSG00000026234,ENSMUSG00000018446,ENSMUSG00000030057,ENSMUSG00000023944,ENSMUSG00000021040,ENSMUSG00000022234,ENSMUSG00000070348,ENSMUSG00000034024,ENSMUSG00000043866,ENSMUSG00000029304,ENSMUSG00000020857"
"GO:BP","cellular nitrogen compound biosynthetic process","GO:0044271","1.6619004751239332e-11","10.779394988012013","4705","366","146","21354","ENSMUSG00000040204,ENSMUSG00000037894,ENSMUSG00000054717,ENSMUSG00000017716,ENSMUSG00000028044,ENSMUSG00000020914,ENSMUSG00000003038,ENSMUSG00000037601,ENSMUSG00000078812,ENSMUSG00000066551,ENSMUSG00000020649,ENSMUSG00000020267,ENSMUSG00000057666,ENSMUSG00000056394,ENSMUSG00000040681,ENSMUSG00000026605,ENSMUSG00000042462,ENSMUSG00000036781,ENSMUSG00000027342,ENSMUSG00000026281,ENSMUSG00000025574,ENSMUSG00000049932,ENSMUSG00000006057,ENSMUSG00000019961,ENSMUSG00000026434,ENSMUSG00000028367,ENSMUSG00000027203,ENSMUSG00000006715,ENSMUSG00000027715,ENSMUSG00000006728,ENSMUSG00000071866,ENSMUSG00000057388,ENSMUSG00000025747,ENSMUSG00000028066,ENSMUSG00000054428,ENSMUSG00000020738,ENSMUSG00000064326,ENSMUSG00000024841,ENSMUSG00000030978,ENSMUSG00000027018,ENSMUSG00000029687,ENSMUSG00000023104,ENSMUSG00000044533,ENSMUSG00000009575,ENSMUSG00000025001,ENSMUSG00000025403,ENSMUSG00000020897,ENSMUSG00000001228,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000022360,ENSMUSG00000030867,ENSMUSG00000020471,ENSMUSG00000032294,ENSMUSG00000025364,ENSMUSG00000062248,ENSMUSG00000062867,ENSMUSG00000030335,ENSMUSG00000031353,ENSMUSG00000001056,ENSMUSG00000025393,ENSMUSG00000032518,ENSMUSG00000106918,ENSMUSG00000039640,ENSMUSG00000022890,ENSMUSG00000054766,ENSMUSG00000031167,ENSMUSG00000027133,ENSMUSG00000024067,ENSMUSG00000018293,ENSMUSG00000047675,ENSMUSG00000063524,ENSMUSG00000071644,ENSMUSG00000025817,ENSMUSG00000033020,ENSMUSG00000056209,ENSMUSG00000029836,ENSMUSG00000055839,ENSMUSG00000020358,ENSMUSG00000067367,ENSMUSG00000028639,ENSMUSG00000029066,ENSMUSG00000000563,ENSMUSG00000078941,ENSMUSG00000004897,ENSMUSG00000041126,ENSMUSG00000004264,ENSMUSG00000032171,ENSMUSG00000068039,ENSMUSG00000006442,ENSMUSG00000029247,ENSMUSG00000022551,ENSMUSG00000018770,ENSMUSG00000057113,ENSMUSG00000063787,ENSMUSG00000038690,ENSMUSG00000025794,ENSMUSG00000030793,ENSMUSG00000067194,ENSMUSG00000021967,ENSMUSG00000034566,ENSMUSG00000021116,ENSMUSG00000079658,ENSMUSG00000022338,ENSMUSG00000096472,ENSMUSG00000006589,ENSMUSG00000022314,ENSMUSG00000071072,ENSMUSG00000021361,ENSMUSG00000010376,ENSMUSG00000061360,ENSMUSG00000024208,ENSMUSG00000028964,ENSMUSG00000030007,ENSMUSG00000035960,ENSMUSG00000033845,ENSMUSG00000020372,ENSMUSG00000001707,ENSMUSG00000026192,ENSMUSG00000091537,ENSMUSG00000019579,ENSMUSG00000025630,ENSMUSG00000038900,ENSMUSG00000001416,ENSMUSG00000058267,ENSMUSG00000019782,ENSMUSG00000030189,ENSMUSG00000021024,ENSMUSG00000040385,ENSMUSG00000025613,ENSMUSG00000050856,ENSMUSG00000015937,ENSMUSG00000026234,ENSMUSG00000018446,ENSMUSG00000070319,ENSMUSG00000030057,ENSMUSG00000023944,ENSMUSG00000028798,ENSMUSG00000022234,ENSMUSG00000070348,ENSMUSG00000074656,ENSMUSG00000034024,ENSMUSG00000043866,ENSMUSG00000022956,ENSMUSG00000029304,ENSMUSG00000020857"
"GO:BP","DNA conformation change","GO:0071103","2.1190978386002026e-11","10.673848991480204","300","366","30","21354","ENSMUSG00000054717,ENSMUSG00000020914,ENSMUSG00000019942,ENSMUSG00000028312,ENSMUSG00000028333,ENSMUSG00000066551,ENSMUSG00000034349,ENSMUSG00000005410,ENSMUSG00000024844,ENSMUSG00000026355,ENSMUSG00000058799,ENSMUSG00000027306,ENSMUSG00000041859,ENSMUSG00000041431,ENSMUSG00000029730,ENSMUSG00000031821,ENSMUSG00000005470,ENSMUSG00000002870,ENSMUSG00000027018,ENSMUSG00000023104,ENSMUSG00000025001,ENSMUSG00000024660,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000022673,ENSMUSG00000028693,ENSMUSG00000054766,ENSMUSG00000057113,ENSMUSG00000018583,ENSMUSG00000015937"
"GO:BP","mitotic cell cycle phase transition","GO:0044772","3.787791489320014e-11","10.421613936091713","375","366","33","21354","ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000028044,ENSMUSG00000019942,ENSMUSG00000028333,ENSMUSG00000026605,ENSMUSG00000032218,ENSMUSG00000036781,ENSMUSG00000041431,ENSMUSG00000027715,ENSMUSG00000006728,ENSMUSG00000029687,ENSMUSG00000045328,ENSMUSG00000028884,ENSMUSG00000020897,ENSMUSG00000030867,ENSMUSG00000062248,ENSMUSG00000060860,ENSMUSG00000028693,ENSMUSG00000029472,ENSMUSG00000028551,ENSMUSG00000004264,ENSMUSG00000001175,ENSMUSG00000066979,ENSMUSG00000096472,ENSMUSG00000022314,ENSMUSG00000035960,ENSMUSG00000019370,ENSMUSG00000007656,ENSMUSG00000035352,ENSMUSG00000070348,ENSMUSG00000000184,ENSMUSG00000043866"
"GO:BP","nuclear chromosome segregation","GO:0098813","5.678770614372927e-11","10.245745673652173","268","366","28","21354","ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000029430,ENSMUSG00000020914,ENSMUSG00000028312,ENSMUSG00000028873,ENSMUSG00000034349,ENSMUSG00000026605,ENSMUSG00000027306,ENSMUSG00000006398,ENSMUSG00000023015,ENSMUSG00000041431,ENSMUSG00000038943,ENSMUSG00000024742,ENSMUSG00000027331,ENSMUSG00000045328,ENSMUSG00000003824,ENSMUSG00000024660,ENSMUSG00000020897,ENSMUSG00000035198,ENSMUSG00000030867,ENSMUSG00000029472,ENSMUSG00000004264,ENSMUSG00000066979,ENSMUSG00000022314,ENSMUSG00000025144,ENSMUSG00000022698,ENSMUSG00000015937"
"GO:BP","mitochondrial ATP synthesis coupled electron transport","GO:0042775","6.982933258938014e-11","10.155962108812979","57","366","15","21354","ENSMUSG00000019942,ENSMUSG00000041431,ENSMUSG00000000088,ENSMUSG00000063694,ENSMUSG00000020022,ENSMUSG00000059534,ENSMUSG00000044894,ENSMUSG00000022551,ENSMUSG00000025204,ENSMUSG00000028964,ENSMUSG00000071014,ENSMUSG00000021606,ENSMUSG00000026895,ENSMUSG00000021520,ENSMUSG00000022354"
"GO:BP","mitotic sister chromatid segregation","GO:0000070","7.739314479711283e-11","10.111297505836953","156","366","22","21354","ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000029430,ENSMUSG00000028312,ENSMUSG00000028873,ENSMUSG00000034349,ENSMUSG00000027306,ENSMUSG00000006398,ENSMUSG00000023015,ENSMUSG00000041431,ENSMUSG00000038943,ENSMUSG00000027331,ENSMUSG00000045328,ENSMUSG00000024660,ENSMUSG00000020897,ENSMUSG00000035198,ENSMUSG00000030867,ENSMUSG00000029472,ENSMUSG00000066979,ENSMUSG00000022314,ENSMUSG00000022698,ENSMUSG00000015937"
"GO:BP","organonitrogen compound biosynthetic process","GO:1901566","9.213475552103747e-11","10.035576512216794","1573","366","71","21354","ENSMUSG00000037601,ENSMUSG00000078812,ENSMUSG00000057666,ENSMUSG00000036781,ENSMUSG00000026281,ENSMUSG00000006057,ENSMUSG00000053398,ENSMUSG00000027203,ENSMUSG00000006728,ENSMUSG00000057388,ENSMUSG00000025747,ENSMUSG00000054428,ENSMUSG00000024640,ENSMUSG00000024841,ENSMUSG00000044533,ENSMUSG00000025403,ENSMUSG00000032294,ENSMUSG00000025364,ENSMUSG00000062867,ENSMUSG00000030335,ENSMUSG00000025393,ENSMUSG00000032518,ENSMUSG00000106918,ENSMUSG00000039640,ENSMUSG00000022890,ENSMUSG00000031167,ENSMUSG00000047675,ENSMUSG00000071644,ENSMUSG00000028639,ENSMUSG00000029066,ENSMUSG00000042747,ENSMUSG00000000563,ENSMUSG00000078941,ENSMUSG00000006442,ENSMUSG00000029247,ENSMUSG00000022551,ENSMUSG00000018770,ENSMUSG00000109324,ENSMUSG00000057113,ENSMUSG00000063787,ENSMUSG00000038690,ENSMUSG00000025794,ENSMUSG00000067194,ENSMUSG00000021967,ENSMUSG00000034566,ENSMUSG00000021116,ENSMUSG00000006589,ENSMUSG00000021361,ENSMUSG00000024208,ENSMUSG00000028964,ENSMUSG00000033845,ENSMUSG00000020372,ENSMUSG00000026385,ENSMUSG00000001707,ENSMUSG00000026192,ENSMUSG00000091537,ENSMUSG00000025630,ENSMUSG00000027199,ENSMUSG00000038900,ENSMUSG00000058267,ENSMUSG00000019782,ENSMUSG00000040385,ENSMUSG00000050856,ENSMUSG00000026234,ENSMUSG00000070319,ENSMUSG00000030057,ENSMUSG00000022769,ENSMUSG00000028798,ENSMUSG00000074656,ENSMUSG00000022956,ENSMUSG00000020857"
"GO:BP","regulation of cell cycle","GO:0051726","1.1755985512825917e-10","9.929740957790276","992","366","54","21354","ENSMUSG00000040204,ENSMUSG00000017716,ENSMUSG00000001403,ENSMUSG00000028044,ENSMUSG00000005732,ENSMUSG00000020914,ENSMUSG00000019942,ENSMUSG00000028333,ENSMUSG00000066551,ENSMUSG00000032397,ENSMUSG00000033307,ENSMUSG00000026605,ENSMUSG00000031004,ENSMUSG00000032218,ENSMUSG00000036781,ENSMUSG00000027306,ENSMUSG00000006398,ENSMUSG00000006715,ENSMUSG00000023015,ENSMUSG00000041431,ENSMUSG00000027715,ENSMUSG00000006728,ENSMUSG00000038943,ENSMUSG00000027469,ENSMUSG00000024742,ENSMUSG00000027331,ENSMUSG00000029687,ENSMUSG00000045328,ENSMUSG00000028884,ENSMUSG00000037628,ENSMUSG00000024660,ENSMUSG00000020897,ENSMUSG00000030346,ENSMUSG00000035198,ENSMUSG00000030867,ENSMUSG00000062248,ENSMUSG00000029472,ENSMUSG00000028551,ENSMUSG00000004264,ENSMUSG00000032171,ENSMUSG00000057113,ENSMUSG00000001175,ENSMUSG00000066979,ENSMUSG00000096472,ENSMUSG00000022314,ENSMUSG00000035960,ENSMUSG00000020372,ENSMUSG00000019370,ENSMUSG00000033751,ENSMUSG00000015937,ENSMUSG00000023944,ENSMUSG00000035352,ENSMUSG00000070348,ENSMUSG00000000184"
