"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
4.16919873846888e-52	0.274853584625332	0.995	0.961	1.38321506546182e-47	"V-Endothelial"	"Rps7"
7.44090635245018e-52	0.276845706163824	0.811	0.518	2.4686695005524e-47	"V-Endothelial"	"Fli1"
4.68268040752124e-50	0.320616481259188	0.732	0.457	1.55357287880332e-45	"V-Endothelial"	"Ddit4"
3.20161522168263e-49	0.348511458568971	0.687	0.409	1.06219988209765e-44	"V-Endothelial"	"Phlda1"
1.88271335025907e-48	0.256551607324824	1	0.972	6.24627808215453e-44	"V-Endothelial"	"Rps15"
4.7970566594329e-48	0.286765527654024	0.999	0.977	1.59151948790005e-43	"V-Endothelial"	"Rpl32"
5.18110702080843e-48	0.303227810309999	0.554	0.294	1.71893587629361e-43	"V-Endothelial"	"Rnd1"
1.03983270473288e-47	0.283564218515069	1	0.978	3.44985296449227e-43	"V-Endothelial"	"Rps18"
4.57799566520923e-47	0.323802548982215	0.993	0.957	1.51884162184647e-42	"V-Endothelial"	"Rplp0"
4.616171382513e-45	0.263231112071269	0.718	0.435	1.53150717957634e-40	"V-Endothelial"	"Cp"
1.00493480394134e-44	0.341903461196382	0.965	0.868	3.3340721990362e-40	"V-Endothelial"	"Junb"
2.94200674093488e-43	0.383355010424438	0.371	0.177	9.76069576439964e-39	"V-Endothelial"	"Gm12216"
3.3654589115822e-43	0.353869717685077	0.8	0.56	1.11655830309563e-38	"V-Endothelial"	"Egr1"
1.67330014650794e-42	0.250670504261338	0.477	0.253	5.55150789606938e-38	"V-Endothelial"	"Clint1"
2.74865465793247e-42	0.277767558716623	0.981	0.897	9.11921155862254e-38	"V-Endothelial"	"Rpsa"
4.76983300867583e-42	0.29272290941795	0.987	0.912	1.58248749728838e-37	"V-Endothelial"	"Rpl36a"
1.91519710179931e-41	0.271022370682847	1	0.988	6.35404942463956e-37	"V-Endothelial"	"Rps14"
6.72883923997776e-41	0.265662454060098	0.845	0.578	2.23242699464742e-36	"V-Endothelial"	"Ecscr"
1.56088284938684e-40	0.265172977259133	0.523	0.294	5.17854102941071e-36	"V-Endothelial"	"Serpinb9"
4.01577180950937e-40	0.267021585247621	0.845	0.604	1.33231261324092e-35	"V-Endothelial"	"Csrp2"
9.10265137664875e-40	0.313546688554782	0.994	0.96	3.01998664723076e-35	"V-Endothelial"	"Rps11"
1.73932802925127e-38	0.292821156655672	0.669	0.432	5.77056860264692e-34	"V-Endothelial"	"Hif1a"
2.29131392753901e-38	0.30779653124412	0.919	0.707	7.60189221739618e-34	"V-Endothelial"	"Ptprb"
2.07395809639826e-36	0.273913381669951	0.999	0.96	6.8807707764205e-32	"V-Endothelial"	"Rpl10"
3.01744470242456e-36	0.341320997134491	0.854	0.675	1.0010976289234e-31	"V-Endothelial"	"Zfp36"
4.73709685475552e-35	0.267980375773469	0.996	0.953	1.57162662350224e-30	"V-Endothelial"	"Rps2"
1.07461550864728e-33	0.274991371263675	0.323	0.161	3.56525187303907e-29	"V-Endothelial"	"Cxcl2"
4.18377235112037e-31	0.267914129600918	0.742	0.52	1.3880501529312e-26	"V-Endothelial"	"Tacc1"
2.54047963316267e-28	0.250141217046497	0.999	0.972	8.4285492789438e-24	"V-Endothelial"	"Rps5"
4.03731379295796e-27	0.283663089093809	0.999	0.983	1.33945959708966e-22	"V-Endothelial"	"Rpl18a"
7.40735393148461e-26	0.258509484824553	0.939	0.782	2.45753781384865e-21	"V-Endothelial"	"Ier2"
7.3576486029975e-24	0.256551353476099	0.676	0.472	2.44104707701648e-19	"V-Endothelial"	"Dnajb1"
9.70596038958822e-16	0.445567141186118	0.389	0.282	3.22014647845368e-11	"V-Endothelial"	"Apcdd1"
1.04350312970475e-13	0.517228528522757	0.884	0.77	3.46203033342145e-09	"V-Endothelial"	"Mt2"
1.20069731988089e-12	0.271925130066432	0.961	0.898	3.98355349816882e-08	"V-Endothelial"	"Ifitm2"
2.09766688973762e-08	0.383560616724584	0.961	0.915	0.00069594294400825	"V-Endothelial"	"Mt1"
0	1.96299035112101	0.566	0.04	0	"Tip Cell"	"Apln"
0	1.85929755235643	0.73	0.116	0	"Tip Cell"	"AA467197"
0	1.79866129890564	0.402	0.059	0	"Tip Cell"	"Pgf"
0	1.67600515320603	0.78	0.195	0	"Tip Cell"	"Emp1"
0	1.56866894415653	0.866	0.584	0	"Tip Cell"	"Akap12"
0	1.55062418213846	0.833	0.214	0	"Tip Cell"	"Tubb6"
0	1.5317329963857	0.845	0.456	0	"Tip Cell"	"Hbegf"
0	1.49490359484904	0.992	0.836	0	"Tip Cell"	"Ctla2a"
0	1.44180201434227	0.849	0.374	0	"Tip Cell"	"Plaur"
0	1.38181781408171	0.985	0.837	0	"Tip Cell"	"Fkbp1a"
0	1.36678321844208	0.986	0.832	0	"Tip Cell"	"Tm4sf1"
0	1.36348322779716	0.497	0.158	0	"Tip Cell"	"Adm"
0	1.26355243623755	0.555	0.131	0	"Tip Cell"	"Angpt2"
0	1.20611768557719	0.958	0.716	0	"Tip Cell"	"Anxa2"
0	1.11250797574854	0.786	0.322	0	"Tip Cell"	"Ercc1"
0	1.10614556753527	0.635	0.191	0	"Tip Cell"	"Procr"
0	1.09521668600809	0.551	0.184	0	"Tip Cell"	"Errfi1"
0	1.07614590980268	0.728	0.233	0	"Tip Cell"	"Adamts9"
0	1.07020376766515	0.972	0.81	0	"Tip Cell"	"Gapdh"
0	1.04814739723562	0.659	0.155	0	"Tip Cell"	"Tuba1c"
0	1.03720890288603	0.999	0.967	0	"Tip Cell"	"Actg1"
0	1.00354530081357	0.954	0.714	0	"Tip Cell"	"Msn"
0	0.973010570500232	0.779	0.349	0	"Tip Cell"	"Tnfrsf12a"
0	0.918951777556302	0.959	0.757	0	"Tip Cell"	"Rhoc"
0	0.917330412626651	0.525	0.063	0	"Tip Cell"	"Chst1"
0	0.91677902456333	0.56	0.099	0	"Tip Cell"	"Upp1"
0	0.885473811434154	0.917	0.649	0	"Tip Cell"	"Cd93"
0	0.875842085850262	0.528	0.137	0	"Tip Cell"	"Lrrc32"
0	0.850783464945127	0.982	0.868	0	"Tip Cell"	"Tpm4"
0	0.849436792114344	0.92	0.654	0	"Tip Cell"	"Col4a2"
0	0.847613014538059	0.825	0.374	0	"Tip Cell"	"Litaf"
0	0.846345976785623	0.925	0.686	0	"Tip Cell"	"Col4a1"
0	0.833155426705772	0.684	0.245	0	"Tip Cell"	"Rnd1"
0	0.818584753015168	0.995	0.949	0	"Tip Cell"	"Rps2"
0	0.813171499977747	0.975	0.803	0	"Tip Cell"	"Clic1"
0	0.796346549036268	0.875	0.547	0	"Tip Cell"	"Ecscr"
0	0.76510101956107	0.881	0.598	0	"Tip Cell"	"Actr3"
0	0.755523684524695	0.946	0.719	0	"Tip Cell"	"Cdh5"
0	0.753855876455329	0.952	0.743	0	"Tip Cell"	"S100a11"
0	0.748877195500494	0.438	0.096	0	"Tip Cell"	"Adamts4"
0	0.695961122682871	0.957	0.795	0	"Tip Cell"	"Tpm3"
0	0.681187182728276	0.773	0.408	0	"Tip Cell"	"Ralb"
0	0.673405015293651	0.476	0.111	0	"Tip Cell"	"Pdlim1"
0	0.638263448924236	0.466	0.108	0	"Tip Cell"	"Glipr2"
0	0.557688995260847	0.397	0.085	0	"Tip Cell"	"Dbn1"
0	0.545769827507998	0.347	0.043	0	"Tip Cell"	"Fosl1"
0	0.517504638679878	0.309	0.048	0	"Tip Cell"	"Irx3"
0	0.443993617314741	0.998	0.986	0	"Tip Cell"	"Eef1a1"
5.51599436490493e-306	0.447357430543783	1	0.999	1.83004145044451e-301	"Tip Cell"	"Tmsb4x"
1.76407445862011e-303	0.531588335499124	0.441	0.119	5.85266983136392e-299	"Tip Cell"	"Synpo"
5.66988671743892e-302	0.930411041341385	0.693	0.324	1.88109831624471e-297	"Tip Cell"	"Ccnd1"
4.25152178857699e-299	0.497940954866544	0.214	0.022	1.41052738379619e-294	"Tip Cell"	"Kit"
2.07614900369444e-294	0.48900282063673	0.349	0.073	6.88803954955703e-290	"Tip Cell"	"Ptpre"
6.2568550298707e-293	0.642513828368487	0.959	0.758	2.0758367932602e-288	"Tip Cell"	"Pecam1"
3.91530450368735e-290	0.697905114456661	0.508	0.163	1.29898057518835e-285	"Tip Cell"	"2200002D01Rik"
9.28069576108507e-290	0.330418544249957	0.256	0.036	3.07905643265519e-285	"Tip Cell"	"Hmga1"
4.70945071362362e-288	0.997359950390707	0.607	0.253	1.56245446325891e-283	"Tip Cell"	"Odc1"
4.17682915668799e-282	0.703384416040385	0.821	0.485	1.38574660931437e-277	"Tip Cell"	"Lmna"
4.96595359427943e-282	0.559806080410694	0.971	0.854	1.64755442397409e-277	"Tip Cell"	"Arpc1b"
5.07870256155107e-281	0.652994393959785	0.721	0.341	1.6849611488458e-276	"Tip Cell"	"Gngt2"
1.94047251332653e-278	0.664430991070608	0.692	0.322	6.43790565746343e-274	"Tip Cell"	"Eif4ebp1"
3.16818779089674e-273	0.662133645163525	0.984	0.908	1.05110966338581e-268	"Tip Cell"	"Vim"
2.55835831333393e-272	0.618518516417264	0.674	0.308	8.48786537614798e-268	"Tip Cell"	"Crlf2"
7.29771189649463e-266	0.703495228988951	0.593	0.249	2.42116187590002e-261	"Tip Cell"	"Map1b"
4.75760164268835e-264	0.437529323699817	0.326	0.07	1.57842949699471e-259	"Tip Cell"	"Mthfd2"
3.75018837351174e-261	0.512833866474672	0.954	0.815	1.24419999667999e-256	"Tip Cell"	"Arpc2"
5.20278651498453e-260	0.76955953195636	0.713	0.377	1.72612848207642e-255	"Tip Cell"	"Actn1"
1.78708642317748e-247	0.720976946536608	1	0.994	5.92901662617593e-243	"Tip Cell"	"Actb"
6.08072086525769e-247	0.660996073705908	0.943	0.807	2.01740076146654e-242	"Tip Cell"	"Pkm"
1.58239451631903e-245	0.602143668481236	0.93	0.753	5.24991028679164e-241	"Tip Cell"	"Eif4a1"
4.06808422863696e-241	0.611041781930909	0.779	0.465	1.34966830453489e-236	"Tip Cell"	"Vasp"
7.92670272136565e-241	0.658784311047216	0.712	0.376	2.62984216186748e-236	"Tip Cell"	"Vmp1"
3.0888240229423e-240	0.682776222425462	0.717	0.4	1.02477914609157e-235	"Tip Cell"	"Flnb"
1.6247317680013e-237	0.749102635864472	0.578	0.249	5.3903725866979e-233	"Tip Cell"	"Hilpda"
8.7765537586525e-237	0.566105859019977	0.639	0.296	2.91179724050814e-232	"Tip Cell"	"Pdlim7"
1.23575263727614e-236	0.469124418426644	0.991	0.954	4.09985652469106e-232	"Tip Cell"	"Rplp0"
5.03251175201189e-236	1.01555132625737	0.603	0.248	1.66963642396499e-231	"Tip Cell"	"Lcn2"
6.9645188836017e-234	0.595408228580195	0.441	0.145	2.31061843001254e-229	"Tip Cell"	"Vsig2"
9.27295502752199e-233	0.471156443390581	0.924	0.732	3.07648828948097e-228	"Tip Cell"	"Serpinh1"
2.0884533292142e-227	0.442538181315637	0.968	0.897	6.92886161033395e-223	"Tip Cell"	"Rpl7a"
3.80615335743568e-225	0.607232364934953	0.619	0.296	1.26276749939644e-220	"Tip Cell"	"Nus1"
1.36707686462411e-224	0.494541334631415	0.932	0.765	4.5355509137634e-220	"Tip Cell"	"Sdcbp"
3.4099008316446e-223	0.470341408526273	0.987	0.942	1.13130279891473e-218	"Tip Cell"	"Myl12a"
2.38607850345137e-222	0.61557986263729	0.241	0.044	7.91629265090061e-218	"Tip Cell"	"Trp53i11"
1.4762452151612e-220	0.562681657784447	0.622	0.293	4.89773875034032e-216	"Tip Cell"	"Carhsp1"
9.50561859743924e-220	0.554238109513534	0.546	0.215	3.15367908207242e-215	"Tip Cell"	"S100a6"
1.95700362106181e-219	0.483457725253646	0.458	0.164	6.49275091359677e-215	"Tip Cell"	"Chd7"
8.35752814194278e-219	0.434816414178637	0.991	0.958	2.77277711165236e-214	"Tip Cell"	"Rpl10"
3.95773842502212e-218	0.508598615436533	0.533	0.219	1.31305887726959e-213	"Tip Cell"	"Pvr"
4.85019259037035e-217	0.323809731870544	0.229	0.04	1.60914839570717e-212	"Tip Cell"	"Sphk1"
1.13081907666786e-216	0.559498188549551	0.93	0.756	3.75171845066096e-212	"Tip Cell"	"Tubb5"
6.36626465357869e-216	0.690323365300364	0.829	0.579	2.1121356241178e-211	"Tip Cell"	"Cavin3"
7.7808125993365e-216	0.426522672513873	0.297	0.07	2.58144019608187e-211	"Tip Cell"	"Tnfrsf23"
2.47137886322547e-209	0.547005638104577	0.425	0.148	8.19929365452313e-205	"Tip Cell"	"Nav2"
1.23270160980495e-207	0.595271318296956	0.961	0.852	4.08973413084989e-203	"Tip Cell"	"Pfn1"
1.1654495857235e-206	0.514019522402107	0.87	0.635	3.86661209055485e-202	"Tip Cell"	"Cnn3"
6.57579728442923e-205	0.594613968109967	0.847	0.615	2.18165226505508e-200	"Tip Cell"	"Atf4"
6.86631167230958e-205	0.585974316630226	0.693	0.387	2.27803622352215e-200	"Tip Cell"	"Ehd4"
4.37403027796149e-203	0.503801271179989	0.441	0.162	1.45117202531928e-198	"Tip Cell"	"Mapk6"
5.80101659609619e-202	0.631531703878098	0.364	0.115	1.92460327608683e-197	"Tip Cell"	"Spry4"
6.5885155889719e-200	0.457990435750474	0.468	0.178	2.18587181695321e-195	"Tip Cell"	"Bcl6b"
1.10904767520095e-199	0.451320201180467	0.479	0.19	3.6794874720142e-195	"Tip Cell"	"Ubtd1"
1.33317587890276e-196	0.47501657061309	0.541	0.235	4.42307761343569e-192	"Tip Cell"	"Ehd1"
1.20772178790227e-192	0.37344825556706	0.988	0.941	4.00685857572337e-188	"Tip Cell"	"Cfl1"
2.60048071172514e-191	0.512066929635653	0.532	0.233	8.62761485729051e-187	"Tip Cell"	"Pxdc1"
3.02316298228164e-190	0.570837848667504	0.91	0.657	1.00299478263158e-185	"Tip Cell"	"Tmem252"
7.86473184985437e-190	0.691439128564521	0.53	0.245	2.60928208582618e-185	"Tip Cell"	"Plpp3"
8.61466142544734e-190	0.620064559961997	0.93	0.775	2.85808622112066e-185	"Tip Cell"	"Clic4"
3.79785316471403e-189	0.496808070776885	0.948	0.831	1.26001374445717e-184	"Tip Cell"	"Rpl12"
7.82947523428377e-187	0.323576793218652	0.253	0.057	2.59758499847833e-182	"Tip Cell"	"Hid1"
3.61835015428393e-184	0.471833304572014	0.974	0.89	1.20046003068678e-179	"Tip Cell"	"Rpsa"
1.21374714423529e-183	0.500297438998375	0.741	0.454	4.02684890042941e-179	"Tip Cell"	"Wdr1"
2.68335579897802e-183	0.621313648080781	0.831	0.595	8.90256953426937e-179	"Tip Cell"	"Rasip1"
2.31145475422573e-182	0.651021578261112	0.572	0.25	7.66871343809471e-178	"Tip Cell"	"Ch25h"
2.68910058510607e-181	0.725649746324888	0.836	0.65	8.92162901120642e-177	"Tip Cell"	"Prnp"
1.35269441951505e-180	0.410058340233667	0.386	0.136	4.4878342756251e-176	"Tip Cell"	"Epha2"
2.10057530873464e-180	0.3813206334972	0.43	0.163	6.9690787017889e-176	"Tip Cell"	"Ino80c"
1.57414394425304e-178	0.534119257926107	0.749	0.484	5.22253736384832e-174	"Tip Cell"	"Eif6"
4.08684928979832e-178	0.682151471756854	0.775	0.545	1.35589398887639e-173	"Tip Cell"	"Rtn4"
1.58147153620459e-175	0.378085432109223	0.964	0.868	5.24684811566596e-171	"Tip Cell"	"Arpc3"
1.583484844425e-175	0.463085923264538	0.437	0.172	5.25352766834881e-171	"Tip Cell"	"Trib1"
5.36043217608147e-175	0.472451508739471	0.605	0.302	1.77843058305855e-170	"Tip Cell"	"N4bp3"
4.09603635207664e-174	0.460566587687217	0.507	0.226	1.35894198052847e-169	"Tip Cell"	"Uchl3"
8.1628459763786e-173	0.517789052394079	0.435	0.172	2.70818740958313e-168	"Tip Cell"	"Pde4b"
5.08738380578684e-172	0.410490677257677	0.486	0.203	1.6878413252459e-167	"Tip Cell"	"Mall"
4.64343178936611e-171	0.615626673731657	0.866	0.693	1.540551364758e-166	"Tip Cell"	"Tinagl1"
8.71085050468268e-171	0.420611588319673	0.996	0.975	2.88999887193857e-166	"Tip Cell"	"Rpl32"
1.41568898525752e-169	0.335091692456008	0.391	0.137	4.69683134638887e-165	"Tip Cell"	"Abi3"
5.63567638033286e-169	0.447725182722123	0.888	0.704	1.86974835270303e-164	"Tip Cell"	"Ran"
1.25812530802659e-168	0.777020962730215	0.906	0.755	4.17408233443982e-164	"Tip Cell"	"Mt2"
2.42369744455996e-168	0.469464372617496	0.828	0.593	8.04110101181658e-164	"Tip Cell"	"Anxa7"
1.77824794799692e-166	0.603540172993386	0.648	0.376	5.89969321706937e-162	"Tip Cell"	"Pdlim5"
3.81921851124187e-166	0.430185526479324	0.961	0.844	1.26710212547472e-161	"Tip Cell"	"Fxyd5"
1.15885370591678e-165	0.410622585255427	0.928	0.795	3.84472894012012e-161	"Tip Cell"	"Rbm3"
5.14624041965202e-165	0.543642662089675	0.433	0.175	1.70736818402795e-160	"Tip Cell"	"Ramp3"
2.26731959082381e-164	0.668577161651214	0.6	0.314	7.52228620647617e-160	"Tip Cell"	"Angptl4"
2.41931107137426e-164	0.518068307297245	0.868	0.683	8.02654834149838e-160	"Tip Cell"	"Itgb1"
1.16928103928799e-163	0.680011767312174	0.703	0.421	3.87932370404577e-159	"Tip Cell"	"Ifrd1"
3.96971361909251e-163	0.572310016022661	0.511	0.243	1.31703188740632e-158	"Tip Cell"	"Maff"
5.44589934550633e-162	0.362919927896252	0.334	0.111	1.80678602585863e-157	"Tip Cell"	"Itga5"
1.82713163005927e-161	0.498643987652934	0.939	0.802	6.06187460904763e-157	"Tip Cell"	"Aldoa"
1.0853480073398e-160	0.527777031870416	0.747	0.484	3.60085908395126e-156	"Tip Cell"	"Capg"
5.81974645773271e-157	0.292802887279735	0.997	0.988	1.93081728228198e-152	"Tip Cell"	"Myl6"
1.22042810708464e-153	0.492731963792177	0.433	0.186	4.04901433087472e-149	"Tip Cell"	"Rars"
2.82885096212658e-153	0.297955901790118	0.246	0.064	9.38527883704737e-149	"Tip Cell"	"Irf8"
3.87442712433352e-150	0.341088820336996	0.219	0.054	1.28541868704013e-145	"Tip Cell"	"Dusp5"
1.65329413674104e-148	0.517664727474854	0.572	0.312	5.48513395746576e-144	"Tip Cell"	"Tgfa"
5.21526497972257e-148	0.657036715796578	0.315	0.106	1.73026846232256e-143	"Tip Cell"	"Stc1"
5.96135393857246e-148	0.395158146662826	0.518	0.249	1.97779839620019e-143	"Tip Cell"	"Ddx39"
2.06792131499947e-147	0.339390341314969	0.333	0.115	6.86074254677375e-143	"Tip Cell"	"Asns"
9.7274252399692e-145	0.528352296402113	0.687	0.422	3.22726787186458e-140	"Tip Cell"	"Gja1"
1.19286418743384e-144	0.35941802303138	0.309	0.104	3.95756551464925e-140	"Tip Cell"	"Itga3"
9.03601137564079e-144	0.41332877344159	0.841	0.631	2.99787749409634e-139	"Tip Cell"	"Pkig"
1.35510220165602e-141	0.359344416240037	0.404	0.169	4.49582257443419e-137	"Tip Cell"	"Pgs1"
1.28401749642522e-138	0.521119910143425	0.692	0.433	4.25998484788996e-134	"Tip Cell"	"Plin2"
3.97986433521872e-138	0.959458111015185	0.774	0.567	1.32039959049552e-133	"Tip Cell"	"Ccn1"
1.15894116767434e-136	0.533002922003668	0.644	0.388	3.84501911199316e-132	"Tip Cell"	"Rell1"
1.48446341837685e-136	0.305913246621131	0.995	0.971	4.92500428314887e-132	"Tip Cell"	"Rpl6"
2.32833624985181e-136	0.388046109144817	0.907	0.771	7.72472117613336e-132	"Tip Cell"	"Rpl36al"
1.46864060405957e-134	0.330274456012094	0.995	0.98	4.87250893208845e-130	"Tip Cell"	"Rplp1"
1.85934447574944e-134	0.383701696306938	0.519	0.256	6.16874716719391e-130	"Tip Cell"	"Aig1"
2.31437977076663e-134	0.262410684336355	0.222	0.06	7.67841776547244e-130	"Tip Cell"	"Plekho2"
1.27811794675346e-133	0.411214069496186	0.641	0.38	4.24041191194395e-129	"Tip Cell"	"Hspg2"
3.05374278602585e-133	0.455763724745142	0.617	0.361	1.0131402441198e-128	"Tip Cell"	"Fez2"
1.04018097137368e-132	0.408416856800292	0.516	0.266	3.45100840872647e-128	"Tip Cell"	"Wsb2"
1.03692749407462e-131	0.304084212838021	0.992	0.975	3.44021434709138e-127	"Tip Cell"	"Rps6"
8.13269917243449e-131	0.397244569057444	0.977	0.921	2.69818560443859e-126	"Tip Cell"	"Rpl15"
4.41933521107162e-130	0.294024611269349	0.247	0.075	1.46620284297723e-125	"Tip Cell"	"Spsb1"
4.51238969275139e-130	0.312986896691505	0.399	0.162	1.49707552836413e-125	"Tip Cell"	"Mcam"
1.59476747832307e-129	0.453371502010229	0.646	0.402	5.29096006283246e-125	"Tip Cell"	"Rai14"
1.07104929374374e-128	0.409241872048556	0.505	0.26	3.5534202418536e-124	"Tip Cell"	"Ppp1r14b"
2.64717682175428e-128	0.39520117957177	0.591	0.326	8.78253854153418e-124	"Tip Cell"	"Fam43a"
5.74985536185921e-128	0.272779338254407	0.215	0.058	1.90762951340403e-123	"Tip Cell"	"Gprc5b"
2.68522707294654e-127	0.364415561923207	0.413	0.184	8.90877785991472e-123	"Tip Cell"	"Cdc42ep2"
3.06940799330023e-127	0.385337656081134	0.888	0.725	1.01833748993722e-122	"Tip Cell"	"Eif2s2"
1.41657061996105e-126	0.353507633378985	0.474	0.232	4.69975634584478e-122	"Tip Cell"	"Ppp1r18"
8.54485420242846e-126	0.346841113687632	0.354	0.141	2.83492627873969e-121	"Tip Cell"	"Pgm2l1"
7.83765955939191e-125	0.317108960983244	0.372	0.154	2.60030031201945e-120	"Tip Cell"	"Ctps"
1.48287944511475e-124	0.561674978339799	0.833	0.612	4.9197491350572e-120	"Tip Cell"	"Adamts1"
4.43527629080148e-124	0.442987092904572	0.915	0.722	1.47149161499921e-119	"Tip Cell"	"S1pr1"
9.25742900866715e-124	0.313600769847188	0.992	0.957	3.0713372222055e-119	"Tip Cell"	"Rps11"
1.16685090719526e-123	0.391658835611998	0.563	0.311	3.87126125480172e-119	"Tip Cell"	"Fbl"
1.20746555475381e-123	0.664031200914962	0.256	0.083	4.00600847100673e-119	"Tip Cell"	"Serpine1"
6.66663372989442e-123	0.345955975749429	0.433	0.196	2.21178907256707e-118	"Tip Cell"	"Il4ra"
8.1352598154818e-123	0.422767927980361	0.722	0.487	2.6990351489824e-118	"Tip Cell"	"Rassf1"
1.33573358602361e-122	0.364210461103086	0.996	0.977	4.43156331835053e-118	"Tip Cell"	"Rps18"
6.63517810584711e-121	0.385965611800515	0.656	0.403	2.2013530401769e-116	"Tip Cell"	"S100a10"
7.72089039600056e-121	0.347381944936752	0.433	0.204	2.56155980668111e-116	"Tip Cell"	"Pgm2"
4.86420859438818e-120	0.32232954045668	0.414	0.185	1.61379848536017e-115	"Tip Cell"	"Sema6d"
5.36002620404013e-119	0.369453824574866	0.536	0.285	1.77829589371439e-114	"Tip Cell"	"Nhp2"
1.16724857034212e-118	0.404418419592444	0.521	0.285	3.87258058182404e-114	"Tip Cell"	"Galnt1"
1.82263746164065e-118	0.95417209780374	0.835	0.702	6.04696430648518e-114	"Tip Cell"	"Plat"
8.36399672073201e-118	0.327397586714006	0.453	0.216	2.77492319203726e-113	"Tip Cell"	"Plp2"
3.03741290274491e-117	0.326461289665669	0.46	0.225	1.00772247874368e-112	"Tip Cell"	"Plscr3"
3.20874824557432e-116	0.373893113844349	0.729	0.49	1.06456640543419e-111	"Tip Cell"	"Card19"
4.64849803620747e-116	0.38924560015727	0.803	0.612	1.54223219347255e-111	"Tip Cell"	"Ranbp1"
5.26239912830908e-116	0.406302420745055	0.466	0.237	1.7459061587991e-111	"Tip Cell"	"Hk1"
8.25569853323678e-116	0.608110152649601	0.544	0.331	2.73899310237197e-111	"Tip Cell"	"Pgk1"
9.99375601735727e-115	0.354426445967774	0.48	0.242	3.31562843387862e-110	"Tip Cell"	"Nucb2"
1.37363021884642e-113	0.340654664528967	0.249	0.083	4.55729297706677e-109	"Tip Cell"	"Cd82"
2.15637847389509e-113	0.472203893817172	0.659	0.435	7.15421686284173e-109	"Tip Cell"	"Csrp1"
6.43078846723842e-113	0.445495596734574	0.703	0.474	2.13354268977569e-108	"Tip Cell"	"Nos3"
1.46727222952844e-112	0.424866441873999	0.49	0.263	4.86796907590652e-108	"Tip Cell"	"Tjp2"
5.6551174059781e-112	0.409589091132142	0.617	0.379	1.87619830178136e-107	"Tip Cell"	"Lrrc8c"
2.7779350611088e-111	0.355264951124419	0.613	0.368	9.21635515224065e-107	"Tip Cell"	"Triobp"
2.83178366480413e-111	0.354859534169128	0.514	0.278	9.39500866472066e-107	"Tip Cell"	"Tmbim1"
7.23358605274251e-111	0.293264310789772	0.426	0.199	2.39988684471838e-106	"Tip Cell"	"Pisd"
4.25158412781853e-110	0.343612655297315	0.502	0.267	1.41054806608635e-105	"Tip Cell"	"Ddx21"
6.29574739708e-110	0.345561510081528	0.495	0.26	2.08874011392923e-105	"Tip Cell"	"Gar1"
6.93343464460019e-110	0.389814188333111	0.832	0.65	2.30030561203901e-105	"Tip Cell"	"Ywhah"
1.19543519430901e-109	0.409834566938753	0.558	0.323	3.966095344159e-105	"Tip Cell"	"Ddah1"
2.27812321629595e-109	0.275077978185251	0.948	0.875	7.55812939470506e-105	"Tip Cell"	"Cdc42"
3.75485932663335e-109	0.318911908080047	0.401	0.187	1.24574967879715e-104	"Tip Cell"	"Sh3bp5"
4.1259564489829e-109	0.32619089644634	0.898	0.742	1.36886857107906e-104	"Tip Cell"	"Arhgdia"
6.4501346275608e-109	0.321971166444884	0.491	0.257	2.13996116538585e-104	"Tip Cell"	"Snhg6"
7.16249519538309e-109	0.323457420248003	0.571	0.324	2.37630103097225e-104	"Tip Cell"	"Map2k3"
2.36593958098825e-108	0.426345999358863	0.673	0.451	7.84947774784473e-104	"Tip Cell"	"Plec"
1.50728788825633e-107	0.256494348555954	0.292	0.112	5.00072902686802e-103	"Tip Cell"	"Nfkb2"
1.0788353152669e-104	0.337560115549314	0.927	0.824	3.57925192546099e-100	"Tip Cell"	"Eef1g"
1.12367853392916e-104	0.482774438360758	0.785	0.581	3.72802827201677e-100	"Tip Cell"	"Myh9"
7.15805645003348e-104	0.364099120936455	0.793	0.591	2.37482838842761e-99	"Tip Cell"	"Cycs"
1.05182087720548e-103	0.467686967512718	0.76	0.536	3.48962612430463e-99	"Tip Cell"	"Cdc42ep3"
1.15038451565552e-103	0.28683808292604	0.445	0.224	3.81663070759032e-99	"Tip Cell"	"Ppa1"
1.82933679520223e-103	0.403641966640967	0.635	0.406	6.06919068544245e-99	"Tip Cell"	"Swap70"
2.25067065193848e-103	0.430680450356046	0.828	0.635	7.46705002193629e-99	"Tip Cell"	"Sat1"
3.37293249500456e-103	0.351629333157369	0.718	0.485	1.11903781386766e-98	"Tip Cell"	"Rnh1"
4.39176415250182e-103	0.40905720256371	0.633	0.409	1.45705559287553e-98	"Tip Cell"	"Cflar"
9.58579116390928e-103	0.490266592296987	0.785	0.593	3.18027793445018e-98	"Tip Cell"	"Mif"
3.15648715406218e-102	0.450939587903585	0.386	0.183	1.04722774310321e-97	"Tip Cell"	"Noct"
7.14361214492413e-101	0.437096658572673	0.873	0.767	2.37003620132148e-96	"Tip Cell"	"Rac1"
1.3363431882516e-100	0.393139651584906	0.829	0.655	4.43358579566235e-96	"Tip Cell"	"Ncl"
1.99899081167735e-99	0.332393832416046	0.893	0.77	6.63205181590195e-95	"Tip Cell"	"Hnrnpa3"
9.75851700930652e-99	0.340508009691766	0.305	0.126	3.23758318817763e-94	"Tip Cell"	"Tnfaip3"
