	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Rabl2	0	1.06433712682353	0.692	0.084	0	7	Rabl2
Ifitm3	0	1.06429327540926	0.999	0.744	0	7	Ifitm3
Iqca	0	1.06400668456724	0.599	0.028	0	7	Iqca
Gm973	0	1.05339964385953	0.63	0.035	0	7	Gm973
Cfap299	0	1.04496698202445	0.643	0.031	0	7	Cfap299
Spa17	0	1.04423062382049	0.658	0.059	0	7	Spa17
Fhad1	0	1.04307233722401	0.66	0.07	0	7	Fhad1
Chchd6	0	1.04268515295206	0.738	0.172	0	7	Chchd6
Tctex1d4	0	1.04234370359936	0.592	0.026	0	7	Tctex1d4
Pebp1	0	1.03917311411892	0.976	0.724	0	7	Pebp1
Ezr	0	1.03695551589884	0.791	0.272	0	7	Ezr
Zcchc18	0	1.0320591416654	0.7	0.093	0	7	Zcchc18
Drc3	0	1.02738744310241	0.615	0.031	0	7	Drc3
Spag6l	0	1.02610485924697	0.63	0.03	0	7	Spag6l
Ift22	0	1.02506942016631	0.762	0.234	0	7	Ift22
Elmod1	0	1.02052873605784	0.604	0.043	0	7	Elmod1
Spef2	0	1.01895917727915	0.585	0.038	0	7	Spef2
Fam216b	0	1.01602044547988	0.597	0.03	0	7	Fam216b
Gm17018	0	1.01576423375767	0.793	0.291	0	7	Gm17018
Cfap20	0	1.01535238689818	0.757	0.26	0	7	Cfap20
Iqcg	0	1.00616310692366	0.641	0.045	0	7	Iqcg
Efcab1	0	1.00234356499202	0.606	0.034	0	7	Efcab1
Hspb11	3.88669212888111e-278	1.09235981891446	0.694	0.422	1.28948784759889e-273	7	Hspb1
Lyz21	0	1.95672590777315	0.99	0.657	0	8	Lyz2
Apoe	0	1.6869577513971	0.987	0.847	0	8	Apoe
Ms4a71	0	1.52304958364546	0.799	0.156	0	8	Ms4a7
Gpnmb1	0	1.40652152546861	0.695	0.247	0	8	Gpnmb
Wfdc171	0	1.08803768037107	0.925	0.42	0	8	Wfdc17
Ecrg41	0	2.20864942359589	0.942	0.125	0	9	Ecrg4
Nnat1	0	2.12340799167983	0.955	0.219	0	9	Nnat
Clu1	0	2.09415012237601	0.989	0.228	0	9	Clu
Mt31	0	2.06891616936315	0.996	0.292	0	9	Mt3
Mia1	0	2.00806756386762	0.909	0.094	0	9	Mia
Chchd101	0	1.96621025573991	0.992	0.253	0	9	Chchd10
Dbi1	0	1.89071304701149	1	0.819	0	9	Dbi
Sox91	0	1.75788262702298	0.862	0.114	0	9	Sox9
Gfap1	0	1.65124954872242	0.49	0.162	0	9	Gfap
Rarres21	0	1.64788226835638	0.773	0.119	0	9	Rarres2
Mt21	0	1.64317494482675	1	0.585	0	9	Mt2
Ccn11	0	1.62976320760038	0.804	0.262	0	9	Ccn1
Cnn31	0	1.59847091152727	0.978	0.338	0	9	Cnn3
Fam183b1	0	1.57169947261703	0.888	0.085	0	9	Fam183b
Ccdc1531	0	1.55822191810039	0.608	0.066	0	9	Ccdc153
Tppp31	0	1.50858465207509	0.946	0.165	0	9	Tppp3
Rsph11	0	1.49054488234564	0.86	0.085	0	9	Rsph1
Hspa21	0	1.47630127141746	0.869	0.15	0	9	Hspa2
Mt11	0	1.44771415148068	1	0.927	0	9	Mt1
Tmem2121	0	1.43774924745352	0.666	0.071	0	9	Tmem212
Sox21	0	1.4179700142166	0.794	0.116	0	9	Sox2
Fos1	0	1.40067198730898	0.987	0.819	0	9	Fos
Vim1	0	1.36982281337338	0.991	0.75	0	9	Vim
Fxyd11	0	1.35970258294696	0.815	0.113	0	9	Fxyd1
Cfap1261	0	1.35085919134198	0.839	0.088	0	9	Cfap126
1700007K13Rik1	0	1.34838672795952	0.768	0.07	0	9	1700007K13Rik
Dynlrb21	0	1.33875048941492	0.742	0.067	0	9	Dynlrb2
Rbp1	0	1.32332773792908	0.633	0.183	0	9	Rbp1
Tm4sf11	0	1.31918069737706	0.981	0.364	0	9	Tm4sf1
1110017D15Rik1	0	1.30973578827187	0.704	0.069	0	9	1110017D15Rik
Cdr1os1	0	1.30491637016774	0.491	0.062	0	9	Cdr1os
1700094D03Rik	0	1.28447165008187	0.418	0.039	0	9	1700094D03Rik
Gm149641	0	1.27587405492148	0.741	0.069	0	9	Gm14964
Aebp11	0	1.27174040120789	0.785	0.12	0	9	Aebp1
Nudt41	0	1.25399303409279	0.768	0.272	0	9	Nudt4
Gadd45g1	0	1.24088926077694	0.798	0.346	0	9	Gadd45g
Foxj11	0	1.23961000314119	0.69	0.071	0	9	Foxj1
Fhl11	0	1.23828634241152	0.765	0.1	0	9	Fhl1
Mlf11	0	1.21166534281207	0.788	0.082	0	9	Mlf1
Cd24a1	0	1.20778033248746	0.953	0.328	0	9	Cd24a
Mlc11	0	1.20220261724347	0.77	0.081	0	9	Mlc1
Pdlim41	0	1.1946979083823	0.833	0.265	0	9	Pdlim4
Igfbp5	0	1.18476699667671	0.508	0.049	0	9	Igfbp5
Prelp1	0	1.16071349774503	0.76	0.074	0	9	Prelp
Riiad11	0	1.15986397095127	0.743	0.071	0	9	Riiad1
Tuba1a1	0	1.13356263267078	0.992	0.643	0	9	Tuba1a
Socs3	0	1.12858998429513	0.871	0.56	0	9	Socs3
Ndrg21	0	1.1284592165142	0.744	0.18	0	9	Ndrg2
Nr4a3	0	1.12206806366486	0.571	0.094	0	9	Nr4a3
Tmem1071	0	1.12186526370391	0.805	0.121	0	9	Tmem107
Enkur1	0	1.11781682204115	0.658	0.061	0	9	Enkur
Ezr1	0	1.11351995874513	0.809	0.274	0	9	Ezr
Id41	0	1.10510702630905	0.587	0.061	0	9	Id4
Tmem47	0	1.1045534030582	0.706	0.091	0	9	Tmem47
Egr1	0	1.10448953513345	0.88	0.511	0	9	Egr1
Btg2	0	1.10101042388111	0.918	0.684	0	9	Btg2
Ntrk21	0	1.10036173151113	0.791	0.138	0	9	Ntrk2
Gm199351	0	1.09411820983857	0.615	0.058	0	9	Gm19935
Zfp36l1	0	1.07663534006161	0.912	0.668	0	9	Zfp36l1
Elof11	0	1.0742001837621	0.872	0.431	0	9	Elof1
Hsp90aa11	0	1.070013970317	0.988	0.835	0	9	Hsp90aa1
Stmn2	0	1.06404632561595	0.488	0.093	0	9	Stmn2
2410004P03Rik1	0	1.05633373784853	0.709	0.06	0	9	2410004P03Rik
Zbtb201	0	1.05372940834282	0.917	0.434	0	9	Zbtb20
Tubb4b1	0	1.05016664150686	0.887	0.478	0	9	Tubb4b
Odf3b1	0	1.03727471809827	0.677	0.076	0	9	Odf3b
1700016K19Rik1	0	1.030961856105	0.674	0.062	0	9	1700016K19Rik
Ccdc341	0	1.03072787239755	0.794	0.254	0	9	Ccdc34
Calml41	0	1.02144591645564	0.644	0.061	0	9	Calml4
Ak71	0	1.01985193518154	0.538	0.045	0	9	Ak7
Fez11	0	1.01505320533416	0.865	0.196	0	9	Fez1
Ddr11	0	1.00769056579287	0.724	0.117	0	9	Ddr1
Dner	0	1.00716347991032	0.592	0.089	0	9	Dner
Ascc11	0	1.00082954206018	0.636	0.18	0	9	Ascc1
Hspb12	2.99379901928264e-264	1.48295282843763	0.686	0.424	9.93252700627402e-260	9	Hspb1
Ctla2a2	0	2.59973095308179	0.965	0.373	0	10	Ctla2a
Akap12	0	2.30931808337583	0.807	0.159	0	10	Akap12
Plat	0	1.70326163348164	0.796	0.239	0	10	Plat
Col4a11	0	1.69523175033332	0.88	0.179	0	10	Col4a1
Cdh51	0	1.68208717402166	0.923	0.15	0	10	Cdh5
Tm4sf12	0	1.66633373469164	0.962	0.368	0	10	Tm4sf1
Tmem2522	0	1.66114457265927	0.855	0.152	0	10	Tmem252
Pecam12	0	1.6373196546385	0.94	0.183	0	10	Pecam1
Fkbp1a	0	1.62477158927109	0.94	0.738	0	10	Fkbp1a
Col4a2	0	1.61125339261313	0.846	0.154	0	10	Col4a2
Ly6a2	0	1.58871985146431	0.985	0.313	0	10	Ly6a
Hbegf	0	1.58771298735153	0.761	0.251	0	10	Hbegf
Cd93	0	1.5724502761617	0.886	0.28	0	10	Cd93
Egfl72	0	1.57006125329997	0.974	0.218	0	10	Egfl7
Tinagl11	0	1.5482951998854	0.865	0.147	0	10	Tinagl1
Apold11	0	1.52483383532143	0.851	0.145	0	10	Apold1
Flt12	0	1.51292398874882	0.97	0.236	0	10	Flt1
Rhoc	0	1.45182968592656	0.897	0.447	0	10	Rhoc
Esam2	0	1.44727079232705	0.971	0.202	0	10	Esam
Tpm4	0	1.43594794689133	0.958	0.619	0	10	Tpm4
Igfbp72	0	1.4311839642413	0.933	0.274	0	10	Igfbp7
Emcn2	0	1.42833844802112	0.93	0.168	0	10	Emcn
Cldn52	0	1.41822144589836	0.991	0.268	0	10	Cldn5
Adamts1	0	1.40567919167213	0.823	0.32	0	10	Adamts1
Clic4	0	1.38878648105081	0.913	0.437	0	10	Clic4
Pglyrp12	0	1.38830357112036	0.93	0.225	0	10	Pglyrp1
Adamts9	0	1.36470494722624	0.552	0.068	0	10	Adamts9
Vwa12	0	1.36345096400081	0.926	0.206	0	10	Vwa1
Ly6c12	0	1.36196722885088	0.975	0.31	0	10	Ly6c1
Lcn2	0	1.3568688847727	0.441	0.149	0	10	Lcn2
Rasip1	0	1.34519364991092	0.795	0.137	0	10	Rasip1
S1pr12	0	1.34215556198902	0.898	0.26	0	10	S1pr1
Cxcl122	0	1.33442087574571	0.725	0.163	0	10	Cxcl12
Adgrl42	0	1.30585950791155	0.883	0.16	0	10	Adgrl4
Id12	0	1.29610931524419	0.858	0.27	0	10	Id1
Timp31	0	1.26896058655207	0.8	0.269	0	10	Timp3
Fermt2	0	1.25282975248137	0.871	0.268	0	10	Fermt2
Serpinh1	0	1.24265611020279	0.871	0.247	0	10	Serpinh1
Tubb6	0	1.24145016771627	0.602	0.339	0	10	Tubb6
Emp1	0	1.23868900213723	0.578	0.304	0	10	Emp1
Ahnak	0	1.22629409949761	0.875	0.382	0	10	Ahnak
Slc2a12	0	1.20473323595657	0.973	0.479	0	10	Slc2a1
Ecscr	0	1.1935289547835	0.754	0.307	0	10	Ecscr
Adgrf52	0	1.18478831445198	0.874	0.167	0	10	Adgrf5
Cav1	0	1.17161009897442	0.764	0.181	0	10	Cav1
Procr	0	1.16614602675947	0.49	0.068	0	10	Procr
Slc9a3r22	0	1.16562278872759	0.86	0.187	0	10	Slc9a3r2
Ccn12	0	1.16243323558535	0.753	0.267	0	10	Ccn1
Sema7a1	0	1.1582201586655	0.763	0.144	0	10	Sema7a
Ercc1	0	1.15539016758218	0.596	0.2	0	10	Ercc1
Sptbn12	0	1.15458842399862	0.928	0.381	0	10	Sptbn1
Cdc42ep3	0	1.14658602700297	0.729	0.203	0	10	Cdc42ep3
Cd2002	0	1.14206186472843	0.873	0.247	0	10	Cd200
Eng2	0	1.13454423695112	0.891	0.233	0	10	Eng
Gng112	0	1.12665482740205	0.912	0.301	0	10	Gng11
Ramp22	0	1.12431727471793	0.895	0.227	0	10	Ramp2
Cavin3	0	1.12265780121583	0.749	0.244	0	10	Cavin3
Icam21	0	1.10556338900695	0.801	0.144	0	10	Icam2
Plaur	0	1.10378910967881	0.72	0.429	0	10	Plaur
Depp11	0	1.09050546715616	0.486	0.089	0	10	Depp1
Klf41	0	1.08911492945696	0.788	0.442	0	10	Klf4
Plk2	0	1.08424721110548	0.715	0.229	0	10	Plk2
Ece11	0	1.08166050087076	0.792	0.187	0	10	Ece1
Cd342	0	1.07067953319778	0.906	0.348	0	10	Cd34
Kitl	0	1.07063909678958	0.773	0.232	0	10	Kitl
Rnd1	0	1.06790220940633	0.554	0.086	0	10	Rnd1
Id32	0	1.05045159372543	0.912	0.322	0	10	Id3
Acvrl12	0	1.04425788940013	0.838	0.242	0	10	Acvrl1
Itga6	0	1.03205188841451	0.815	0.359	0	10	Itga6
Mast4	0	1.02781538014402	0.731	0.192	0	10	Mast4
Ppp1r2	0	1.02276379584585	0.877	0.503	0	10	Ppp1r2
Ets1	0	1.01477490281551	0.762	0.213	0	10	Ets1
Flnb	0	1.00609061857831	0.65	0.132	0	10	Flnb
Ccl61	0	2.18459262565782	0.91	0.39	0	11	Ccl6
Chil3	0	2.16604621177163	0.712	0.127	0	11	Chil3
Arg11	0	2.11899341775666	0.648	0.155	0	11	Arg1
Thbs11	0	2.0658884340894	0.899	0.257	0	11	Thbs1
Ccl91	0	1.93156236008418	0.877	0.334	0	11	Ccl9
S100a4	0	1.87561198341566	0.888	0.22	0	11	S100a4
Tgfbi	0	1.73816562601263	0.864	0.298	0	11	Tgfbi
S100a6	0	1.73535667343711	0.99	0.453	0	11	S100a6
Crip1	0	1.67198676229553	0.91	0.572	0	11	Crip1
Slpi	0	1.6652623712429	0.478	0.087	0	11	Slpi
AA467197	0	1.62463978183417	0.637	0.21	0	11	AA467197
Srgn	0	1.62358335917354	0.992	0.745	0	11	Srgn
Plac8	0	1.61929709869473	0.432	0.062	0	11	Plac8
Lgals31	0	1.55670700618905	0.989	0.543	0	11	Lgals3
S100a11	0	1.53997176190578	0.981	0.56	0	11	S100a11
F10	0	1.519039833233	0.718	0.084	0	11	F10
Ly6c2	0	1.4884881955105	0.517	0.064	0	11	Ly6c2
Cstb1	0	1.45469501976751	0.979	0.777	0	11	Cstb
S100a10	0	1.42832464748271	0.92	0.467	0	11	S100a10
Clec4d1	0	1.37483654608992	0.78	0.17	0	11	Clec4d
Alox5ap	0	1.247850507221	0.971	0.502	0	11	Alox5ap
Cd44	0	1.23448974003001	0.823	0.282	0	11	Cd44
Cebpb	0	1.22717620118784	0.776	0.508	0	11	Cebpb
Ifi27l2a	0	1.20276962001458	0.702	0.296	0	11	Ifi27l2a
Ccl21	0	1.19768196473824	0.682	0.348	0	11	Ccl2
Anxa2	0	1.19114705733796	0.954	0.618	0	11	Anxa2
Msrb11	0	1.19091747442757	0.923	0.466	0	11	Msrb1
Fn11	0	1.1869027286055	0.828	0.448	0	11	Fn1
Ccr2	0	1.16712105117171	0.531	0.055	0	11	Ccr2
Clec4n1	0	1.1600026810414	0.554	0.116	0	11	Clec4n
Wfdc172	0	1.15276370963764	0.918	0.426	0	11	Wfdc17
Emilin2	0	1.15263349757359	0.688	0.139	0	11	Emilin2
Hilpda1	0	1.14921352062923	0.605	0.338	0	11	Hilpda
Cfp	0	1.12891672873958	0.679	0.153	0	11	Cfp
Plin21	0	1.10818556702904	0.945	0.576	0	11	Plin2
Fxyd5	0	1.102200673559	0.985	0.65	0	11	Fxyd5
Lgals11	0	1.09303903973742	0.922	0.519	0	11	Lgals1
Prdx5	0	1.08750342317488	0.958	0.777	0	11	Prdx5
Ecm1	0	1.06572506439149	0.668	0.321	0	11	Ecm1
Plaur1	0	1.05268232239849	0.803	0.427	0	11	Plaur
Capg1	0	1.04545557101748	0.919	0.569	0	11	Capg
Emp3	0	1.04069036784166	0.919	0.522	0	11	Emp3
Cd14	0	1.02624307242173	0.9	0.523	0	11	Cd14
Fcgr2b	0	1.02519480441395	0.724	0.401	0	11	Fcgr2b
Clec4e	0	1.02453349367558	0.535	0.085	0	11	Clec4e
F13a11	0	1.0126510833656	0.541	0.121	0	11	F13a1
Aprt	0	1.00927494202984	0.867	0.575	0	11	Aprt
Eno1	0	1.00316378661329	0.929	0.729	0	11	Eno1
Gda	0	1.00132125975239	0.591	0.109	0	11	Gda
Olig1	0	2.73548070612892	0.946	0.057	0	12	Olig1
Cspg5	0	2.69068754294073	0.889	0.044	0	12	Cspg5
Ptprz1	0	2.56042741380587	0.962	0.075	0	12	Ptprz1
Scrg1	0	2.26099723181778	0.98	0.045	0	12	Scrg1
S100a16	0	2.18246978975101	0.993	0.273	0	12	S100a16
Lhfpl3	0	2.13727617329376	0.931	0.025	0	12	Lhfpl3
Rtn1	0	2.11642523734549	0.982	0.149	0	12	Rtn1
Cntn1	0	2.07345655742113	0.908	0.063	0	12	Cntn1
Tnr	0	2.04232441846556	0.905	0.024	0	12	Tnr
C1ql1	0	1.98341634978315	0.783	0.02	0	12	C1ql1
Pdgfra	0	1.97949245149084	0.811	0.03	0	12	Pdgfra
Vcan	0	1.97562374068941	0.876	0.082	0	12	Vcan
Fabp7	0	1.90894394492707	0.921	0.094	0	12	Fabp7
Gpm6b	0	1.90356508680022	0.981	0.176	0	12	Gpm6b
Pcsk1n	0	1.85949218832958	0.931	0.161	0	12	Pcsk1n
Gap43	0	1.83002395553016	0.922	0.072	0	12	Gap43
Gpr37l1	0	1.80364970962167	0.945	0.092	0	12	Gpr37l1
Ccnd1	0	1.79835271724761	0.838	0.271	0	12	Ccnd1
Pfn2	0	1.77006556025825	0.923	0.154	0	12	Pfn2
Nrxn1	0	1.76885373687867	0.794	0.051	0	12	Nrxn1
Pllp	0	1.76065150343473	0.933	0.157	0	12	Pllp
S100a1	0	1.74493976554195	0.972	0.466	0	12	S100a1
Matn4	0	1.73300118339928	0.874	0.024	0	12	Matn4
Syt11	0	1.71142049782015	0.937	0.199	0	12	Syt11
S100b1	0	1.69807162805868	0.955	0.242	0	12	S100b
Gpr17	0	1.68717127386386	0.607	0.01	0	12	Gpr17
Ncald	0	1.66408657682876	0.858	0.046	0	12	Ncald
Olig2	0	1.62199775422989	0.746	0.025	0	12	Olig2
Tuba1a2	0	1.6195416989435	0.989	0.647	0	12	Tuba1a
Ckb1	0	1.60537260113183	0.997	0.677	0	12	Ckb
Gria2	0	1.59866325206623	0.799	0.029	0	12	Gria2
Cacng4	0	1.58999127366883	0.784	0.022	0	12	Cacng4
Tubb2b	0	1.57077422947497	0.844	0.16	0	12	Tubb2b
Bcan	0	1.56494742946469	0.79	0.034	0	12	Bcan
Serpine2	0	1.54887809744886	0.99	0.519	0	12	Serpine2
Gng3	0	1.52304292225622	0.864	0.037	0	12	Gng3
Neu4	0	1.52278288603652	0.724	0.009	0	12	Neu4
Chst2	0	1.521541392506	0.744	0.122	0	12	Chst2
Tmem100	0	1.5207367424078	0.854	0.095	0	12	Tmem100
Tspan3	0	1.51358707419551	0.984	0.469	0	12	Tspan3
Gpm6a	0	1.50127763763236	0.856	0.059	0	12	Gpm6a
Fxyd6	0	1.4953685632866	0.789	0.041	0	12	Fxyd6
Opcml	0	1.46603595258011	0.8	0.021	0	12	Opcml
Stmn3	0	1.46300848910385	0.862	0.044	0	12	Stmn3
Sirt2	0	1.45571418222851	0.941	0.543	0	12	Sirt2
Lims2	0	1.4418736222378	0.697	0.142	0	12	Lims2
Nrxn2	0	1.43866403379922	0.83	0.077	0	12	Nrxn2
Olfm2	0	1.43784457207136	0.7	0.026	0	12	Olfm2
Sulf2	0	1.40132655145389	0.86	0.165	0	12	Sulf2
Slc22a17	0	1.39111002912947	0.806	0.118	0	12	Slc22a17
Ptn2	0	1.36891179904255	0.954	0.259	0	12	Ptn
Luzp2	0	1.36759005845208	0.767	0.058	0	12	Luzp2
Bcas1	0	1.35078327517244	0.728	0.085	0	12	Bcas1
Sox10	0	1.34753435429635	0.811	0.036	0	12	Sox10
Qpct	0	1.3275038439637	0.813	0.089	0	12	Qpct
Ramp1	0	1.32086535075387	0.903	0.314	0	12	Ramp1
Lsamp	0	1.31663776995634	0.798	0.051	0	12	Lsamp
Bex2	0	1.30952606519754	0.864	0.101	0	12	Bex2
Cryab	0	1.30873860294069	0.952	0.2	0	12	Cryab
Gjc3	0	1.28370076505396	0.728	0.032	0	12	Gjc3
Kcnip3	0	1.28273962773357	0.706	0.047	0	12	Kcnip3
Armh4	0	1.27483786981028	0.711	0.013	0	12	Armh4
Timp4	0	1.26966823273252	0.722	0.068	0	12	Timp4
Serpina3n	0	1.26434726493146	0.48	0.119	0	12	Serpina3n
Lbh	0	1.2624138068053	0.819	0.136	0	12	Lbh
Nap1l5	0	1.25806404621317	0.868	0.139	0	12	Nap1l5
Epn2	0	1.25440352833597	0.738	0.159	0	12	Epn2
Vxn	0	1.24745080198599	0.719	0.011	0	12	Vxn
Nxph1	0	1.24320009870078	0.71	0.012	0	12	Nxph1
Asrgl1	0	1.24126721765009	0.804	0.121	0	12	Asrgl1
Anks1b	0	1.23658035569731	0.735	0.045	0	12	Anks1b
Aldoc	0	1.22354360580557	0.825	0.185	0	12	Aldoc
Cnp	0	1.2228749956685	0.862	0.294	0	12	Cnp
Fyn	0	1.21865246254035	0.691	0.16	0	12	Fyn
Nrcam	0	1.21732307495476	0.715	0.05	0	12	Nrcam
Ncam1	0	1.21186130384127	0.847	0.139	0	12	Ncam1
Tmem176b	0	1.21024170307355	0.959	0.518	0	12	Tmem176b
Maged1	0	1.20898623600895	0.873	0.277	0	12	Maged1
Nsg1	0	1.20070500124321	0.829	0.079	0	12	Nsg1
Brinp3	0	1.19777638790879	0.731	0.018	0	12	Brinp3
Rlbp1	0	1.1760399827951	0.618	0.012	0	12	Rlbp1
Plekhb1	0	1.17585428045884	0.85	0.152	0	12	Plekhb1
Slc1a2	0	1.17336139721406	0.698	0.103	0	12	Slc1a2
Ppp1r14b	0	1.15892034464985	0.851	0.365	0	12	Ppp1r14b
Marcks	0	1.15874466660289	0.953	0.618	0	12	Marcks
Slc25a4	0	1.15546657906781	0.987	0.718	0	12	Slc25a4
Phlda1	0	1.15164623190788	0.826	0.334	0	12	Phlda1
Pcdh17	0	1.14746095505696	0.71	0.046	0	12	Pcdh17
Cd9	0	1.14184278327428	0.996	0.824	0	12	Cd9
Nav1	0	1.13869820811651	0.764	0.179	0	12	Nav1
Spon1	0	1.13802312689887	0.705	0.03	0	12	Spon1
Dpysl3	0	1.12683837502691	0.709	0.044	0	12	Dpysl3
Mmp16	0	1.1179049504939	0.665	0.025	0	12	Mmp16
Hmgcs1	0	1.11362024754932	0.713	0.216	0	12	Hmgcs1
Sema3d	0	1.10836066269706	0.658	0.014	0	12	Sema3d
Wscd1	0	1.10799616403166	0.749	0.075	0	12	Wscd1
Xylt1	0	1.10632992246615	0.611	0.061	0	12	Xylt1
Phyhipl	0	1.10374502126762	0.707	0.061	0	12	Phyhipl
Gria3	0	1.09812486718496	0.621	0.016	0	12	Gria3
Tmem167	0	1.09126844175028	0.933	0.557	0	12	Tmem167
Tpm1	0	1.08847750860395	0.894	0.309	0	12	Tpm1
Grm5	0	1.07469489601214	0.594	0.013	0	12	Grm5
Mapt	0	1.07457009731247	0.752	0.064	0	12	Mapt
Tspan7	0	1.07413153335109	0.818	0.192	0	12	Tspan7
Scd2	0	1.07219776043311	0.864	0.345	0	12	Scd2
Atp1b2	0	1.06677387808386	0.779	0.173	0	12	Atp1b2
Sox8	0	1.06672418464961	0.591	0.027	0	12	Sox8
Dbi2	0	1.0583738997763	0.998	0.821	0	12	Dbi
Rgcc	0	1.05779734208518	0.907	0.389	0	12	Rgcc
Enpp2	0	1.05722981970193	0.738	0.109	0	12	Enpp2
Tubb3	0	1.04953657658249	0.557	0.053	0	12	Tubb3
Pcdh15	0	1.04787511100528	0.617	0.015	0	12	Pcdh15
Col9a3	0	1.04785735679112	0.575	0.023	0	12	Col9a3
Ppfibp1	0	1.04456376197976	0.77	0.177	0	12	Ppfibp1
Lrp1b	0	1.04015084597119	0.653	0.031	0	12	Lrp1b
Dlgap1	0	1.03961369782366	0.672	0.031	0	12	Dlgap1
F3	0	1.03821541867652	0.652	0.085	0	12	F3
Nfix	0	1.03796139359996	0.838	0.268	0	12	Nfix
Cdo1	0	1.03776833200638	0.655	0.07	0	12	Cdo1
Pxdc1	0	1.03321152101909	0.76	0.197	0	12	Pxdc1
Ifi27	0	1.03313485750365	0.894	0.451	0	12	Ifi27
Ccdc88a	0	1.03288590387004	0.728	0.249	0	12	Ccdc88a
Sdc3	0	1.02799970832357	0.776	0.259	0	12	Sdc3
Tmem176a	0	1.02735531391019	0.818	0.394	0	12	Tmem176a
Snx22	0	1.02667755724532	0.602	0.011	0	12	Snx22
Gria4	0	1.02091512718607	0.588	0.018	0	12	Gria4
Cadm2	0	1.01582993200838	0.629	0.034	0	12	Cadm2
Mmd2	0	1.01311635740741	0.692	0.037	0	12	Mmd2
Qk	0	1.01311020657848	0.945	0.687	0	12	Qk
Ntm	0	1.00855195940674	0.627	0.042	0	12	Ntm
Scg5	0	1.00623635704434	0.734	0.102	0	12	Scg5
Cspg4	0	1.00588520214097	0.594	0.062	0	12	Cspg4
Lrrtm3	0	1.0047185799474	0.661	0.018	0	12	Lrrtm3
Snx1	0	1.00436136794879	0.844	0.38	0	12	Snx1
Cd74	0	4.47176192095722	0.998	0.22	0	13	Cd74
H2-Ab1	0	4.08882397868092	0.97	0.124	0	13	H2-Ab1
H2-Aa	0	4.05996683949806	0.968	0.055	0	13	H2-Aa
H2-Eb1	0	3.80275775438976	0.925	0.044	0	13	H2-Eb1
H2-DMb1	0	1.62116369540155	0.765	0.245	0	13	H2-DMb1
Crip11	0	1.56809104280119	0.93	0.575	0	13	Crip1
AA4671971	0	1.48864565140581	0.614	0.215	0	13	AA467197
H2-DMa	0	1.42136307924736	0.834	0.355	0	13	H2-DMa
Lsp1	0	1.32454925530239	0.758	0.293	0	13	Lsp1
S100a41	0	1.30898961397547	0.708	0.232	0	13	S100a4
Plbd1	0	1.24367391672324	0.581	0.053	0	13	Plbd1
Napsa	0	1.23722966757424	0.589	0.089	0	13	Napsa
Il1b1	0	1.18937232173063	0.663	0.281	0	13	Il1b
Cfp1	0	1.13498157676909	0.603	0.16	0	13	Cfp
Gm2a	0	1.0809534491344	0.834	0.519	0	13	Gm2a
Tgfbi1	0	1.02214363667178	0.687	0.309	0	13	Tgfbi
Cd52	0	1.00644875990753	0.976	0.578	0	13	Cd52
Clec4n2	0	1.00461926822378	0.441	0.124	0	13	Clec4n
Ifitm1	6.58515583196293e-214	1.57312627782419	0.407	0.16	2.18475715037034e-209	13	Ifitm1
S100a9	0	4.29647470479281	0.96	0.325	0	14	S100a9
S100a8	0	4.2648244372324	0.977	0.406	0	14	S100a8
Retnlg	0	4.04251759733582	0.769	0.102	0	14	Retnlg
Ngp	0	3.62457676384095	0.488	0.065	0	14	Ngp
Wfdc21	0	3.22311536129246	0.811	0.046	0	14	Wfdc21
G0s2	0	3.0493966626392	0.842	0.1	0	14	G0s2
Lcn21	0	2.51988842891292	0.822	0.145	0	14	Lcn2
Il1r2	0	2.45098591912571	0.798	0.047	0	14	Il1r2
Ifitm6	0	2.42387930279437	0.583	0.059	0	14	Ifitm6
Mmp9	0	2.31673806973011	0.774	0.021	0	14	Mmp9
Mxd1	0	2.30317226271502	0.767	0.139	0	14	Mxd1
Ifitm11	0	2.29610391723006	0.681	0.154	0	14	Ifitm1
Hp	0	2.23637803640942	0.803	0.063	0	14	Hp
Srgn1	0	2.19445451572923	0.959	0.749	0	14	Srgn
Cxcr2	0	2.18435024686193	0.662	0.016	0	14	Cxcr2
Cxcl2	0	2.12225767702855	0.793	0.325	0	14	Cxcl2
Il1b2	0	2.10738924249646	0.841	0.278	0	14	Il1b
Slpi1	0	2.10398260481196	0.762	0.085	0	14	Slpi
Wfdc173	0	2.09601198198132	0.791	0.436	0	14	Wfdc17
Hdc	0	2.08677835110143	0.752	0.073	0	14	Hdc
Acod1	0	2.01946145285006	0.541	0.024	0	14	Acod1
F630028O10Rik	0	1.9206859235808	0.666	0.039	0	14	F630028O10Rik
Clec4e1	0	1.90217255232061	0.748	0.086	0	14	Clec4e
Trem1	0	1.89436324990781	0.721	0.056	0	14	Trem1
Thbs12	0	1.8582413139539	0.749	0.27	0	14	Thbs1
Mmp8	0	1.85593696063009	0.54	0.049	0	14	Mmp8
Cxcl3	0	1.84534787036138	0.49	0.065	0	14	Cxcl3
S100a61	0	1.84266590050654	0.92	0.462	0	14	S100a6
S100a111	0	1.83180876173535	0.972	0.566	0	14	S100a11
Lilrb4a	0	1.80123267528712	0.48	0.073	0	14	Lilrb4a
Ccr1	0	1.78493842601169	0.683	0.162	0	14	Ccr1
