""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Cdk17"	5.75665777472054e-45	0.273570045975684	0.199	0.097	1.90988634991903e-40	"Neutrophil"	"Cdk17"
"Wwp2"	7.89287723618265e-45	0.348460801345437	0.293	0.181	2.61861988064832e-40	"Neutrophil"	"Wwp2"
"Wapl"	8.50725161648934e-45	0.393046898848106	0.333	0.222	2.82245086880267e-40	"Neutrophil"	"Wapl"
"Nfkb2"	1.03991301071272e-44	0.256314273506632	0.183	0.085	3.45011939564158e-40	"Neutrophil"	"Nfkb2"
"Git2"	1.12994649338471e-44	0.419655763445261	0.373	0.27	3.74882348110244e-40	"Neutrophil"	"Git2"
"Kmt2c"	1.48424967751562e-44	0.30189807870415	0.234	0.126	4.92429515509359e-40	"Neutrophil"	"Kmt2c"
"Acvrl1"	1.88392424515735e-44	0.409708887003832	0.236	0.131	6.25029546815854e-40	"Neutrophil"	"Acvrl1"
"Crebbp"	2.23075265087192e-44	0.388102849135735	0.35	0.243	7.40096806979776e-40	"Neutrophil"	"Crebbp"
"Arid5b"	2.83093462905337e-44	0.52048713068678	0.338	0.232	9.39219181881036e-40	"Neutrophil"	"Arid5b"
"Chp1"	5.61384288189594e-44	0.396174461488699	0.398	0.295	1.86250465292662e-39	"Neutrophil"	"Chp1"
"Creb5"	9.29808823407563e-44	0.335081663833823	0.209	0.104	3.08482673341927e-39	"Neutrophil"	"Creb5"
"Ncor1"	1.18682494852292e-43	0.402305373871607	0.453	0.366	3.93752913171451e-39	"Neutrophil"	"Ncor1"
"Add1"	1.58864289891237e-43	0.343419957437087	0.286	0.178	5.27064054572157e-39	"Neutrophil"	"Add1"
"Jak1"	3.30566448013132e-43	0.428637690380781	0.472	0.397	1.09672030457317e-38	"Neutrophil"	"Jak1"
"Cdc42ep4"	6.28500124638101e-43	0.251745256252554	0.181	0.085	2.08517486351183e-38	"Neutrophil"	"Cdc42ep4"
"Rgs3"	1.08011466390925e-42	0.254304257078614	0.141	0.058	3.58349642045171e-38	"Neutrophil"	"Rgs3"
"Ppp2r5a"	1.67499987183693e-42	0.333369932893083	0.297	0.186	5.5571470747934e-38	"Neutrophil"	"Ppp2r5a"
"Ogt"	1.86113957066772e-42	0.395317938638256	0.377	0.269	6.17470275360429e-38	"Neutrophil"	"Ogt"
"Arhgap9"	1.88130130975988e-42	0.391381545576185	0.391	0.291	6.24159335539037e-38	"Neutrophil"	"Arhgap9"
"Eif4ebp2"	3.25550250412821e-42	0.28927535680781	0.205	0.107	1.08007806579462e-37	"Neutrophil"	"Eif4ebp2"
"Trip12"	3.35556533992054e-42	0.359282244325758	0.347	0.243	1.11327591282544e-37	"Neutrophil"	"Trip12"
"Nup153"	3.49013684332118e-42	0.275050354100866	0.2	0.102	1.15792270050867e-37	"Neutrophil"	"Nup153"
"Ythdf3"	3.6943147339833e-42	0.337188908098898	0.289	0.179	1.22566279929364e-37	"Neutrophil"	"Ythdf3"
"R3hdm2"	4.8936883276789e-42	0.282193506372293	0.23	0.126	1.62357897647403e-37	"Neutrophil"	"R3hdm2"
"Fam111a"	4.97432789731108e-42	0.411574337637825	0.336	0.229	1.6503327664909e-37	"Neutrophil"	"Fam111a"
"Naa35"	5.29836325739727e-42	0.277821534237211	0.231	0.126	1.75783797790669e-37	"Neutrophil"	"Naa35"
"Chic2"	1.80408320479065e-41	0.367048586523848	0.462	0.357	5.98540684853395e-37	"Neutrophil"	"Chic2"
"Slc12a6"	2.69893280503163e-41	0.302678177192769	0.232	0.129	8.95424936725344e-37	"Neutrophil"	"Slc12a6"
"Capza1"	3.67282714646198e-41	0.37567482594031	0.597	0.583	1.21853386238169e-36	"Neutrophil"	"Capza1"
"Ier2"	3.99688711487826e-41	0.319160337651204	0.619	0.544	1.32604723810316e-36	"Neutrophil"	"Ier2"
"Stk4"	4.71431690115984e-41	0.331766359547376	0.293	0.185	1.5640689182978e-36	"Neutrophil"	"Stk4"
"Arl2bp"	5.99296933681546e-41	0.304439546370766	0.235	0.132	1.98828743687527e-36	"Neutrophil"	"Arl2bp"
"Rbpms"	7.26161514403722e-41	0.302017215984957	0.213	0.113	2.40918605633723e-36	"Neutrophil"	"Rbpms"
"Hlx"	8.47464293842339e-41	0.269618308110999	0.202	0.103	2.81163228768073e-36	"Neutrophil"	"Hlx"
"Asnsd1"	9.45806214304993e-41	0.459913008689437	0.429	0.351	3.13790127719967e-36	"Neutrophil"	"Asnsd1"
"Tbc1d10b"	1.4605245437623e-40	0.266455048675166	0.214	0.114	4.84558227884019e-36	"Neutrophil"	"Tbc1d10b"
"Rsrp1"	1.91796455078083e-40	0.299548500238858	0.752	0.781	6.36323099012557e-36	"Neutrophil"	"Rsrp1"
"Fes"	4.07009072902767e-40	0.370306862040286	0.376	0.275	1.35033400116951e-35	"Neutrophil"	"Fes"
"Mob3a"	5.75577178953264e-40	0.289884016318965	0.238	0.136	1.90959240661324e-35	"Neutrophil"	"Mob3a"
"Appbp2"	9.05854111842005e-40	0.282425016559194	0.234	0.132	3.00535218685822e-35	"Neutrophil"	"Appbp2"
"Klhl6"	1.2317246967764e-39	0.396139208759946	0.287	0.181	4.08649302649506e-35	"Neutrophil"	"Klhl6"
"Chd4"	1.74341363359404e-39	0.468978848480594	0.43	0.357	5.78412341217494e-35	"Neutrophil"	"Chd4"
"Ash1l"	2.9787008291372e-39	0.35439157674617	0.299	0.193	9.88243574082848e-35	"Neutrophil"	"Ash1l"
"Cks2"	3.29215112581701e-39	0.574536585879455	0.359	0.252	1.09223697901231e-34	"Neutrophil"	"Cks2"
"Hk1"	3.36070994882063e-39	0.25327682940709	0.199	0.103	1.11498273972022e-34	"Neutrophil"	"Hk1"
"Med7"	3.39656495359849e-39	0.356568557358078	0.29	0.186	1.12687835465537e-34	"Neutrophil"	"Med7"
"Rtp4"	5.57582190753369e-39	0.367362374666931	0.259	0.147	1.84989043426245e-34	"Neutrophil"	"Rtp4"
"Sf3b1"	2.46766692086324e-38	0.365329595231307	0.599	0.583	8.18697854334796e-34	"Neutrophil"	"Sf3b1"
"Sparcl1"	2.48047667023071e-38	0.315565309948402	0.146	0.066	8.22947744882444e-34	"Neutrophil"	"Sparcl1"
"Tpm3"	3.59666214200777e-38	0.266481689527933	0.782	0.86	1.19326459885392e-33	"Neutrophil"	"Tpm3"
"Pacsin2"	4.17098410316563e-38	0.387345445554904	0.374	0.28	1.38380739590726e-33	"Neutrophil"	"Pacsin2"
"Flna"	1.49200617090627e-37	0.405483992235035	0.479	0.408	4.95002887321575e-33	"Neutrophil"	"Flna"
"Xdh"	2.63871528766224e-37	0.35090198263078	0.309	0.207	8.75446570987702e-33	"Neutrophil"	"Xdh"
"Crebrf"	2.71302148537582e-37	0.297521208749844	0.204	0.11	9.00099138203135e-33	"Neutrophil"	"Crebrf"
"Mt2"	5.82680928301117e-37	0.887682768495768	0.492	0.395	1.93316051582462e-32	"Neutrophil"	"Mt2"
"Snx10"	1.40727726893014e-36	0.535407253087238	0.433	0.375	4.66892379512954e-32	"Neutrophil"	"Snx10"
"Fmnl3"	3.01489074287207e-36	0.25157032020634	0.182	0.094	1.00025030176267e-31	"Neutrophil"	"Fmnl3"
"Grb2"	4.04576924760461e-36	0.373285568822174	0.533	0.49	1.34226486327778e-31	"Neutrophil"	"Grb2"
"Anxa1"	4.78195744443748e-36	0.851383518190455	0.57	0.562	1.58651002134102e-31	"Neutrophil"	"Anxa1"
"Arhgef1"	5.10756938167401e-36	0.352441611917449	0.385	0.297	1.69453829375799e-31	"Neutrophil"	"Arhgef1"
"Klf10"	6.19178074102727e-36	0.380472598050789	0.315	0.211	2.05424709645062e-31	"Neutrophil"	"Klf10"
"Pfkp"	1.34653338787581e-35	0.35803000704588	0.327	0.222	4.46739382095558e-31	"Neutrophil"	"Pfkp"
"Wnk1"	3.64223545695547e-35	0.475050928806533	0.546	0.525	1.20838445755412e-30	"Neutrophil"	"Wnk1"
"Sqor"	3.84614610040767e-35	0.323285500646168	0.294	0.197	1.27603589173225e-30	"Neutrophil"	"Sqor"
"Tm4sf1"	4.15324142115484e-35	0.468915054528845	0.194	0.102	1.37792090629654e-30	"Neutrophil"	"Tm4sf1"
"Tnfrsf1a"	1.04515065083026e-34	0.360614996183861	0.558	0.525	3.46749631425956e-30	"Neutrophil"	"Tnfrsf1a"
"Nrd1"	1.15530203642498e-34	0.348942013349233	0.343	0.25	3.83294556624714e-30	"Neutrophil"	"Nrd1"
"Mob1a"	1.84793810573802e-34	0.398316636662462	0.43	0.362	6.13090425340704e-30	"Neutrophil"	"Mob1a"
"Pum2"	2.86214390529664e-34	0.355123515913265	0.359	0.269	9.49573483460266e-30	"Neutrophil"	"Pum2"
"Uhrf1bp1l"	5.13665338276518e-34	0.310304639773535	0.241	0.149	1.7041874928e-29	"Neutrophil"	"Uhrf1bp1l"
"Inpp4a"	7.54646507215662e-34	0.26830961478738	0.224	0.132	2.5036907169894e-29	"Neutrophil"	"Inpp4a"
"Taldo1"	7.92497442476366e-34	0.345892235140119	0.775	0.822	2.62926876490384e-29	"Neutrophil"	"Taldo1"
"Sp100"	9.08804614957126e-34	0.322545086197915	0.312	0.211	3.01514107104326e-29	"Neutrophil"	"Sp100"
"Slc2a1"	1.26415531610975e-33	0.371740214880974	0.422	0.325	4.19408809225732e-29	"Neutrophil"	"Slc2a1"
"Bach1"	1.33818824545101e-33	0.350557365834859	0.335	0.241	4.4397071419328e-29	"Neutrophil"	"Bach1"
"Gripap1"	1.54133625406197e-33	0.291962285054955	0.248	0.152	5.1136912901014e-29	"Neutrophil"	"Gripap1"
"Golph3"	2.00124552526843e-33	0.343376501849748	0.354	0.265	6.63953227918307e-29	"Neutrophil"	"Golph3"
"Cmip"	2.55405908802398e-33	0.322519566687328	0.332	0.233	8.47360183633716e-29	"Neutrophil"	"Cmip"
"Marchf6"	2.65504192138737e-33	0.271185596950856	0.194	0.107	8.80863258258686e-29	"Neutrophil"	"Marchf6"
"Arhgdib"	2.73330750999964e-33	0.37724919457383	0.808	0.866	9.06829432592581e-29	"Neutrophil"	"Arhgdib"
"Stat6"	4.22186669985281e-33	0.329289804078396	0.307	0.214	1.40068871501017e-28	"Neutrophil"	"Stat6"
"Chmp4b"	5.01478057120139e-33	0.26009146110912	0.677	0.677	1.66375375010749e-28	"Neutrophil"	"Chmp4b"
"Tcp11l2"	5.48085682643704e-33	0.315524269715059	0.278	0.178	1.81838386930702e-28	"Neutrophil"	"Tcp11l2"
"Samd4b"	6.4166897395633e-33	0.251551028608006	0.208	0.119	2.12886515489491e-28	"Neutrophil"	"Samd4b"
"Fcgr4"	2.95137313231065e-32	0.360184994903403	0.423	0.342	9.79177064106703e-28	"Neutrophil"	"Fcgr4"
"Ubald2"	3.44360633114373e-32	0.432575836007986	0.543	0.529	1.14248527248356e-27	"Neutrophil"	"Ubald2"
"Myadm"	1.2817736070683e-31	0.358811182604127	0.279	0.184	4.25254029617048e-27	"Neutrophil"	"Myadm"
"B4galt3"	1.88068452254878e-31	0.26734803211199	0.187	0.104	6.23954704046008e-27	"Neutrophil"	"B4galt3"
"Hexim1"	3.59057158195854e-31	0.281725178970072	0.221	0.131	1.19124393374638e-26	"Neutrophil"	"Hexim1"
"Lfng"	1.48986835528423e-30	0.314887409889155	0.281	0.183	4.9429362423265e-26	"Neutrophil"	"Lfng"
"Pbxip1"	2.46235458696013e-30	0.409323025384812	0.358	0.283	8.16935381315763e-26	"Neutrophil"	"Pbxip1"
"Rnf149"	3.07862345813689e-30	0.384812132433966	0.672	0.692	1.02139490470608e-25	"Neutrophil"	"Rnf149"
"Atf1"	3.27056425599303e-30	0.373537589924041	0.408	0.334	1.08507510321081e-25	"Neutrophil"	"Atf1"
"Herc1"	3.27730758646461e-30	0.318475468223538	0.237	0.153	1.08731233796136e-25	"Neutrophil"	"Herc1"
"Phf3"	4.28206178148372e-30	0.33252478138603	0.285	0.197	1.42065963724286e-25	"Neutrophil"	"Phf3"
"Rab5b"	7.24661237168462e-30	0.262467300326427	0.219	0.134	2.40420858655381e-25	"Neutrophil"	"Rab5b"
"Bin3"	7.86099357237829e-30	0.324444996713518	0.316	0.232	2.60804183750794e-25	"Neutrophil"	"Bin3"
"Slk"	1.26100887572576e-29	0.29443079120735	0.263	0.173	4.18364914699536e-25	"Neutrophil"	"Slk"
"Bcl10"	1.38783374071011e-29	0.335413983512715	0.494	0.45	4.60441600155394e-25	"Neutrophil"	"Bcl10"
"Dnm2"	1.39297140498147e-29	0.342703405843411	0.393	0.322	4.62146123030702e-25	"Neutrophil"	"Dnm2"
"Cbl"	1.87059089572492e-29	0.420078232829	0.385	0.318	6.20605941474658e-25	"Neutrophil"	"Cbl"
"Pgd"	2.29330604816429e-29	0.34884110801743	0.571	0.562	7.60850147599467e-25	"Neutrophil"	"Pgd"
"Trim25"	2.66612702348052e-29	0.388988766229651	0.354	0.271	8.84540962580131e-25	"Neutrophil"	"Trim25"
"1700017B05Rik"	2.91132247341879e-29	0.460419163833716	0.38	0.317	9.65889457006152e-25	"Neutrophil"	"1700017B05Rik"
"Tbc1d20"	3.03946016288076e-29	0.326489507653558	0.29	0.206	1.00840169823895e-24	"Neutrophil"	"Tbc1d20"
"Triobp"	3.16301382984724e-29	0.30095186276239	0.25	0.164	1.04939309832842e-24	"Neutrophil"	"Triobp"
"Naip2"	3.45956858057007e-29	0.276692630290276	0.209	0.125	1.14778106797573e-24	"Neutrophil"	"Naip2"
"Fbxo11"	2.25782711144143e-28	0.280857378973943	0.243	0.156	7.49079300762924e-24	"Neutrophil"	"Fbxo11"
"Ptpn1"	2.46781210778127e-28	0.523851717915717	0.575	0.62	8.18746022998593e-24	"Neutrophil"	"Ptpn1"
"Sgms1"	2.90463459745946e-28	0.337214330777927	0.259	0.173	9.63670620399126e-24	"Neutrophil"	"Sgms1"
"Unc119"	4.39954143200345e-28	0.307441759568959	0.262	0.176	1.45963586089578e-23	"Neutrophil"	"Unc119"
"Lamp2"	6.05426111095171e-28	0.345512376421282	0.697	0.767	2.00862220878045e-23	"Neutrophil"	"Lamp2"
"Rapgef6"	6.55942100425946e-28	0.294764238692043	0.236	0.152	2.17621910658316e-23	"Neutrophil"	"Rapgef6"
"Nck1"	2.24024061372195e-27	0.290918431267746	0.256	0.173	7.43244628414531e-23	"Neutrophil"	"Nck1"
"Mindy1"	7.26444372406778e-27	0.30383167938392	0.294	0.212	2.41012449433397e-22	"Neutrophil"	"Mindy1"
"Ccni"	1.25363488042821e-26	0.348450336038748	0.416	0.356	4.15918444279667e-22	"Neutrophil"	"Ccni"
"Acsl1"	1.84495226937639e-26	0.277533730189977	0.135	0.069	6.12099814411003e-22	"Neutrophil"	"Acsl1"
"Gatad2b"	4.7185745285905e-26	0.327354289525509	0.291	0.211	1.56548147135047e-21	"Neutrophil"	"Gatad2b"
"Synj1"	5.09048292660048e-26	0.302632785227516	0.275	0.194	1.68886952055824e-21	"Neutrophil"	"Synj1"
"Stk24"	6.37287289913259e-26	0.289592367955426	0.342	0.259	2.11432804174522e-21	"Neutrophil"	"Stk24"
"Prex1"	1.95305418272638e-25	0.280877997441783	0.244	0.165	6.4796478620313e-21	"Neutrophil"	"Prex1"
"Pnkp"	2.2547186396013e-25	0.325324920057521	0.304	0.229	7.48048003060524e-21	"Neutrophil"	"Pnkp"
"Lrp10"	2.45831207640614e-25	0.322113297977276	0.347	0.273	8.15594197589264e-21	"Neutrophil"	"Lrp10"
"Rbm5"	2.59782310023045e-25	0.323420601060152	0.35	0.277	8.61879769963455e-21	"Neutrophil"	"Rbm5"
"Socs3"	3.70965544743222e-25	0.353085418877777	0.444	0.368	1.23075238779459e-20	"Neutrophil"	"Socs3"
"Ypel3"	4.81474116619834e-25	0.406743260342455	0.565	0.53	1.59738667670962e-20	"Neutrophil"	"Ypel3"
"Kpna4"	6.14378502992671e-25	0.324708026096009	0.338	0.261	2.03832355937879e-20	"Neutrophil"	"Kpna4"
"Adprh"	1.17076056369353e-24	0.316789013000084	0.48	0.443	3.88423232216603e-20	"Neutrophil"	"Adprh"
"Cux1"	1.27781511758772e-24	0.383253265471353	0.452	0.421	4.23940721562079e-20	"Neutrophil"	"Cux1"
"Etnk1"	1.33848364962959e-24	0.260788404208974	0.195	0.12	4.44068720437608e-20	"Neutrophil"	"Etnk1"
"Rab7"	1.43102097502399e-24	0.280553758626884	0.768	0.842	4.7476982888371e-20	"Neutrophil"	"Rab7"
"Rsad2"	1.92371852619107e-24	0.372994556480254	0.108	0.05	6.38232095434411e-20	"Neutrophil"	"Rsad2"
"Acap2"	1.99732672620416e-24	0.304238450451464	0.234	0.158	6.62653087952755e-20	"Neutrophil"	"Acap2"
"Lrrfip2"	2.68870975703527e-24	0.28635475893306	0.3	0.22	8.92033236091592e-20	"Neutrophil"	"Lrrfip2"
"Kcmf1"	3.50728466781523e-24	0.261980093893228	0.254	0.175	1.16361183424106e-19	"Neutrophil"	"Kcmf1"
"Tbl1xr1"	8.00790351574202e-24	0.282247436100728	0.25	0.174	2.65678214941773e-19	"Neutrophil"	"Tbl1xr1"
"Ctnnbip1"	1.6201221415408e-23	0.301349008401981	0.215	0.139	5.3750792289899e-19	"Neutrophil"	"Ctnnbip1"
"Ptgs2"	5.73787320234105e-23	0.438036639749461	0.218	0.14	1.90365419234069e-18	"Neutrophil"	"Ptgs2"
"Slc15a3"	8.29960281600116e-23	0.319998048226077	0.541	0.541	2.75355922626471e-18	"Neutrophil"	"Slc15a3"
"Zc3h12a"	8.4124168803273e-23	0.34329609499781	0.313	0.237	2.79098754838619e-18	"Neutrophil"	"Zc3h12a"
"Csnk1e"	1.16772742773708e-22	0.281811110773012	0.267	0.193	3.87416928700332e-18	"Neutrophil"	"Csnk1e"
"Rgs2"	1.83397293955357e-22	0.312224978393189	0.627	0.62	6.08457202155686e-18	"Neutrophil"	"Rgs2"
"Wsb1"	1.91055675204225e-22	0.33025743651315	0.51	0.494	6.33865413625058e-18	"Neutrophil"	"Wsb1"
"Pafah1b1"	3.28199432155276e-22	0.314549105558883	0.562	0.577	1.08886725606156e-17	"Neutrophil"	"Pafah1b1"
"Dusp1"	3.59874112679526e-22	0.411163765420388	0.691	0.701	1.19395434363686e-17	"Neutrophil"	"Dusp1"
"Cd82"	3.88835290152665e-22	0.324932922720181	0.278	0.208	1.2900388421395e-17	"Neutrophil"	"Cd82"
"Hk3"	5.09033085481386e-22	0.29115491218283	0.276	0.205	1.6888190677016e-17	"Neutrophil"	"Hk3"
"Runx1"	1.43087253848924e-21	0.322751966180071	0.373	0.311	4.74720582094576e-17	"Neutrophil"	"Runx1"
"Zfp263"	3.41482821348952e-21	0.264378120222264	0.247	0.17	1.13293755638942e-16	"Neutrophil"	"Zfp263"
"Hnrnpa0"	4.15396378047298e-21	0.281362187501748	0.294	0.221	1.37816056344752e-16	"Neutrophil"	"Hnrnpa0"
"Tuba1a"	7.20428008095089e-21	0.360469525419749	0.415	0.369	2.39016400245708e-16	"Neutrophil"	"Tuba1a"
"Cdc42se1"	2.15657479467263e-20	0.310323937075525	0.464	0.435	7.15486819628537e-16	"Neutrophil"	"Cdc42se1"
"Hif1a"	2.29616414230329e-20	0.281171131157545	0.559	0.55	7.61798377491964e-16	"Neutrophil"	"Hif1a"
"Rnf167"	3.24557778004245e-20	0.274963714602036	0.247	0.176	1.07678534008468e-15	"Neutrophil"	"Rnf167"
"BC005537"	3.70958620907175e-20	0.309428390945153	0.542	0.543	1.23072941658373e-15	"Neutrophil"	"BC005537"
"Akap13"	3.98803364620107e-20	0.327666698554685	0.435	0.401	1.32310992280013e-15	"Neutrophil"	"Akap13"
"Tnfaip8"	8.92665281303772e-20	0.389628613960979	0.482	0.486	2.96159560378152e-15	"Neutrophil"	"Tnfaip8"
"Ccl3"	2.04673420959388e-19	0.724948635690062	0.615	0.607	6.79045008716962e-15	"Neutrophil"	"Ccl3"
"Pfkfb3"	3.96943927449166e-19	0.333275710336003	0.252	0.186	1.3169408680981e-14	"Neutrophil"	"Pfkfb3"
"Malt1"	5.16609421717618e-19	0.298224973461691	0.181	0.116	1.71395507843254e-14	"Neutrophil"	"Malt1"
"H2-T23"	5.98935961378637e-19	0.256370690377944	0.317	0.248	1.9870898390659e-14	"Neutrophil"	"H2-T23"
"Nckap1l"	6.10093421282863e-19	0.311092964914481	0.35	0.303	2.02410694379016e-14	"Neutrophil"	"Nckap1l"
"Ezr"	8.03237616856513e-19	0.390015401953441	0.451	0.421	2.66490144144485e-14	"Neutrophil"	"Ezr"
"Fgd4"	8.36118213731672e-19	0.278511949155754	0.226	0.162	2.77398939769757e-14	"Neutrophil"	"Fgd4"
"Itch"	9.77704706235547e-19	0.288560252134325	0.255	0.189	3.24373090387768e-14	"Neutrophil"	"Itch"
"Furin"	1.10371091624747e-18	0.266474994494761	0.488	0.454	3.66178170683423e-14	"Neutrophil"	"Furin"
"Atp6v1e1"	1.50469808597087e-18	0.296940184217217	0.703	0.769	4.99213683982555e-14	"Neutrophil"	"Atp6v1e1"
"Gls"	1.76322441575395e-18	0.317244929461489	0.279	0.217	5.84984964414687e-14	"Neutrophil"	"Gls"
"Hspa4l"	2.29155765239142e-18	0.30641124453433	0.148	0.09	7.602700823339e-14	"Neutrophil"	"Hspa4l"
"Wdr1"	2.8723884124944e-18	0.267346404834596	0.577	0.599	9.52972303613266e-14	"Neutrophil"	"Wdr1"
"Hnrnph2"	3.22903899166494e-18	0.316356665275233	0.435	0.405	1.07129826626468e-13	"Neutrophil"	"Hnrnph2"
"Ist1"	4.12857398418268e-18	0.271509819318082	0.328	0.268	1.36973699073229e-13	"Neutrophil"	"Ist1"
"Celf2"	8.1487196310987e-18	0.349895459087613	0.492	0.503	2.70350071200961e-13	"Neutrophil"	"Celf2"
"Kif1b"	8.52919393520086e-18	0.262166239045052	0.194	0.132	2.82973067188159e-13	"Neutrophil"	"Kif1b"
"Ppp1cb"	1.21001017934812e-17	0.289787067662838	0.437	0.408	4.01445077202327e-13	"Neutrophil"	"Ppp1cb"
"Cyb5r4"	1.24325447859895e-17	0.316531768200793	0.423	0.403	4.12474538364774e-13	"Neutrophil"	"Cyb5r4"
"Rab32"	2.20948926856125e-17	0.33830528029761	0.505	0.512	7.33042254630565e-13	"Neutrophil"	"Rab32"
"Tbc1d15"	3.24664587115205e-17	0.292892899181374	0.244	0.184	1.07713970067212e-12	"Neutrophil"	"Tbc1d15"
"Rlim"	4.31549433403354e-17	0.263832272041816	0.256	0.194	1.43175155520231e-12	"Neutrophil"	"Rlim"
"Rhoh"	8.18471912857683e-17	0.284253946026188	0.263	0.203	2.71544426528793e-12	"Neutrophil"	"Rhoh"
"Ppp4r3b"	9.35667414594719e-17	0.258528375189539	0.257	0.197	3.1042637814009e-12	"Neutrophil"	"Ppp4r3b"
"Ly6a"	1.07781288186669e-16	0.36422934440729	0.24	0.172	3.57585979816911e-12	"Neutrophil"	"Ly6a"
"Ncf4"	1.18872768384707e-16	0.310392628248727	0.528	0.528	3.94384183669942e-12	"Neutrophil"	"Ncf4"
"Kmt5a"	1.32291261162357e-16	0.297411359188385	0.31	0.257	4.3890271715835e-12	"Neutrophil"	"Kmt5a"
"Ddit3"	4.72043105973915e-16	0.270401515334502	0.313	0.254	1.56609741268966e-11	"Neutrophil"	"Ddit3"
"Tra2a"	4.94925830485904e-16	0.33400867626076	0.423	0.397	1.64201542780308e-11	"Neutrophil"	"Tra2a"
"Srpk2"	6.23376964798706e-16	0.291766391305002	0.34	0.294	2.06817775611267e-11	"Neutrophil"	"Srpk2"
"Rela"	1.23078219002373e-15	0.255522860698664	0.243	0.184	4.08336607184172e-11	"Neutrophil"	"Rela"
"Zfp131"	1.44936656359678e-15	0.28095610358347	0.219	0.162	4.80856344804505e-11	"Neutrophil"	"Zfp131"
"Cdk6"	2.7289760246579e-15	0.325919348884465	0.286	0.232	9.05392375700751e-11	"Neutrophil"	"Cdk6"
"Cdk9"	3.3554189299964e-15	0.285861071077892	0.335	0.293	1.11322733840491e-10	"Neutrophil"	"Cdk9"
"H4c9"	5.01856377896683e-15	0.279662910492838	0.12	0.072	1.66500890494783e-10	"Neutrophil"	"H4c9"
"Tgfb1"	5.94307723962313e-15	0.333884519945056	0.362	0.321	1.97173473578977e-10	"Neutrophil"	"Tgfb1"
"Lims1"	1.4884280052103e-14	0.320666573294334	0.392	0.37	4.93815759288622e-10	"Neutrophil"	"Lims1"
"Ly6c1"	2.89068013262766e-14	0.464147296162907	0.21	0.153	9.59040947601879e-10	"Neutrophil"	"Ly6c1"
"Phip"	3.04771580494217e-14	0.294701741832586	0.264	0.213	1.01114067260566e-09	"Neutrophil"	"Phip"
"Nadk"	7.16693144462059e-14	0.324288958434195	0.35	0.319	2.37777284538177e-09	"Neutrophil"	"Nadk"
"Mindy2"	1.63623163702622e-13	0.297220556956255	0.279	0.233	5.42852570216189e-09	"Neutrophil"	"Mindy2"
"Ankrd11"	4.21551807029419e-13	0.28305828232554	0.373	0.345	1.3985824301815e-08	"Neutrophil"	"Ankrd11"
"Csrnp1"	4.4205128273974e-13	0.401068334009711	0.35	0.318	1.46659354074564e-08	"Neutrophil"	"Csrnp1"
"Sirpb1b"	5.85209345859355e-13	0.268556520273907	0.248	0.191	1.94154904675758e-08	"Neutrophil"	"Sirpb1b"
"Plscr1"	6.76893716445883e-13	0.317727344836704	0.212	0.163	2.2457302830525e-08	"Neutrophil"	"Plscr1"
"Atg3"	4.67713327714154e-12	0.282199977801813	0.44	0.426	1.55173250735725e-07	"Neutrophil"	"Atg3"
"Cyp4f18"	8.23643449555434e-12	0.381378554501654	0.502	0.509	2.73260187259006e-07	"Neutrophil"	"Cyp4f18"
"Clu"	1.19803281235717e-11	0.302711597450466	0.146	0.1	3.97471346155737e-07	"Neutrophil"	"Clu"
"Cript"	1.50083739377976e-11	0.261401519572881	0.52	0.55	4.9793282213431e-07	"Neutrophil"	"Cript"
"Slc31a2"	1.53980198379523e-11	0.303078718267715	0.339	0.31	5.10860104163745e-07	"Neutrophil"	"Slc31a2"
"Efhd2"	1.5625559214833e-11	0.268531988852428	0.661	0.759	5.18409178070514e-07	"Neutrophil"	"Efhd2"
"Cab39"	1.60892111907177e-11	0.259945755303438	0.346	0.322	5.33791759674442e-07	"Neutrophil"	"Cab39"
"Arhgap45"	6.49212967478517e-11	0.276134224793097	0.387	0.372	2.15389386220348e-06	"Neutrophil"	"Arhgap45"
"Flt1"	8.17708634357143e-11	0.324414885075264	0.109	0.07	2.71291193620669e-06	"Neutrophil"	"Flt1"
"Bbip1"	1.43761807366255e-10	0.251157511341295	0.474	0.492	4.76958548299025e-06	"Neutrophil"	"Bbip1"
"Irak2"	2.67641118988844e-10	0.30225236467467	0.347	0.326	8.87952940469287e-06	"Neutrophil"	"Irak2"
"Tiparp"	1.03171171066717e-09	0.326384201974989	0.343	0.316	3.42290994248048e-05	"Neutrophil"	"Tiparp"
"Dock2"	1.65139099779263e-09	0.25388438737292	0.304	0.279	5.47881991337661e-05	"Neutrophil"	"Dock2"
"Baz1a"	3.55288290965368e-09	0.263526929545081	0.329	0.305	0.00011787399629358	"Neutrophil"	"Baz1a"
"Washc2"	7.34615174808485e-09	0.25842307701804	0.279	0.252	0.000243723276546211	"Neutrophil"	"Washc2"
"Abhd2"	8.14914769573983e-09	0.26769904265097	0.164	0.124	0.00027036427310156	"Neutrophil"	"Abhd2"
"Nipbl"	9.54235753256075e-09	0.260923077471651	0.324	0.308	0.000316586795857768	"Neutrophil"	"Nipbl"
"Dph3"	9.69457225469353e-09	0.284448542782534	0.4	0.403	0.000321636823693967	"Neutrophil"	"Dph3"
"Pdcd6ip"	2.04942032655184e-08	0.256356052363385	0.396	0.406	0.000679936181740104	"Neutrophil"	"Pdcd6ip"
