""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Gm26532"	4.96720083389325e-34	0.253214514267153	0.227	0.177	1.64796822066076e-29	"Homeostatic Microglia"	"Gm26532"
"Map3k8"	9.26406476036296e-34	0.266834277690994	0.42	0.405	3.07353876554562e-29	"Homeostatic Microglia"	"Map3k8"
"Tm6sf1"	1.59571646177493e-33	0.250773402111457	0.429	0.415	5.29410850523069e-29	"Homeostatic Microglia"	"Tm6sf1"
"Ptprc"	1.32719926694759e-32	0.253406713117829	0.552	0.595	4.40324900795202e-28	"Homeostatic Microglia"	"Ptprc"
"Hes1"	1.45699935488689e-32	0.380266918012647	0.361	0.325	4.83388675970823e-28	"Homeostatic Microglia"	"Hes1"
"Zfand5"	6.64568527464202e-32	0.298314763404647	0.601	0.622	2.20483900356798e-27	"Homeostatic Microglia"	"Zfand5"
"Rpl23a-ps3"	3.57535125602735e-30	0.330407983717104	0.421	0.381	1.18619428621219e-25	"Homeostatic Microglia"	"Rpl23a-ps3"
"Runx1"	1.29088110924418e-29	0.264866568279942	0.461	0.472	4.28275625613942e-25	"Homeostatic Microglia"	"Runx1"
"Gadd45g"	3.219204568983e-28	0.371509287709661	0.277	0.235	1.06803549985149e-23	"Homeostatic Microglia"	"Gadd45g"
"Tent5a"	6.37063648656509e-28	0.256764273426389	0.284	0.242	2.1135860671477e-23	"Homeostatic Microglia"	"Tent5a"
"Rsrc2"	6.61970628016591e-28	0.256623863108055	0.51	0.542	2.19621995257064e-23	"Homeostatic Microglia"	"Rsrc2"
"Mylip"	4.65865940670729e-27	0.268364502769679	0.469	0.485	1.54560343136328e-22	"Homeostatic Microglia"	"Mylip"
"Fam102b"	4.97632310975044e-27	0.254073970970985	0.366	0.35	1.6509947181219e-22	"Homeostatic Microglia"	"Fam102b"
"ENSMUSG00000097423"	1.29806710496339e-26	0.313568432789219	0.19	0.148	4.30659723413704e-22	"Homeostatic Microglia"	"ENSMUSG00000097423"
"ENSMUSG00000098178"	3.91082752409912e-25	0.260821946365334	0.492	0.488	1.29749524767037e-20	"Homeostatic Microglia"	"ENSMUSG00000098178"
"Tnpo3"	2.87278159580929e-21	0.256326998378422	0.423	0.42	9.53102750041649e-17	"Homeostatic Microglia"	"Tnpo3"
"Cebpa"	4.90509869758149e-21	0.252284940310877	0.431	0.429	1.62736459489661e-16	"Homeostatic Microglia"	"Cebpa"
"Bhlhe41"	1.73446723422244e-20	0.254812444910376	0.46	0.459	5.75444194297978e-16	"Homeostatic Microglia"	"Bhlhe41"
"Adamts1"	2.53891207627813e-20	0.438687128085314	0.348	0.326	8.42334859546795e-16	"Homeostatic Microglia"	"Adamts1"
"Nktr"	3.07591963992472e-20	0.255916952453869	0.44	0.46	1.02049785893783e-15	"Homeostatic Microglia"	"Nktr"
"Dnaja1"	5.58274150950281e-19	0.299568773487234	0.636	0.712	1.85218615060775e-14	"Homeostatic Microglia"	"Dnaja1"
"Hsp90aa1"	1.62491108516277e-17	0.323059468245949	0.738	0.816	5.39096750724452e-13	"Homeostatic Microglia"	"Hsp90aa1"
"Mcl1"	2.15446053966719e-17	0.27864252946088	0.681	0.775	7.14785373245383e-13	"Homeostatic Microglia"	"Mcl1"
"Dennd4a"	2.86987190713174e-16	0.279944412557355	0.449	0.473	9.52137402629097e-12	"Homeostatic Microglia"	"Dennd4a"
"Tmx4"	9.38761726145183e-16	0.25398557319824	0.242	0.218	3.11452977883187e-11	"Homeostatic Microglia"	"Tmx4"
"Brd2"	1.54465179092815e-12	0.252435819089695	0.458	0.501	5.12469124676232e-08	"Homeostatic Microglia"	"Brd2"
"Dnajb1"	9.58294955848853e-12	0.359335110028347	0.427	0.452	3.17933517501974e-07	"Homeostatic Microglia"	"Dnajb1"
"Fosb"	1.24020596753786e-06	0.453939956121762	0.326	0.341	0.0411463133850036	"Homeostatic Microglia"	"Fosb"
"Il1b"	0	0.946346505689987	0.633	0.349	0	"Inflammatory Microglia"	"Il1b"
"Apoe"	0	0.745166291649195	0.915	0.815	0	"Inflammatory Microglia"	"Apoe"
"Igf1"	0	0.542512925070796	0.474	0.218	0	"Inflammatory Microglia"	"Igf1"
"Cd14"	0	0.48521007777377	0.939	0.806	0	"Inflammatory Microglia"	"Cd14"
"Bcl2a1b"	0	0.45881577842536	0.972	0.883	0	"Inflammatory Microglia"	"Bcl2a1b"
"Bcl2a1d"	0	0.452380228706058	0.741	0.5	0	"Inflammatory Microglia"	"Bcl2a1d"
"Cd63"	0	0.32820133626128	0.989	0.933	0	"Inflammatory Microglia"	"Cd63"
"Ctsb"	0	0.306782707020154	0.996	0.987	0	"Inflammatory Microglia"	"Ctsb"
"Bcl2a1a"	2.39913786820997e-259	0.426437010106603	0.73	0.524	7.95961970536023e-255	"Inflammatory Microglia"	"Bcl2a1a"
"Tlr2"	6.91197071810366e-258	0.334723942043117	0.895	0.722	2.29318452514525e-253	"Inflammatory Microglia"	"Tlr2"
"Cxcl16"	9.66839601246426e-258	0.349946594275218	0.802	0.592	3.20768374505527e-253	"Inflammatory Microglia"	"Cxcl16"
"Spp1"	5.99166819707117e-256	0.266845814986236	0.882	0.741	1.9878557577423e-251	"Inflammatory Microglia"	"Spp1"
"Apoc4"	2.90794402119697e-253	0.504631730318772	0.271	0.097	9.6476858791252e-249	"Inflammatory Microglia"	"Apoc4"
"Tyrobp"	5.48138497133986e-247	0.268712974351466	0.993	0.992	1.81855909194142e-242	"Inflammatory Microglia"	"Tyrobp"
"Cd83"	1.02849792144121e-233	0.279647579989444	0.948	0.814	3.41224755396551e-229	"Inflammatory Microglia"	"Cd83"
"Rab20"	2.23712229229893e-226	0.292033433047372	0.753	0.544	7.42210062916015e-222	"Inflammatory Microglia"	"Rab20"
"Cst7"	1.06994277548424e-221	0.490305177609681	0.589	0.388	3.54974914622406e-217	"Inflammatory Microglia"	"Cst7"
"Cd9"	1.79271959672256e-219	0.285068219246747	0.99	0.966	5.94770580604643e-215	"Inflammatory Microglia"	"Cd9"
"Apoc1"	9.12074152588611e-214	0.798616576686468	0.4	0.208	3.02598841604323e-209	"Inflammatory Microglia"	"Apoc1"
"Cxcl2"	1.51011574373625e-211	0.666079664385463	0.62	0.419	5.01011100299375e-207	"Inflammatory Microglia"	"Cxcl2"
"Anxa5"	1.09465922983686e-210	0.261830193445705	0.751	0.522	3.63175092682975e-206	"Inflammatory Microglia"	"Anxa5"
"Plaur"	4.10541403368918e-207	0.303553391808908	0.588	0.384	1.36205321395706e-202	"Inflammatory Microglia"	"Plaur"
"Lpl"	9.99890227255852e-207	0.481416913616654	0.672	0.465	3.31733580696674e-202	"Inflammatory Microglia"	"Lpl"
"Pld3"	1.40317494253115e-200	0.33528356758495	0.756	0.572	4.6553135068356e-196	"Inflammatory Microglia"	"Pld3"
"Lyz2"	5.10217684209015e-194	0.558500262479539	0.943	0.87	1.69274921090025e-189	"Inflammatory Microglia"	"Lyz2"
"Gm1673"	1.64532700550404e-193	0.323516674961497	0.442	0.251	5.45870140616075e-189	"Inflammatory Microglia"	"Gm1673"
"Ctsd"	1.52510555322362e-185	0.33959658229414	0.994	0.987	5.05984269393002e-181	"Inflammatory Microglia"	"Ctsd"
"Cd52"	2.34942183842482e-185	0.292637078555331	0.967	0.922	7.79467683334203e-181	"Inflammatory Microglia"	"Cd52"
"Arl5c"	8.61335763741788e-176	0.329159339140484	0.56	0.366	2.85765366336613e-171	"Inflammatory Microglia"	"Arl5c"
"Crip1"	2.34818935812525e-167	0.307453183909405	0.596	0.397	7.79058783345216e-163	"Inflammatory Microglia"	"Crip1"
"Wfdc17"	3.79266191290111e-151	0.29531480800267	0.597	0.411	1.2582914428432e-146	"Inflammatory Microglia"	"Wfdc17"
"Gadd45b"	2.50253627250528e-147	0.250140265730914	0.803	0.629	8.30266459129077e-143	"Inflammatory Microglia"	"Gadd45b"
"Syngr1"	4.19451762611653e-145	0.278141101789504	0.907	0.834	1.39161511281668e-140	"Inflammatory Microglia"	"Syngr1"
"Cdkn1a"	1.02092764782296e-141	0.321763965357071	0.681	0.516	3.38713165718223e-137	"Inflammatory Microglia"	"Cdkn1a"
"Tnfaip2"	8.34956916551273e-132	0.277703454057823	0.368	0.222	2.77013656204216e-127	"Inflammatory Microglia"	"Tnfaip2"
"Sdc4"	3.38877227604224e-124	0.479306788486944	0.572	0.422	1.12429297802253e-119	"Inflammatory Microglia"	"Sdc4"
"Slfn2"	1.8877966310846e-122	0.271315861840753	0.749	0.603	6.26314288294939e-118	"Inflammatory Microglia"	"Slfn2"
"Pim1"	4.1047925517639e-116	0.270827731013394	0.544	0.391	1.36184702489871e-111	"Inflammatory Microglia"	"Pim1"
"Ptgs2"	2.51779008681865e-96	0.292678699707935	0.238	0.128	8.35327217103825e-92	"Inflammatory Microglia"	"Ptgs2"
"Il1a"	1.75439799427341e-92	0.306114125185725	0.677	0.539	5.8205662256009e-88	"Inflammatory Microglia"	"Il1a"
"Ms4a7"	1.74672224276204e-88	0.273176043974703	0.201	0.106	5.79510038481163e-84	"Inflammatory Microglia"	"Ms4a7"
"Tnfsf9"	1.06052365784522e-84	0.332104071217158	0.38	0.261	3.51849933963309e-80	"Inflammatory Microglia"	"Tnfsf9"
"Timp2"	2.050770035266e-58	0.287869276165658	0.832	0.747	6.80383974600201e-54	"Inflammatory Microglia"	"Timp2"
"Plp1"	2.40954226277168e-08	0.332132914532824	0.196	0.223	0.00079941383651976	"Inflammatory Microglia"	"Plp1"
"Stmn1"	0	1.36349668713434	0.76	0.331	0	"Dividing Microglia"	"Stmn1"
"Tuba1b"	0	1.05825084764096	0.985	0.835	0	"Dividing Microglia"	"Tuba1b"
"Pclaf"	0	1.03292597614023	0.45	0.031	0	"Dividing Microglia"	"Pclaf"
"H2az1"	0	0.986032858484408	0.967	0.9	0	"Dividing Microglia"	"H2az1"
"Hmgb2"	0	0.980713451249208	0.802	0.499	0	"Dividing Microglia"	"Hmgb2"
"Birc5"	0	0.950593242527512	0.411	0.047	0	"Dividing Microglia"	"Birc5"
"Ube2c"	0	0.933084395017425	0.34	0.062	0	"Dividing Microglia"	"Ube2c"
"Tubb5"	0	0.925315100105481	0.975	0.849	0	"Dividing Microglia"	"Tubb5"
"Ran"	0	0.834069733628248	0.985	0.725	0	"Dividing Microglia"	"Ran"
"Cks1b"	0	0.833154645537605	0.653	0.142	0	"Dividing Microglia"	"Cks1b"
"Ranbp1"	0	0.825967607782049	0.953	0.619	0	"Dividing Microglia"	"Ranbp1"
"Top2a"	0	0.808079480856442	0.371	0.019	0	"Dividing Microglia"	"Top2a"
"Cdk1"	0	0.710817075512799	0.455	0.069	0	"Dividing Microglia"	"Cdk1"
"Cenpa"	0	0.69715397652843	0.348	0.084	0	"Dividing Microglia"	"Cenpa"
"Cdca3"	0	0.647429104000404	0.364	0.047	0	"Dividing Microglia"	"Cdca3"
"Pbk"	0	0.629625205456275	0.329	0.01	0	"Dividing Microglia"	"Pbk"
"Selenoh"	0	0.625235667037843	0.75	0.407	0	"Dividing Microglia"	"Selenoh"
"Hmgn2"	0	0.624504092710857	0.83	0.453	0	"Dividing Microglia"	"Hmgn2"
"Smc2"	0	0.620575393960192	0.527	0.096	0	"Dividing Microglia"	"Smc2"
"Nme1"	0	0.617075400049735	0.941	0.629	0	"Dividing Microglia"	"Nme1"
"Eif5a"	0	0.606919317939747	0.985	0.849	0	"Dividing Microglia"	"Eif5a"
"Tubb4b"	0	0.60675554999315	0.632	0.298	0	"Dividing Microglia"	"Tubb4b"
"Anp32b"	0	0.597180261052622	0.804	0.456	0	"Dividing Microglia"	"Anp32b"
"Snrpd1"	0	0.595996275638241	0.856	0.442	0	"Dividing Microglia"	"Snrpd1"
"Hmgb1"	0	0.587403544776928	0.957	0.852	0	"Dividing Microglia"	"Hmgb1"
"Tagln2"	0	0.58422079381	0.916	0.589	0	"Dividing Microglia"	"Tagln2"
"Cdca8"	0	0.582304631327493	0.381	0.035	0	"Dividing Microglia"	"Cdca8"
"Smc4"	0	0.57988745577257	0.453	0.089	0	"Dividing Microglia"	"Smc4"
"Rrm2"	0	0.574855131950144	0.324	0.012	0	"Dividing Microglia"	"Rrm2"
"Tipin"	0	0.572633754760966	0.615	0.138	0	"Dividing Microglia"	"Tipin"
"Hint1"	0	0.571637408625727	0.983	0.857	0	"Dividing Microglia"	"Hint1"
"Mif"	0	0.567285862543583	0.971	0.79	0	"Dividing Microglia"	"Mif"
"Ptma"	0	0.559488799717158	0.999	0.983	0	"Dividing Microglia"	"Ptma"
"Gapdh"	0	0.556079505996196	0.999	0.949	0	"Dividing Microglia"	"Gapdh"
"Lig1"	0	0.551488050118262	0.465	0.064	0	"Dividing Microglia"	"Lig1"
"Hmgn1"	0	0.549632820405091	0.929	0.666	0	"Dividing Microglia"	"Hmgn1"
"Mcm5"	0	0.545417722284084	0.54	0.06	0	"Dividing Microglia"	"Mcm5"
"Cenpf"	0	0.541219189054484	0.255	0.014	0	"Dividing Microglia"	"Cenpf"
"Lsm2"	0	0.539788342298592	0.701	0.266	0	"Dividing Microglia"	"Lsm2"
"Dctpp1"	0	0.538391184561478	0.779	0.377	0	"Dividing Microglia"	"Dctpp1"
"Mki67"	0	0.537820951940417	0.319	0.016	0	"Dividing Microglia"	"Mki67"
"Ccnb2"	0	0.535945125197208	0.304	0.05	0	"Dividing Microglia"	"Ccnb2"
"Rps27l"	0	0.532857620847748	0.973	0.788	0	"Dividing Microglia"	"Rps27l"
"Pcna"	0	0.530049909680497	0.724	0.366	0	"Dividing Microglia"	"Pcna"
"Dtymk"	0	0.52968799972879	0.672	0.227	0	"Dividing Microglia"	"Dtymk"
"Tk1"	0	0.523992678756292	0.355	0.022	0	"Dividing Microglia"	"Tk1"
"Ldha"	0	0.522004372350661	0.959	0.765	0	"Dividing Microglia"	"Ldha"
"H2ax"	0	0.521137053593207	0.434	0.132	0	"Dividing Microglia"	"H2ax"
"Banf1"	0	0.520422122068768	0.804	0.395	0	"Dividing Microglia"	"Banf1"
"Atp5g1"	0	0.518402288234666	0.959	0.748	0	"Dividing Microglia"	"Atp5g1"
"Mcm6"	0	0.517664856361928	0.518	0.082	0	"Dividing Microglia"	"Mcm6"
"Nap1l1"	0	0.515802865234292	0.844	0.515	0	"Dividing Microglia"	"Nap1l1"
"Nudc"	0	0.513959146072681	0.859	0.511	0	"Dividing Microglia"	"Nudc"
"Tmpo"	0	0.491153318050092	0.575	0.191	0	"Dividing Microglia"	"Tmpo"
"Dek"	0	0.489297507118654	0.791	0.44	0	"Dividing Microglia"	"Dek"
"Nusap1"	0	0.485530563756546	0.264	0.006	0	"Dividing Microglia"	"Nusap1"
"Phgdh"	0	0.484320173532911	0.82	0.514	0	"Dividing Microglia"	"Phgdh"
"Nucks1"	0	0.480343264955868	0.749	0.39	0	"Dividing Microglia"	"Nucks1"
"Txn1"	0	0.477764813201336	0.914	0.637	0	"Dividing Microglia"	"Txn1"
"Dut"	0	0.475885570709383	0.435	0.054	0	"Dividing Microglia"	"Dut"
"Cdc20"	0	0.475158475612778	0.266	0.021	0	"Dividing Microglia"	"Cdc20"
"Mcm3"	0	0.474108938619266	0.572	0.181	0	"Dividing Microglia"	"Mcm3"
"Lsm5"	0	0.469999867083459	0.77	0.382	0	"Dividing Microglia"	"Lsm5"
"Gmnn"	0	0.4678180107358	0.467	0.071	0	"Dividing Microglia"	"Gmnn"
"Racgap1"	0	0.466076882824401	0.329	0.027	0	"Dividing Microglia"	"Racgap1"
"Ciao2a"	0	0.465176077477646	0.854	0.533	0	"Dividing Microglia"	"Ciao2a"
"Ccnb1"	0	0.462328471002404	0.268	0.013	0	"Dividing Microglia"	"Ccnb1"
"Dnajc9"	0	0.461484798270408	0.521	0.098	0	"Dividing Microglia"	"Dnajc9"
"Ccna2"	0	0.457759685904495	0.308	0.012	0	"Dividing Microglia"	"Ccna2"
"Cdk4"	0	0.456855028895556	0.824	0.49	0	"Dividing Microglia"	"Cdk4"
"Snrpe"	0	0.448694676823297	0.909	0.636	0	"Dividing Microglia"	"Snrpe"
"Ppia"	0	0.448256011275554	1	0.994	0	"Dividing Microglia"	"Ppia"
"Spc24"	0	0.444471467917763	0.344	0.028	0	"Dividing Microglia"	"Spc24"
"Ccdc34"	0	0.443598753836463	0.529	0.163	0	"Dividing Microglia"	"Ccdc34"
"Cox5a"	0	0.442802648388332	0.931	0.716	0	"Dividing Microglia"	"Cox5a"
"Prc1"	0	0.441566732318953	0.252	0.008	0	"Dividing Microglia"	"Prc1"
"Mrpl18"	0	0.436777977770482	0.737	0.378	0	"Dividing Microglia"	"Mrpl18"
"Tyms"	0	0.436477618239083	0.471	0.095	0	"Dividing Microglia"	"Tyms"
"Pmf1"	0	0.42684839486667	0.508	0.122	0	"Dividing Microglia"	"Pmf1"
"Mcm7"	0	0.424939638887998	0.453	0.061	0	"Dividing Microglia"	"Mcm7"
"Atpif1"	0	0.420104569106954	0.96	0.811	0	"Dividing Microglia"	"Atpif1"
"Mrpl42"	0	0.419034446596781	0.812	0.47	0	"Dividing Microglia"	"Mrpl42"
"Tmsb4x"	0	0.418593026333046	1	1	0	"Dividing Microglia"	"Tmsb4x"
"Gins2"	0	0.417109948572338	0.454	0.066	0	"Dividing Microglia"	"Gins2"
"Ddx39"	0	0.415547848602021	0.668	0.297	0	"Dividing Microglia"	"Ddx39"
"Sumo2"	0	0.411412080296589	0.945	0.819	0	"Dividing Microglia"	"Sumo2"
"Psat1"	0	0.410519292074816	0.742	0.39	0	"Dividing Microglia"	"Psat1"
"Spc25"	0	0.404871434789844	0.302	0.019	0	"Dividing Microglia"	"Spc25"
"Tpx2"	0	0.402459374800255	0.281	0.014	0	"Dividing Microglia"	"Tpx2"
"Siva1"	0	0.397631039526631	0.579	0.232	0	"Dividing Microglia"	"Siva1"
"Asf1b"	0	0.39527860307581	0.353	0.025	0	"Dividing Microglia"	"Asf1b"
"Eif1ad"	0	0.386271941645075	0.609	0.265	0	"Dividing Microglia"	"Eif1ad"
"Fen1"	0	0.380027907488322	0.47	0.105	0	"Dividing Microglia"	"Fen1"
"Knstrn"	0	0.376841634987807	0.324	0.055	0	"Dividing Microglia"	"Knstrn"
"Mcm2"	0	0.373390383426573	0.411	0.065	0	"Dividing Microglia"	"Mcm2"
"Rrm1"	0	0.365317802873924	0.413	0.064	0	"Dividing Microglia"	"Rrm1"
"Hat1"	0	0.360599303463103	0.532	0.181	0	"Dividing Microglia"	"Hat1"
"Ezh2"	0	0.360483916632626	0.396	0.065	0	"Dividing Microglia"	"Ezh2"
"Tacc3"	0	0.355802595382886	0.328	0.039	0	"Dividing Microglia"	"Tacc3"
"Sae1"	0	0.353684555950035	0.551	0.191	0	"Dividing Microglia"	"Sae1"
"Cenpe"	0	0.353111459110722	0.255	0.013	0	"Dividing Microglia"	"Cenpe"
"Rfc2"	0	0.352730394043209	0.588	0.238	0	"Dividing Microglia"	"Rfc2"
"Lockd"	0	0.351335308712469	0.264	0.02	0	"Dividing Microglia"	"Lockd"
"Rps2"	0	0.347556890402374	0.999	0.988	0	"Dividing Microglia"	"Rps2"
"Rpa2"	0	0.335190687741873	0.404	0.069	0	"Dividing Microglia"	"Rpa2"
"Cbx5"	0	0.330257559155219	0.462	0.119	0	"Dividing Microglia"	"Cbx5"
"Hells"	0	0.329847711795173	0.318	0.027	0	"Dividing Microglia"	"Hells"
"Cdkn3"	0	0.328792164099409	0.243	0.03	0	"Dividing Microglia"	"Cdkn3"
"Shmt2"	0	0.328459231972462	0.482	0.173	0	"Dividing Microglia"	"Shmt2"
"Syce2"	0	0.328038849167365	0.401	0.095	0	"Dividing Microglia"	"Syce2"
"Exosc8"	0	0.317579383805657	0.585	0.242	0	"Dividing Microglia"	"Exosc8"
"Cmc2"	0	0.316674014235965	0.449	0.142	0	"Dividing Microglia"	"Cmc2"
"Incenp"	0	0.314750382969622	0.347	0.068	0	"Dividing Microglia"	"Incenp"
"Aurkb"	0	0.310201134863735	0.264	0.014	0	"Dividing Microglia"	"Aurkb"
"Rangap1"	0	0.30522675175233	0.491	0.177	0	"Dividing Microglia"	"Rangap1"
"Pole3"	0	0.293028722622586	0.491	0.174	0	"Dividing Microglia"	"Pole3"
"Hmmr"	0	0.292921096975959	0.201	0.007	0	"Dividing Microglia"	"Hmmr"
"Cenpm"	0	0.285901994679661	0.276	0.02	0	"Dividing Microglia"	"Cenpm"
"Pimreg"	0	0.284956380471698	0.216	0.007	0	"Dividing Microglia"	"Pimreg"
"Orc6"	0	0.283666282099009	0.38	0.086	0	"Dividing Microglia"	"Orc6"
"Uhrf1"	0	0.283499571013925	0.293	0.018	0	"Dividing Microglia"	"Uhrf1"
"Rad51ap1"	0	0.281397667737578	0.268	0.006	0	"Dividing Microglia"	"Rad51ap1"
"Tcf19"	0	0.277442317833345	0.251	0.019	0	"Dividing Microglia"	"Tcf19"
"Rfc4"	0	0.276744141537161	0.337	0.06	0	"Dividing Microglia"	"Rfc4"
"Cenpw"	0	0.272635350165965	0.304	0.034	0	"Dividing Microglia"	"Cenpw"
"Rfc5"	0	0.272092330607869	0.357	0.052	0	"Dividing Microglia"	"Rfc5"
"Atad2"	0	0.268098641917668	0.317	0.061	0	"Dividing Microglia"	"Atad2"
"Ung"	0	0.266851451536217	0.262	0.031	0	"Dividing Microglia"	"Ung"
"Jpt2"	0	0.261869514304901	0.431	0.14	0	"Dividing Microglia"	"Jpt2"
"Tubg1"	0	0.259017831151669	0.385	0.104	0	"Dividing Microglia"	"Tubg1"
"Plk1"	0	0.257755769427008	0.2	0.006	0	"Dividing Microglia"	"Plk1"
"Mcm4"	0	0.257536693821864	0.323	0.052	0	"Dividing Microglia"	"Mcm4"
"Ckap2l"	0	0.257530657847022	0.241	0.027	0	"Dividing Microglia"	"Ckap2l"
"Pold2"	0	0.257106478428121	0.384	0.11	0	"Dividing Microglia"	"Pold2"
"Haus4"	0	0.254537647155482	0.339	0.061	0	"Dividing Microglia"	"Haus4"
"Usp1"	1.27701870749641e-307	0.266007562140612	0.378	0.117	4.23676496586083e-303	"Dividing Microglia"	"Usp1"
"Snrpb"	1.16244962408643e-306	0.388822514149367	0.932	0.761	3.85665911783155e-302	"Dividing Microglia"	"Snrpb"
"Pkm"	1.0041482680691e-304	0.363967829662567	0.979	0.827	3.33146270897286e-300	"Dividing Microglia"	"Pkm"
"Pa2g4"	2.96952739561081e-303	0.507009468593032	0.737	0.391	9.85200104041797e-299	"Dividing Microglia"	"Pa2g4"
"Cycs"	3.91239183684035e-302	0.497544234932509	0.886	0.588	1.29801423970852e-297	"Dividing Microglia"	"Cycs"
"Cks2"	5.31419484848453e-301	0.574017635434462	0.665	0.346	1.76309042488171e-296	"Dividing Microglia"	"Cks2"
"Impdh2"	1.3951634603477e-298	0.468071490962538	0.776	0.432	4.62873381239555e-294	"Dividing Microglia"	"Impdh2"
"Ube2s"	4.27856561571216e-297	0.6081502049123	0.826	0.578	1.41949971432482e-292	"Dividing Microglia"	"Ube2s"
"Nasp"	9.12425027477724e-293	0.311027738915841	0.526	0.211	3.02715251366285e-288	"Dividing Microglia"	"Nasp"
"Serbp1"	1.25362426435653e-291	0.421223768601744	0.963	0.814	4.15914922185566e-287	"Dividing Microglia"	"Serbp1"
"Ndufa4"	9.16192565843778e-291	0.396811419567122	0.951	0.786	3.0396520756999e-286	"Dividing Microglia"	"Ndufa4"
"Mrpl51"	3.69876071420082e-290	0.370541289257404	0.716	0.378	1.22713784215041e-285	"Dividing Microglia"	"Mrpl51"
"Rbbp7"	8.18446155834499e-290	0.348241274477287	0.682	0.338	2.71535881121212e-285	"Dividing Microglia"	"Rbbp7"
"Ndufa12"	2.72104498403155e-288	0.434937149800301	0.864	0.548	9.02761094352147e-284	"Dividing Microglia"	"Ndufa12"
"Bola2"	1.24311244166425e-282	0.487918016741413	0.927	0.668	4.12427414770948e-278	"Dividing Microglia"	"Bola2"
"Uqcr10"	1.58459028853561e-282	0.401050683315001	0.92	0.725	5.25719520027459e-278	"Dividing Microglia"	"Uqcr10"
"Snrpa1"	1.69445620410016e-280	0.415356596016068	0.66	0.317	5.62169734834311e-276	"Dividing Microglia"	"Snrpa1"
"Ssrp1"	1.05487237361078e-279	0.336620853455549	0.647	0.313	3.49975007392847e-275	"Dividing Microglia"	"Ssrp1"
"Lsm6"	1.22164548522336e-278	0.398523911379083	0.846	0.55	4.05305322632555e-274	"Dividing Microglia"	"Lsm6"
"Msr1"	2.00051889564225e-278	0.444505662862091	0.687	0.327	6.63712154007228e-274	"Dividing Microglia"	"Msr1"
"Nhp2"	3.05898794602584e-277	0.464858803590901	0.826	0.514	1.01488043085299e-272	"Dividing Microglia"	"Nhp2"
"Atp5b"	1.23802647476999e-275	0.365224016064071	0.974	0.867	4.10740043534439e-271	"Dividing Microglia"	"Atp5b"
"Rpsa"	5.70669696845747e-275	0.334303699744345	0.998	0.976	1.89331085322514e-270	"Dividing Microglia"	"Rpsa"
"Mrpl33"	3.15721745442128e-270	0.392721148077525	0.868	0.576	1.04747003485335e-265	"Dividing Microglia"	"Mrpl33"
"Lsm4"	4.78293299295146e-270	0.382511724071357	0.839	0.54	1.58683367907151e-265	"Dividing Microglia"	"Lsm4"
"Mrpl12"	3.07457519905203e-269	0.410335220903563	0.779	0.453	1.02005181378949e-264	"Dividing Microglia"	"Mrpl12"
"Atp5j"	4.09355334841532e-269	0.362077429085477	0.956	0.825	1.35811819440375e-264	"Dividing Microglia"	"Atp5j"
"Timm13"	1.20401121988733e-268	0.41229953337508	0.897	0.647	3.99454802422019e-264	"Dividing Microglia"	"Timm13"
"Uqcrq"	5.92904504009701e-266	0.384831011386388	0.956	0.804	1.96707927295299e-261	"Dividing Microglia"	"Uqcrq"
"Set"	4.69614017150092e-265	0.582047179494735	0.878	0.584	1.55803842469886e-260	"Dividing Microglia"	"Set"
"Lsm3"	2.03671313476495e-261	0.295069030380237	0.629	0.298	6.75720316720967e-257	"Dividing Microglia"	"Lsm3"
"Uchl5"	4.81075785813252e-257	0.277148338342091	0.543	0.236	1.59606513459263e-252	"Dividing Microglia"	"Uchl5"
"Rbm3"	6.17284647339664e-257	0.425932172002996	0.972	0.834	2.0479652744788e-252	"Dividing Microglia"	"Rbm3"
"Nop10"	3.94695460275161e-255	0.429721483997222	0.887	0.612	1.3094811285549e-250	"Dividing Microglia"	"Nop10"
"Bola3"	2.55782263561419e-252	0.333031619428263	0.64	0.309	8.48608815817721e-248	"Dividing Microglia"	"Bola3"
"Pdap1"	3.18461509035215e-251	0.368673073885024	0.788	0.462	1.05655974852613e-246	"Dividing Microglia"	"Pdap1"
"Dpy30"	7.04170884210704e-251	0.311537424063688	0.696	0.364	2.33622774254585e-246	"Dividing Microglia"	"Dpy30"
"Pfn1"	7.83123951252959e-251	0.283920623864666	0.998	0.984	2.59817033307194e-246	"Dividing Microglia"	"Pfn1"
"Cox7a2"	1.97315969141261e-250	0.340048198014435	0.953	0.803	6.54635190819961e-246	"Dividing Microglia"	"Cox7a2"
"Ndufab1"	4.91962182736649e-250	0.41092725325554	0.854	0.562	1.63218293366538e-245	"Dividing Microglia"	"Ndufab1"
"Sf3b5"	5.11382960539254e-249	0.357035744454944	0.804	0.493	1.69661524818108e-244	"Dividing Microglia"	"Sf3b5"
"Rps8"	2.86756038874156e-248	0.25264423716613	1	0.997	9.51370510172786e-244	"Dividing Microglia"	"Rps8"
"Snrpd2"	4.63684682575653e-248	0.381259918052683	0.891	0.638	1.53836667138125e-243	"Dividing Microglia"	"Snrpd2"
"Eno1"	1.21737732599312e-246	0.383714782191913	0.928	0.708	4.03889275444738e-242	"Dividing Microglia"	"Eno1"
"Eef1g"	1.39468117868968e-246	0.414175264818136	0.976	0.879	4.62713374653877e-242	"Dividing Microglia"	"Eef1g"
